,date,title,contents
13,2020-01-02,"'출범 30주년' GS25, 일평균 방문객 550만명·연간 거래액 8조","사진 | GS리테일 편의점 GS25가 올해로 출범 30주년을 맞았다. 그간 누적 200억명, 일평균 550만명의 방문객이 GS25를 다녀갔으며 연간 거래액이 8조원에 달하는 국내 1위의 글로벌 기업으로 성장했다. GS25는 1990년 12월..."
14,2020-01-02,"출범 30주년 맞은 GS25, 누적거래액 8조원 돌파","조윤성 GS리테일 사장은 “2020년 GS25 출범 30주년을 맞아 다양한 사회공헌활동을 포함해 진심을 담아 보답해드리는 한 해를 만들 것”이라며 “경쟁사 대비 압도적인 상생지원, 차별화된 상품력과 서비스를 통해..."
15,2020-01-02,"30주년 맞은 GS25, 거래액 '9000만원→8조원' 9만배 성장",뉴데일리 한지명 기자 = GS리테일이 운영하는 편의점 GS25가 출범 30주년을 맞았다. GS25는 지난 1990년 12월 동대문구 경희대학교 앞에 ‘LG25 경희점’을 1호로 대한민국 순수 국내 브랜드 편의점의 문을 열었다. 국내...
16,2020-01-02,"유통업종 매출 회복 움직임, 백화점·면세점 개선 기대-유진證",이외에 GS리테일은 차별화된 편의점 부문 수익성 개선세가 지속될 전망이다. BGF리테일은 무난한 4분기 실적이 예상된다. 롯데하이마트는 아직 회복세가 감지되지 않고 있다. GS홈쇼핑은 일회성 기저로 인해 증익이...
17,2020-01-02,"GS25, 출점 30주년…거래액 8조원 돌파","사진/GS리테일 GS25는 지난 1990년 동대문구에 1호점 ‘LG25 경희점’을 연 이후, 30년간 꾸준한 혁신을 이어왔다. 1990년 첫해 거래액 9000만원에서 2018년 말 기준 8조(거래액 기준) 이상으로 약 9만배 증가했을 만큼 GS25는..."
18,2020-01-02,"GS25, 출범 30주년…누적 방문객 200억명 기록","거래액 8조…1조 2천억 IT투자‧O2O 기반 미래 유통시장 리딩 준비 GS리테일은 대한민국 대표 편의점 GS25가 올해를 맞아 출범 30주년을 맞았다고 2일 밝혔다. 1990년 LG25 경희점을 오픈을 시작으로 대한민국 유일, 순수..."
19,2020-01-03,"GS리테일 부회장 허연수, 디지털광고계열사 GS넷비전 대표도 겸직",허연수 GS리테일 대표이사 부회장이 계열사 GS넷비전 대표이사를 겸직한다. GS넷비전은 디지털 광고사업을 하는 회사다. GS넷비전은 허 부회장이 GS넷비전 대표이사를 겸직한다고 3일 밝혔다. 허연수 GS리테일...
20,2020-01-03,"허연수 부회장, 자회사 GS넷비전 대표 겸직",◆[서울=뉴스핌] 남라다 기자 = 허연수 GS리테일 부회장이 자회사 GS넷비전 대표이사를 겸직한다. GS넷비전은 3일 허연수 부회장이 신임 대표로 선임됐다고 공시했다. 전문경영인인 김종수 GS넷비전 사장은...
21,2020-01-03,"허연수 GS리테일 부회장, 자회사 GS넷비전 대표 겸직",허연수 GS리테일 부회장이 콘텐츠 제작 전문 자회사 GS넷비전 대표이사를 겸직한다. 전문경영인이 물러나고 오너가 관련 사업을 직접 챙기면서 디지털 경쟁력을 강화한다는 계산이다. GS넷비전은 3일 김종수 대표가...
22,2020-01-03,[단독]허연수 GS리테일 부회장… 5년 만에 GS넷비전 대표 겸직,허연수 GS리테일 부회장이 GS넷비전 대표이사를 겸직한다. GS리테일 100% 자회사인 GS넷비전은 허 부회장이 2009년부터 대표를 맡아오다 2015년 물러선 바 있다. GS넷비전은 3일 김종수 GS넷비전 대표이사가 사임하고...
23,2020-01-03,디저트로 ‘대박’난 편의점…‘싼 게 비지떡’ 편견 깼다,"GS리테일은 편의점 GS25의 디저트 카테고리 매출을 살펴본 결과 전년 대비 지난해에는 125.6%, 2018년에는 161.7% 증가했다고 3일 밝혔다. GS25는 그 이유로 전문점과 비교해도 손색없는 고품질의 상품을 알뜰한 가격으로 즐길..."
24,2020-01-03,"[백화점과일반상점 업종 마감 시황] 상승률 상위 종목, 베뉴지 +3.42%·광주신...","전 거래일과 비교해 +3.42% 상승한 가격이다. 같은 기간 광주신세계 종목은 +1.51%로 상승세로 거래를 마쳤다. 이어 BGF 종목은 +1.09%로 상승했으며 BGF리테일 종목은 +0.30% 상승, GS리테일 종목은 +0.26% 상승했다."
25,2020-01-03,편디족을 잡아라..신개념 디저트로 소비자 공략하는 편의점,한국정경신문 이혜선 기­자 [한국정경신문=] 편의점 디저트가 인기를 끌면서 편의점 업계에서도 '편디족'('편의점 디저트를 즐기는 사람)을 잡기 위한 신개념 디저트 출시가 이어지고 있다.GS리테일이 운영하는 GS25의...
26,2020-01-03,[업종 이슈] 백화점과일반상점업 주요종목 3일 종가 베뉴지 60원(+3.42%)상승...,"베뉴지의 오늘 거래량은 298,074주 였다. 광주신세계는 +1.51% 상승, BGF은 +1.09% 상승한 모습을 보였다. 이어 BGF리테일은 +0.30%로 상승세, GS리테일 종목은 +0.26%로 상승세를 보이며 마감했다."
27,2020-01-03,"GS칼텍스, GS그룹 도약 견인차 역할 기대","GS그룹 회사채 발행 규모가 커진 데에는 2018년도에 공백기를 가졌던 GS와 GS리테일, 그리고 특히 GS칼텍스의 영향이 컸다는 게 시장 전문가들의 분석이다. 2016년 이후 3년 만에 회사채 시장에 복귀한 GS칼텍스는..."
28,2020-01-03,"GS25 30년, 누적 200억명·일평균 550만명이 찾았다","2020년 GS25는 GS리테일의 오프라인 점포를 총괄하는 Platform B/U(플랫폼 비즈니스 유닛)를 신설, 부문 통합을 통해 미래 시너지를 창출하고 업계를 초월한 무한 경쟁에 선제적인 대응을 해나갈 것이다. 빅데이터 기반 고객..."
29,2020-01-06,GS25 와인 매출 355% 증가…비결은 모바일앱 예약 서비스,김유미 GS리테일 와인 MD는 “모바일 앱을 통해 예약하고 가까운 GS25에서 당일에 와인을 결제하는 와인25의 서비스가 다소 생소할 것으로 생각돼 걱정하며 론칭했는데 기대 이상의 성과를 이루고 있다”라며...
30,2020-01-06,"GS25, 와인 예약 앱 인기…서비스 지역 확대","GS리테일이 운영하는 편의점 GS25가 오는 7일부터 와인 예약서비스 '와인25'의 서비스 지역을 송파구, 서초구 소재 600여개 점포로 확대한다.GS25는 지난달 5일부터 강남구 소재 280여 점포에서 와인25를 시범..."
31,2020-01-06,"GS리테일-한국조리과학고, 미래세대 식문화 연구 협약",박진서 GS리테일 간편식품부문장과 박동규 한국조리과학고등학교 교장이 6일 진행된 미래세대 식(食)문화 연구' 업무협약에서 기념사진을 촬영하고 있다.사진=GS리테일 제공  GS리테일은 명문 조리 특성화고와 손잡고...
32,2020-01-06,"GS리테일-한국조리과학고, ‘미래세대 식(食)문화 연구’ 업무협약 체결",GS리테일과 한국조리과학고등학교는 6일 경기도 시흥시에 위치한 한국조리과학고등학교 본관에서 업무협약식을 진행했다. 이날 협약식에는 박진서 GS리테일 MD본부 간편식품부문장과 박동규 한국조리과학고등학교(이하...
33,2020-01-06,"GS리테일, 조리과학고와 업무협약…신선식품 역량 강화",GS리테일과 한국조리과학고등학교는 6일 경기도 시흥시에 위치한 한국조리과학고등학교 본관에서 신선식품 개발역량 차별화를 위한 업무협약을 체결했다. 이번 업무협약은 GS리테일의 유통업에 대한 노하우를 바탕으로...
34,2020-01-06,"GS25, 7일부터 당일 와인 예약서비스 송파·서초·강남 600여개 점포 확대",김유미 GS리테일 와인 MD는 “모바일 앱을 통해 예약하고 가까운 GS25에서 당일에 와인을 결제하는 와인25의 서비스가 다소 생소할 것으로 생각돼 걱정하며 론칭했는데 기대 이상의 성과를 이루고 있다”라며...
35,2020-01-06,"""대기업 창업주 5명 氣 받자""…진주 지수초교에 북적북적","구철회 LG그룹 창업고문을 비롯해 허정구 삼양통상 명예회장, 구정회 옛 금성사 사장, 허준구 GS건설 명예회장, 구자경 LG그룹 명예회장, 구평회 E1 명예회장, 구두회 예스코 명예회장, 허신구 GS리테일 명예회장 등..."
36,2020-01-06,[솔로이코노미 동향] GS25 디저트 매출 125.% 신장·바로고 이마트24 배달 서...,"(사진= BGF리테일) 편디족 사로잡은 GS25…디저트 매출 125.% 신장 GS리테일이 운영하는 편의점 GS25가 디저트 카테고리 매출을 살펴본 결과 전년대비 2019년 125.6%, 2018년 161.7% 증가한 것으로 나타났다. 이처럼 디저트..."
37,2020-01-06,"GS리테일-한국조리과학고, 미래세대 식문화 연구 협약","GS리테일은 한국조리과학고등학교와 6일 경기도 시흥시 한국조리과학고 본관에서 '미래세대 식(食)문화 연구'를 위한 업무협약을 맺었다. 한국조리과학고 10대 학생들은 GS리테일에 삼각김밥, 도시락, 샌드위치 등..."
38,2020-01-06,"GS25, 와인 예약 서비스 확대","김유미 GS리테일 와인 MD는 ""와인25의 서비스가 기대 이상의 성과를 이루고 있다""며 ""백화점이나 와인숍까지 멀리 가지 않아도 주변에서 쉽게 원하는 와인을 구매할 수 있도록 GS25가 프리미엄 와인 플랫폼 역할을 할..."
39,2020-01-07,"냉동 간편식, 편의점 야식 강자됐다","황민 GS리테일 냉동간편식품 MD는 ""고객의 라이프 스타일 변화에 부합하는 편리성과 새로운 가치가 더해져 편의점 냉동 매출이 급성장하는 추세""라며 ""앞으로도 GS25는 고객의 가치를 뛰어넘는 차별화된 냉동..."
40,2020-01-07,"[백화점과일반상점 업종 마감 시황] 상승률 상위 종목, 현대백화점 +5.83%·신...","전 거래일과 비교해 +5.83% 상승한 가격이다. 같은 기간 신세계 종목은 +5.17%로 상승세로 거래를 마쳤다. 이어 롯데쇼핑 종목은 +2.72%로 상승했으며 BGF 종목은 +2.42% 상승, GS리테일 종목은 +2.19% 상승했다."
41,2020-01-07,"GS25가 출시한 '냉동 HMR', 새로운 야식 메뉴로 급 성장",GS리테일이 운영하는 편의점 GS25는 2019년 9월~12월까지 냉동 HMR(가정간편식)의 시간대별 매출 데이터상 늦은 저녁 시간대인 20시~02시의 매출 비중이 56.2%로 가장 높게 나타났다고 7일 밝혔다. 같은 기간 냉동 HMR...
42,2020-01-07,"[업종 이슈] 백화점과일반상점업 주요종목 7일 종가 현대백화점 4,900원(+5.8...","현대백화점의 오늘 거래량은 183,512주 였다. 신세계는 +5.17% 상승, 롯데쇼핑은 +2.72% 상승한 모습을 보였다. 이어 BGF은 +2.42%로 상승세, GS리테일 종목은 +2.19%로 상승세를 보이며 마감했다."
43,2020-01-07,"GS25, 냉동 HMR 급성장…전년비 46% 껑충","황민 GS리테일 냉동간편식품 MD 는 ""고객의 라이프 스타일 변화에 부합하는 편리성과 새로운 가치가 더해져 편의점 냉동 매출이 급성장하는 추세""라며 ""앞으로도 GS25는 고객의 가치를 뛰어넘는 차별화된 냉동 HMR을..."
44,2020-01-07,"'명절증후군' 안녕~ ""차례상도 이제 배달 받으세요”","GS리테일이 운영하는 심플리쿡, 한국야쿠르트의 잇츠온 등 밀키트를 이용해도 보다 간편하게 명절 음식 준비가 가능하다. 이마트에서 선보이는 피코크 제수음식도 일손을 덜어주는 똑똑한 제품이다. 피코크 제수음식은..."
45,2020-01-07,"GS25, ""작년 4분기 냉동 HMR, 20~02시에 절반 이상 팔려""",황민 GS리테일 냉동간편식품 MD 는 “고객의 라이프 스타일 변화에 부합하는 편리성과 새로운 가치가 더해져 편의점 냉동 매출이 급성장하는 추세다”라며 “앞으로도 GS25는 고객의 가치를 뛰어넘는 차별화된...
46,2020-01-07,"""야식, 혼술안주에 딱"" 편의점서 냉동 HMR 인기",편의점 GS25의 지난해 9~12월냉동 HMR 매출이 전년 대비 45.5% 신장했다고 GS리테일이 7일 밝혔다. 시간대별로는 오후 8시부터 다음날 오전 2시까지의 매출 비중이 56.2%로 나타났다. GS25는 2019년 하반기부터 본격 출시한...
47,2020-01-07,"GS25, 편의점 냉동 가정간편식 저녁 8시 이후 잘 팔려","황민 GS리테일 냉동간편식품 MD는 ""고객의 라이프 스타일 변화에 부합하는 편리성과 새로운 가치가 더해져 편의점 냉동 매출이 급성장하는 추세'라며 ""앞으로도 고객의 가치를 뛰어넘는 차별화된 냉동 HMR을..."
48,2020-01-07,새로운 야식 메뉴로 급성장한 GS25 냉동 HMR,GS리테일이 운영하는 편의점 GS25가 2019년 9월~12월까지 냉동 HMR(가정간편식)의 시간대별 매출 데이터를 확인해 본 결과 늦은 저녁 시간대인 20시~02시의 매출 비중이 56.2%로 가장 높게 나타났다. 같은 기간 냉동 HMR...
49,2020-01-08,"BC카드, GS리테일 멤버십팝카드 선봬",사진=비씨카드  비씨카드는 GS리테일과 함께 'GS리테일 멤버십팝카드'의 결제 편의성과 혜택을 강화했다고 8일 밝혔다. GS리테일 멤버십팝카드는 기존 버전과 달리 BC카드의 305만 온·오프라인 가맹점에서 결제가...
50,2020-01-08,"BC카드, 'GS리테일 멤버십팝카드' 리뉴얼 출시",BC카드는 GS리테일과 손잡고 ‘GS리테일 멤버십팝카드’의 결제 편의성과 혜택을 강화한다고 8일 밝혔다. 이 카드는 GS리테일 매장에서만 사용 가능했던 기존 버전과 달리 BC카드의 305만 온·오프라인 가맹점에서도...
51,2020-01-08,"BC카드, ‘GS리테일 멤버십팝카드’ 리뉴얼","BC카드가 GS리테일과 손잡고 ‘GS리테일 멤버십팝카드’의 결제 편의성과 혜택을 강화한다고 8일 밝혔다.GS리테일 멤버십팝카드는 GS25, GS THE FRESH(구 GS수퍼) 등 GS리테일 매장에서만 사용 가능했던 기존..."
52,2020-01-08,"GS25, 국내 최대 피트니스센터와 '피트니스형 편의점' 오픈",8일 GS리테일은 전국 46개의 피트니스센터를 운영하는 법인 앤앤컴퍼니와 제휴해 지난 11월 ‘피트니스형 GS25'을 오픈했다고 밝혔다. 이는 본지가 지난해 11월 5일 단독 보도한 '[단독] 국내 최초 '헬스장에 무인...
53,2020-01-08,"GS리테일, BC카드와 손잡고 'GS리테일 멤버십팝카드' 사용처 확대",GS리테일 멤버십 회원카드 'GS리테일 멤버십팝카드'를 BC카드 305만 가맹점에서도 사용할 수 있게 됐다. 사진은 GS25에서 GS25 30주년 에디션 멤버십팝카드로 결제를 하는 모습. (사진=GS리테일) GS리테일 멤버십...
54,2020-01-08,"대기업 오너일가, 일반 직원보다 19년 빨리 '별' 단다","6년이 걸리며 가장 길었다. 이어 구자용 LS네트웍스 회장 역시 16.0년이 소요됐다. 이어 허명수 GS건설 부회장(15.2년), 허연수 GS리테일 부회장(14.2년), 박석원 두산 부사장(14.0년) 등이 상위 5위권 안에 들었다."
55,2020-01-08,"BC카드, 'GS리테일 멤버십팝카드' 사용처 확대","GS리테일 멤버십팝카드(사진=BC카드) ［뉴시안=김기율 기자］BC카드는 'GS리테일 멤버십팝카드'의 사용처를 BC카드 가맹점으로 확대한다고 8일 밝혔다. 이번 조치로 기존 GS25, GS THE FRESH 등 GS리테일 매장에서만..."
56,2020-01-08,"[주식인사이드] 코스피 주가정보 - 신세계, KCC, GS리테일 외 (1월 8일 오후 ...","▲KCC(002380) 전일과 동일한 233,500원, ▲GS리테일(007070) 전일 대비 -1.26% 하락한 39,150원, ▲한화생명(088350) 전일 대비 -2.94% 하락한 2,145원, ▲현대해상(001450) 전일 대비 -2.15% 하락한 25,050원..."
57,2020-01-08,"'평균 33.6세 임원직' 대기업 오너家, 임원 승진까지 '4.6년'","0년이 소요됐다. 허명수 GS건설 부회장(15.2년), 허연수 GS리테일 부회장(14.2년), 박석원 두산 부사장(14.0년), 구자은 LS엠트론 회장(14.0년), 구자홍 LS니꼬동제련 회장(13.7년) 등이 뒤를 이었다. 파이낸셜투데이"
58,2020-01-08,"[편의점 테마 마감 시황] 상승률 상위 종목, BGF리테일 보합세·GS리테일 -1....","편의점 테마 종가 상승률 상위 종목8일 편의점 테마의 종목들 중 에서 BGF리테일, GS리테일, 유성티엔에스 등이 높은 상승률을 보였다. 가장 많이 상승한 BGF리테일의 종가는 169,500이다. 전 거래일과 비교해 보합세..."
59,2020-01-09,"편의점 FA 쟁탈 '폭풍전야'…세븐일레븐, 1만 점포 붕괴?","다만 GS리테일(GS25), BGF리테일(CU), 코리아세븐(세븐일레븐) 등 주요 편의점 본사의 영업이익률은 1~3%대에 불과해 지원금을 펑펑 쓸 수도 없는 상황이다. 업계 관계자는 ""브랜드를 갈아타는 FA 점포들은 아무래도 상위..."
60,2020-01-09,[종합] 서울 강동·은평 등 대형마트 의무휴업일 ‘설날’로 변경…노조 반발...,"이에 따라 강동구에 위치한 이마트 천호점과 명일점, 홈플러스 강동점 등 3곳의 대형마트와 GS리테일 명일점 등 11곳의 준대규모점포(SSM)는 설 당일 문을 닫는다. 강동구청 측은 “조례로 결정된 사안으로 2013년부터..."
61,2020-01-09,"[주식인사이드] 코스피 주가정보 - 신세계, KCC, GS리테일 외 (1월 9일 오후 ...","▲KCC(002380) 전일과 동일한 233,500원, ▲GS리테일(007070) 전일 대비 -1.28% 하락한 38,650원, ▲한화생명(088350) 전일 대비 +0.47% 상승한 2,155원, ▲현대해상(001450) 전일 대비 -3.79% 하락한 24,100원..."
62,2020-01-09,"GS25 vs 이마트24, 와인 예약 서비스 격돌",실제로 GS리테일에 따르면 O2O 와인 예약 서비스인 와인25를 도입한 강남권 GS25의 와인 매출은 기존 대비 355% 신장했다. 크리스마스 이브였던 지난달 24일에는 평소의 세배 수준인 342병이 팔려나가기도 했다.김유미...
63,2020-01-09,"편의점, 온라인서 와인판매 길 찾아","김유미 GS리테일 와인담당은 ""모바일 앱을 통해 예약하고 가까운 편의점에서 와인을 구매하는 서비스가 생소할 것 같아 걱정했지만 기대 이상 성과를 이루고 있다""며 ""백화점이나 와인전문점까지 가지 않아도 쉽게..."
64,2020-01-09,'와인'에 꽂힌 오프라인 유통채널…치열한 마케팅전,"GS리테일이 운영하는 편의점 체인 GS25의 와인 매출도 전년대비 2018년 38.5%, 2019년(11월 현재) 54.5%라는 큰 폭의 신장세를 보였다. 이마트 관계자는 “온라인에서는 팔지 않는 와인이 오프라인 집객상품으로 그..."
65,2020-01-09,"데일리 주가정보 GS리테일( 007070 ) , 오후 12시 11분 기준 및 종목관련 동향...","9일 오후 12시 11분 기준 GS리테일(007070) 주가가 전일대비 -1.40% 변동된 38,600원에 거래되고 있다. 코스피 상장기업 GS리테일의 오늘 시가는 38,600원이고, 고가는 39400원, 저가는 38550원이다. 또한..."
66,2020-01-09,"[TF현장] ""삼각김밥 비켜!"" 계란·닭가슴살 파는 피트니스형 편의점",단백질 쉐이크·에너지드링크 300개 상품 구비…자율 결제 시스템으로 '무인화' 편의점 업계가 맞춤형 특수점포 확대에 박차를 가하고 있는 가운데 GS25를 운영하는 GS리테일이 피트니스 센터(이하 센터)와 손을 잡고 업계...
67,2020-01-09,[단독] 서울 강동·강서·은평·중구 대형마트 의무휴업일 설 당일로 변경…전...,"이에 따라 강동구에 위치한 이마트 천호점과 명일점, 홈플러스 강동점 등 3곳의 대형마트와 GS리테일 명일점 등 11곳의 준대규모점포(SSM)는 설 당일 문을 닫는다. 강동구청 측은 “대규모 유통업 종사자의 휴식원을..."
68,2020-01-09,"""그래 결심했어""... 새해 다이어트·자기계발 '결심상품' 인기",GS리테일의 헬스앤뷰티(H&amp;B) 브랜드 랄라블라에서는 이달 1일부터 5일까지 건강기능과 다이어트 식품 매출이 전년대비 221.4% 늘었다. 홈쇼핑에서도 결심상품 인기가 좋았다. 홈쇼핑의 경우 주고객층이 40~50대인데...
69,2020-01-10,"7호선 편의점 입찰, 국내 '빅4' 모두 참여","역사내 편의점 40개소 임대차…13일 11시 개찰 예정 지하철 7호선 편의점 입찰에 둘러싼 경쟁에 GS리테일(GS25), BGF리테일(CU), 코리아세븐(세븐일레븐), 이마트24 등 국내 편의점 빅4 업체가 모두 뛰어든 것으로..."
70,2020-01-10,진주 '기업가정신 수도 구축사업' 본격화,"구철회 LG그룹 창업고문을 비롯해 허정구 삼양통상 명예회장, 구정회 옛 금성사 사장, 허준구 GS건설 명예회장, 구자경 LG그룹 명예회장, 구평회 E1 명예회장, 구두회 예스코 명예회장, 허신구 GS리테일 명예회장 등 국내..."
71,2020-01-10,"편의점, '편디족' 잡기 나선다... 디저트 '인기'에 매출 '쑥쑥'",GS25를 운영하는 GS리테일의 지난해 디저트 카테고리 매출은 전년 대비 125.6%나 증가했다. 지난 2018년에도 전년 대비 161.7% 신장해 매년 카테고리 상품군을 늘리고 있다. CU도 지난해 11월 출시한 '마카롱'이 수시로...
72,2020-01-10,"[주식인사이드] 코스피 주가정보 - 신세계, KCC, GS리테일 외 (1월 10일 오후...","▲KCC(002380) 전일과 동일한 233,500원, ▲GS리테일(007070) 전일 대비 +0.78% 상승한 38,950원, ▲한화생명(088350) 전일 대비 +0.93% 상승한 2,175원, ▲현대해상(001450) 전일 대비 -0.62% 하락한 23,950원..."
73,2020-01-10,"[백화점과일반상점 업종 마감 시황] 상승률 상위 종목, 대구백화점 +2.03%·G...","백화점과일반상점 업종 종가 상승률 상위 종목10일 백화점과일반상점 업종의 종목들 중 에서 대구백화점, GS리테일, 한화갤러리아타임월드 등이 높은 상승률을 보였다. 가장 많이 상승한 대구백화점의 종가는 6..."
74,2020-01-10,[업종 이슈] 백화점과일반상점업 주요종목 10일 종가 대구백화점 120원(+2.03...,"백화점과일반상점 업 10일 마감시황10일 한국거래소에서 백화점과일반상점업 종목들 중 대구백화점, GS리테일, 한화갤러리아타임월드 등이 차례로 상승한 것으로 나타났다. 대구백화점의 종가는 6,040원으로, 전..."
75,2020-01-10,"[백화점과일반상점 업종 오후 시황] 상승률 상위 종목, 대구백화점 +0.68%·G...","백화점과일반상점 업종 오후 상승률 상위 종목10일 14시01분 현재 백화점과일반상점 업종의 종목들 중 에서 대구백화점, GS리테일, 광주신세계 등이 높은 상승률을 보이고 있다. 가장 많이 상승하고 있는..."
76,2020-01-10,"[백화점과일반상점증시돋보기] 백화점과일반상점 업종 10일 종목시황, GS리테...","백화점과일반상점 업종 13시 리드 종목10일 13시39분 현재시각 기준 백화점과일반상점 업종 종목들중 GS리테일, 대구백화점, 광주신세계이 차례로 높은 주가 상승률을 보이고 있는 것으로 나타났다. GS리테일의..."
77,2020-01-10,"[백화점과일반상점 업종 13시 현재 주식시황] 상승률 상위 종목, GS리테일 45...","▲사진=ⓒ픽사베이백화점과일반상점 업종 13시 상위 종목 한국거래소(KRX)에 따르면 1월 10일 13시 23분 현재 백화점과일반상점 업종에서는 GS리테일, 대구백화점, 광주신세계, 백화점과일반상점..."
78,2020-01-10,'1위 내준 CU' 이건준 대표 첫 시험대 '7호선 입찰' 승리할까?,"GS25를 운영하는 GS리테일은 이번 입찰에 참여했다고 밝혔으며 이외 CU, 세븐일레븐, 이마트24는 긍정적으로 참여를 고려하고 있다고 전했다. 지하철 등 특수점포의 경우 임대료가 높고 운영시간이 제한적이라 일반..."
79,2020-01-13,경남의 미래교실은 어떤 모습?,"참여기업은 (주)다산네트워크, GS리테일, LG화학, noom, SK텔레콤, 삼성SDS, 잡코리아, 한국과학기술정보연구원, 한국아이비엠, 한컴MDS 등이다. 이날 심포지엄의 결과물은 경남교육청이 설립을 추진 중인..."
80,2020-01-13,"GS25, 업계 독보적인 토털 하이패스 서비스 구축","GS리테일이 운영하는 편의점 GS25가 하이패스 서비스를 시작한 이후 현재까지 실적을 집계한 결과 ▲하이패스 누적 충전 금액은 350억, ▲하이패스 단말기와 전자카드 판매량은 50만개를 넘어섰고, ▲하이패스..."
