,date,title,contents,label,sentiment
36,2020-02-04,"‘제2 삼다수’ 울릉 생수사업, 일장춘몽 되나","당초 울릉군은 ㈜LG생활건강과 손잡고 북면 나리 추산에서 지표로 솟아나는 용천수 가운데 하루 약 1,000㎥를 먹는 샘물로 만들어 시중에 판매할 방침이었다. 현재 이곳에서 솟아나는 하루 3만여톤의 물 중 3,000여톤은...",2,1.0
37,2020-02-05,울릉 '먹는水' 개발 수년째 제자리걸음,사진=울릉군 제공 울릉군과 LG생활건강이 공동 추진하는 먹는 샘물 개발사업이 답보 상태다. 공공목적 외 취수시설 건설은 안된다는 지난해 7월 울릉도 먹는 샘물 생수사업 수년째 착공 못해환경부 방침에 따라...,2,0.0
38,2020-02-05,"장흥지역자활센터, 노인맞춤돌봄서비스 운영","장흥지역자활센터는 올해 1월 'LG생활건강과 함께하는 생활용품 지원 사업' 95가구 서비스와 '남부 5개 읍면과 연계한 설 선물 서비스'에 이어서 지난 3일 독거노인종합지원센터, IBK캐피탈 자원 연계를 통해 '희망 열기...",2,1.0
39,2020-02-05,장흥지역자활센터 '노인맞춤돌봄서비스' 운영,"장흥지역자활센터는?지난달 ‘LG생활건강과 함께하는 생활용품 지원 사업’ 95가구 서비스와 ‘남부 5개 읍면과 연계한 설 선물 서비스’에 이어서 지난 3일 독거노인종합지원센터, IBK캐피탈 자원 연계를 통해 ‘희망...",2,1.0
40,2020-02-07,"[민간기업 일자리 정보+] (주)에스원, SK건설(주), 대림산업, SK네트웍스(주)...","▲ 채용회사명 : (주)LG생활건강, 채용공고명 : ""상시인재 Pool 등록 (신입/경력)"", 담당업무 : 마케팅, 판매 외, 본사 또는 근무지 : 서울 종로구, 고용형태 : 정규직외, 지원자격 : 신입/경력(연차무관)|학력무관...",2,1.0
41,2020-02-10,"국내 대기업들의 '코로나' 극복, 열쇠는 바로 '상생'","뿐만 아니라 LG화학과 LG디스플레이, LG생활건강 등 중국에 진출해 있는 LG그룹 계열사에 대한 지원을 검토하는 한편, 현지 주민들의 신속한 회복을 돕기 위한?별도의 성금 지급?내용을 중국 지자체 등과 협의 중이다.",2,1.0
42,2020-02-11,형식 얽매이지 않는 경영 스타일로 15년간 자리 지킨 차석용 부회장,-차석용 LG생활건강 부회장은… 2005년부터 15년간 LG생활건강을 이끌고 있는 차석용 부회장은 ‘최장수 최고경영자(CEO)’라는 타이틀을 갖고 있다. 그룹 공채 출신이 아닌 전문 경영인이 15년간 한 그룹을 이끌어...,3,0.0
43,2020-02-11,충북사진기자회 17회 보도사진전,"카메라 명인 명성카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 국무총리, 3·1운동 100주년을 기념하는 만세운동 재현 퍼포먼스, 택시기본요금 인상 등이 2~3월에 일어난 이슈로 장식하고 있다....",2,0.0
44,2020-02-11,"LG그룹 신임CEO, 글로벌 경제 불안 속 호된 신고식","정호영 사장은 LG전자, LG디스플레이, LG생활건강, LG화학 등 LG그룹 주요 계열사에서 최고재무책임자(CFO)와 최고운영책임자(COO)를 맡으며 쌓은 경험을 바탕으로 LG디스플레이가 직면한 어려움을 타개할 새로운...",3,0.0
45,2020-02-11,"충북 사진기자회, 생생한 현장 담은 보도사진전 개최","특히, 이번 전시에서는 지역의 카메라 명인 명성 카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 전 국무총리, 3·1 운동 100주년을 기념하는 만세운동 재현 등을 2~3월의 이슈로 다룬다. 4월에는...",2,0.0
46,2020-02-11,"충북 사진기자회, 생생한 현장 담은 보도사진전 마련","특히, 이번 전시에서는 지역의 카메라 명인 명성 카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 전 국무총리, 3·1 운동 100주년을 기념하는 만세운동 재현 등을 2~3월의 이슈로 다룬다. 4월에는...",2,0.0
47,2020-02-12,"LG생활건강, 미세 플라스틱 뺀 친환경 섬유유연제 '펭수 에디션' 출시",LG생활건강(대표 차석용)은 미세 플라스틱 '향기캡슐'(이하: 향기캡슐)이 없는 섬유유연제 샤프란 아우라와 대세 크리에이터 '펭수'가 협업한 첫번째 제품인 '샤프란 아우라 펭수 에디션'을 출시했다. LG생활건강은 기존...,1,1.0
48,2020-02-12,"LG생활건강, 향기캡슐 없는 샤프란 아우라 ‘펭수 에디션’ 출시",LG생활건강은 미세 플라스틱 ‘향기캡슐’(이하: 향기캡슐)이 없는 섬유유연제 샤프란 아우라와 대세 크리에이터 ‘펭수’가 협업한 첫 번째 제품인 ‘샤프란 아우라 펭수 에디션’을 출시했다. LG생활건강은 기존 샤프란...,1,1.0
49,2020-02-12,[신종 코로나]이어지는 韓기업 지원에 中 '찬사',"LG는 중국 적십자사를 통해 현금·물품 824만위안을, LG생활건강은 중국적십자사를 통해 현금 200만위안을 각각 제공했다. SK차이나는 현금 700만위안과 물품 300만위안 등 1000만위안을 피해 국민에게 써달라고 내놨다....",2,1.0
50,2020-02-12,"LG생활건강, 샤프란 아우라 '펭수 에디션' 출시",LG생활건강이 샤프란 아우라와 펭수가 협업한?섬유유연제를 출시한다. LG생활건강은 미세 플라스틱인 향기캡슐이 없는 섬유유연제 샤프란 아우라와 펭수가 협업한 제품인 '샤프란 아우라 펭수 에디션'을 선보인다고 12일...,1,1.0
51,2020-02-12,한국기업 대가없는 지원… 중국이 감동했다 [신종 코로나 비상],"LG는 중국 적십자사를 통해 현금·물품 824만위안을, LG생활건강은 중국적십자사를 통해 현금 200만위안을 각각 제공했다. SK차이나는 현금 700만위안과 물품 300만위안 등 1000만위안을 피해 국민에게 써달라고 내놨다....",2,1.0
52,2020-02-12,[신상품] LG생활건강 '샤프란 아우라x펭수'?,"샤프란 아우라x펭수 4종 (사진=LG생활건강) ?LG생활건강이 EBS 자이언트 펭TV의 캐릭터 '펭수'와 협업한 섬유유연제 샤프란 아우라를 12일 출시했다. 샤프란 아우라 펭수 한정판은 4종으로 구성됐으며, 용기는 강한 향을...",1,1.0
53,2020-02-12,"LG생활건강, 향기캡슐 없는 샤프란 아우라 '펭수 에디션' 출시",LG생활건강은 미세 플라스틱 '향기캡슐'이 없는 섬유유연제 샤프란 아우라와 대세 크리에이터 '펭수'가 협업한 첫번째 제품인 '샤프란 아우라 펭수 에디션'(사진)을 출시했다고 12일 밝혔다. LG생활건강은 기존 샤프란...,1,1.0
54,2020-02-12,"LG생활건강, 섬유유연제 '샤프란 아우라 펭수 에디션' 출시",LG생활건강이 자사 섬유유연제 브랜드 샤프란과 EBS 인기 캐릭터 '펭수'와의 첫 번째 협업 제품인 '샤프란 아우라 펭수 에디션'을 출시했습니다. 향에 따라 4종으로 출시된 새 협업 제품은 섬유유연제 특유의 파스텔 색상...,1,1.0
55,2020-02-12,"‘샤프란에도 펭수’ LG생활건강, 향기캡슐 없는 샤프란 아우라 ‘펭수 에디션...",섬유유연제에도 펭수가 등장했다.?LG생활건강(대표 차석용)은 미세 플라스틱 향기캡슐(이하: 향기캡슐)이 없는 섬유유연제 샤프란 아우라와 대세 크리에이터 펭수가 협업한 첫 번째 제품인 '샤프란 아우라 펭수 에디션'을...,1,1.0
56,2020-02-13,충북 사진기자회 보도사진전 개막,"특히 이번 전시에서는 지역의 카메라 명인 명성 카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 전 국무총리, 3·1 운동 100주년을 기념하는 만세운동 재현 등을 2~3월의 이슈로 다뤘다. 4월에는 무심천...",2,0.0
57,2020-02-13,"""환경·편리 잡은 화장품용기가 K뷰티 숨은 힘""","이후 민진은 기술력을 인정받아 LG생활건강, 시세이도 등에 화장품 및 생활용품 디스펜서 펌프와 용기를 지속적으로 공급하고 있으며, 다루는 품목만 약 500개에 이른다. 지난해에는 약 140억원의 매출을 올렸다. 디스펜서...",1,0.0
58,2020-02-13,"충북 사진기자회, 17회 보도사진전 개막","특히, 이번 전시에서는 지역의 카메라 명인 명성 카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 전 국무총리, 3·1 운동 100주년을 기념하는 만세운동 재현 등을 2~3월의 이슈로 다뤘다. 4월에는 무심천...",2,0.0
59,2020-02-13,앵글에 담아낸 생생한 충북 이슈,"이번 전시에서는 지역의 카메라 명인 명성 카메라 김락희씨의 이야기와 LG생활건강 청주공장을 방문한 이낙연 전 국무총리, 3·1 운동 100주년을 기념하는 만세운동 재현 등을 2~3월의 이슈로 다뤘다. 4월에는 무심천...",2,0.0
60,2020-02-14,"[더벨][국민연금 주주권 행사]아모레퍼시픽, 이사회 관행 쓴소리 피할까",화장품업계에서는 아모레퍼시픽과 LG생활건강이 일반투자 기업 명단에 올랐다. 국민연금은 지난 십여년 간 아모레퍼시픽 및 아모레퍼시픽그룹 지분을 10% 내외 꾸준히 보유하면서 주총 안건에 대해 입장을 활발히...,3,0.0
61,2020-02-14,어려울 때 도와야 진정한 친구…한국 기업들 물심양면 지원,"쩌런윈(責任雲)연구원(사회적책임기업 전문 싱크탱크) 통계에 따르면 2월 1일 기준, 중국 삼성과 현대 자동차, SK차이나, 한미약품, LG, 포스코, 아모레퍼시픽, LG생활건강, 신한 은행, 두산, 만도차이나, 애터미(Atomy), SPC...",2,1.0
62,2020-02-14,"LG생활건강, 향기캡슐 없는 샤프란 아우라 '펭수 에디션' 출시","-미세 플라스틱 향기캡슐 뺀 섬유유연제 4종, 색다른 '펭수 패키지' -화사함 벗고 강렬한 검정색으로…'향기캡슐 사용' 경각심 제고 샤프란 아우라 펭수 에디션 4종 [시사매거진=김성민 기자]LG생활건강(대표 차석용)은 미세...",1,1.0
63,2020-02-14,[기업 | 재계 新星으로 떠오른 2020 여성 신임 임원들] “여성 임원 발탁? 앞...,"김이경 LG 전무와 최연희 LG생활건강 전무, 박애리 지투알 전무 등 3명이 상무에서 전무로 승진했으며 LG전자, LG이노텍, LG CNS에서 각 1명, LG유플러스에서 2명, LG생활건강에서는 3명이 상무 자리에 올랐다. 눈길을...",3,0.0
64,2020-02-17,"[기부금워치3]구광모 회장, 공익법인 이사장 취임은 언제쯤",LG생활건강이 2016년 현금 5억원 출연해 만든 LG생활건강 미래화장품육성재단도 있다.?화장품 관련 스타트업이나 국내외 대학 연구과제를 지원한다. 재단 홈페이지를 보면 2019년 5개 연구과제에 총 4억3500만원을...,3,1.0
65,2020-02-19,"KTR, LG생활건강에 국내 첫 유기농 화장품 인증","한국화학융합시험연구원(원장 권오정, 이하 KTR)이 LG생활건강 화장품에 국내 첫 식품의약품안전처 유기농화장품 인증을 부여했다. KTR은 19일 과천청사에서 유기농화장품 1호 인증 수여식을 열고, LG생활건강에 인증서를...",1,1.0
66,2020-02-19,"KTR, LG생활건강에 국내 첫 유기농 화장품 인증",한국화학융합시험연구원(KTR)은 LG생활건강 화장품에 국내 첫 식품의약품안전처 유기농화장품 인증을 부여했다고 19일 밝혔다. 유기농화장품 인증은 화장품법 제2조에 따라 식약처 지정 인증기관을 통해 천연화장품...,1,1.0
67,2020-02-24,사외이사 구인난 ‘주총 대란’ 현실로,"국내 증시 ‘대장주’인 삼성전자는 다음 달 18일, 현대차는 같은 달 19일, LG생활건강은 20일 각각 주총을 소집하기로 했다. SK텔레콤은 26일, 셀트리온은 27일에 각각 주총을 연다. 또 같은 달 24일에는 코스피 상장사 39곳...",3,0.0
68,2020-02-26,단순·반복 업무 자동화 로봇시스템 도입,LG생활건강은 단순·반복적인 업무를 수행하는 로봇업무자동화(RPA:Robotic Process Automation) 시스템인 `알 파트장'을 도입했다고 26일 밝혔다. 소프트웨어 로봇 알 파트장은 사람이 컴퓨터(PC)로 처리하는 업무 프로세스를...,2,1.0
69,2020-02-26,"LG, '코로나19' 확산 방지에 성금 50억원 및 현물 10억원 지원","이와는?별도로?LG생활건강은?10억원?상당의?핸드워시?제품을?현물로?지원한다. 한편,?LG전자는?코로나19?영향으로?해외에?있는?협력사가?국내로?돌아오거나?국내?생산을?확대할?경우?생산성?향상을...",2,1.0
70,2020-02-26,"LG, 코로나19 확산 막으려 성금 50억원+물품 10억원 지원한다","이와는 별도로 LG생활건강은 10억원 상당의 핸드워시 제품을 지원한다.또한 LG전자 역시 해외에 있는 협력사가 국내로 돌아오거나 국내 생산을 확대할 경우 생산성 향상을 위해 컨설팅, 무이자 자금 등을 지원하고...",2,1.0
71,2020-02-26,단순작업은 로봇이… LG생건 업무효율화 속도,정형화 업무 등 알파트장 8대 LG생활건강은 단순·반복적인 업무를 수행하는 로봇업무자동화(RPA) 시스템인 '알 파트장'을 도입해 효율적인 업무 환경을 구축하는 '디지털 트랜스포메이션'에 속도를 내고 있다고 26일...,2,1.0
72,2020-02-26,"""힘내라 대구·경북""… 방역지원에 팔 걷은 기업들","성금과는 별도로 LG생활건강은 10억원 상당의 핸드워시 제품도 지원한다. 이와 함께 LG전자는 코로나19 영향으로 해외에 있는 협력사가 국내로 돌아오거나 국내 생산을 확대하면 생산성 향상을 위해 컨설팅, 무이자 자금...",2,1.0
73,2020-02-26,"많은 기업들이 향하는 곳, 대구·경북",별도로 LG생활건강은 10억원 상당의 핸드워시 제품을 현물로 지원한다. 또 LG전자는 코로나19 영향으로 해외 협력사가 국내로 돌아오거나 국내 생산을 확대할 경우 컨설팅과 무이자 자금을 지원하고 구매 물량을...,2,1.0
74,2020-02-26,"LG생활건강, 업무 로봇 '알 파트장' 채용… 디지털 트랜스포메이션 박차",FINTECHPOST LG생활건강(대표 차석용)은 단순·반복적인 업무를 수행하는 로봇업무자동화(RPA: Robotic Process Automation) 시스템인 '알 파트장'을 도입하고 효율적인 업무 환경을 구축하는 '디지털 트랜스포메이션'에 속도를...,2,1.0
75,2020-02-26,코로나 극복하자' 기업들 확산방지 위한 대국민 지원활동 전개,"이와 함께 LG그룹은 성금 50억 원을 사회복지공동모금회에 기탁하며, 성금과는 별도로 LG생활건강이 10억 원 상당의 핸드워시 제품을 지원할 계획이다. 아울러 SK그룹은 지원금 50억 원과 4억 원 상당의 현물을 제공하며...",2,1.0
76,2020-02-26,"LG생활건강, 업무 로봇 '알(R) 파트장' 채용",LG생활건강(대표 차석용)이 단순·반복적인 업무를 수행하는 로봇업무자동화 시스템인 '알 파트장'을 도입하고 효율적인 업무 환경을 구축하는 '디지털 트랜스포메이션'에 속도를 내고 있다. 소프트웨어 로봇 알 파트장은...,2,1.0
77,2020-02-27,"""#힘내자 대구경북… 이길 수 있다""","또 한화그룹 주력 계열사인 ㈜한화와 한화솔루션은 마스크 15만장을, 구미 SK실트론은 그룹 성금과 별도로 마스크 10만장과 손 세정제 2만5000개 등 4억원 상당의 현물을 지원했고 LG생활건강도 성금과 별도로 10억원...",2,1.0
78,2020-02-27,"LG디스플레이, 내달 주총서 정호영 사장 사내이사 선임","서 전무는 LG전자, LG생활건강 등 주요 계열사의 재무관리 및 경영진단 관련 부서에서 경험을 쌓아와 회사 발전에 기여할 적임자라는 평가를 받았다. LG디스플레이는 또 이날 이사 보수한도를 지난해의 85억원에서...",3,0.0
79,2020-02-27,"서린컴퍼니㈜ 코로나19 사태에 1,000만원 기부 ""함께 극복해야""",LG생활 건강은 10억원 상당의 핸드워시를 현물로 지원하며 특히 코로나19의 피해가 큰 대구와 경북지역을중심으로 재난취약계층과 경제활동 위축으로 피해를 입은 저소득층 지원을 나설 계획임을 밝혔다....,2,1.0
