,date,title,contents,label,sentiment
1,2020-01-06,"중기중앙회 김기문 회장 일가, ""홈앤쇼핑 13만주 보유""…상장 추진 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 이유 중 가족들의 이득을 노리는 것이 아니냐는 의혹이 제기된다. 홈앤쇼핑의 상장은 김...,2,0.0
2,2020-01-06,"홈앤쇼핑 상장 앞두고, 중소기업중앙회 회장 일가 주식 취득 '눈길'","소액주주들은 지난 2015년 NS쇼핑(구 농수산홈쇼핑)의 경우 상장 당시 공모가가 23만5000원으로 47배 뛰었고, 2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐던 만큼 홈앤쇼핑이 상장되면 적어도...",2,0.0
3,2020-01-06,김기문 중기중앙회 회장 일가 홈앤쇼핑 주식 보유 논란…중기중앙회 “합법적...,2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 김 회장의 중앙회...,2,0.0
5,2020-01-06,"김기문 中企회장 일가, 홈앤쇼핑 주식 13만주 보유...상장 추진 '논란'",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2,0.0
4,2020-01-06,"김기문 중기회장 일가, 보유 홈앤쇼핑 주식 상장 '대박' 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2,0.0
7,2020-01-07,[그랜드 CEO in KOREA(11)] 현대家 3세경영 선두주자 정지선 현대백화점그룹 ...,"계열사 현대홈쇼핑은 매달 한 차례 아이스팩을 회수한다. 소비자가 아이스팩을 모아두면 수거한 뒤, 현대백화점그룹멤버십(H포인트)을 증정한다. 아이스팩을 재활용해서 환경 보호에 기여한 공로로 현대백화점그룹은...",1,0.0
7,2020-01-07,[그랜드 CEO in KOREA(11)] 현대家 3세경영 선두주자 정지선 현대백화점그룹 ...,"계열사 현대홈쇼핑은 매달 한 차례 아이스팩을 회수한다. 소비자가 아이스팩을 모아두면 수거한 뒤, 현대백화점그룹멤버십(H포인트)을 증정한다. 아이스팩을 재활용해서 환경 보호에 기여한 공로로 현대백화점그룹은...",1,0.0
6,2020-01-07,면세품 에어캡 퇴치 움직임... 인도장 옆 '뽁뽁이' 산 사라지려나,"롯데홈쇼핑은 상품 배송에 사탕수수 추출 원료를 사용한 친환경 비닐 포장재를 사용하고 있으며, 현대홈쇼핑도 비닐 테이프 대신 친환경 접착제로 만든 배송 박스를 도입했다. CJ ENM 오쇼핑부문은 친환경 포장재인...",1,1.0
6,2020-01-07,면세품 에어캡 퇴치 움직임... 인도장 옆 '뽁뽁이' 산 사라지려나,"롯데홈쇼핑은 상품 배송에 사탕수수 추출 원료를 사용한 친환경 비닐 포장재를 사용하고 있으며, 현대홈쇼핑도 비닐 테이프 대신 친환경 접착제로 만든 배송 박스를 도입했다. CJ ENM 오쇼핑부문은 친환경 포장재인...",1,1.0
3,2020-01-08,아모레퍼시픽이 한부모 여성을 돕는 방법?,"경쟁사 LG생활건강 또한 여성과 아동, 청소년 삶의 질을 높이기 위한 사회공헌활동에 한창이다. 특히 성인 여성을 대상으로는 1인 미디어 창작자를 키워내는 ‘내추럴 뷰티크리에이터’가 있다. 결혼과 육아 등으로...",2,1.0
9,2020-01-08,"여자는 손질하고 요리하고, 남자는 먹기만···홈쇼핑 속 성평등 갈 길 멀다","서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 ‘2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링’을 발표했다. 해당 모니터는 2019년...",2,0.0
8,2020-01-08,여자는 여전히 요리하고 청소하고…홈쇼핑 속 성차별 심각,"서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 결과 '2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링'을 발표했다. 해당 모니터는...",2,0.0
7,2020-01-08,공촌하수처리장 증설 승인… 청라 스타필드 착공 '물꼬',"기호일보, KIHOILBO 청라 신세계 복합쇼핑몰 조감도.2024년 인천 청라국제도시 내 스타필드 개장에 꼬인... 신세계백화점 측이 2011년 12월 26일 청라국제도시 2블록 16만3천362㎡의 터를 매입할 당시 오수분배량은 일일...",1,0.0
8,2020-01-08,여자는 여전히 요리하고 청소하고…홈쇼핑 속 성차별 심각,"서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 결과 '2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링'을 발표했다. 해당 모니터는...",2,0.0
9,2020-01-08,"여자는 손질하고 요리하고, 남자는 먹기만···홈쇼핑 속 성평등 갈 길 멀다","서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 ‘2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링’을 발표했다. 해당 모니터는 2019년...",2,0.0
7,2020-01-08,공촌하수처리장 증설 승인… 청라 스타필드 착공 '물꼬',"기호일보, KIHOILBO 청라 신세계 복합쇼핑몰 조감도.2024년 인천 청라국제도시 내 스타필드 개장에 꼬인... 신세계백화점 측이 2011년 12월 26일 청라국제도시 2블록 16만3천362㎡의 터를 매입할 당시 오수분배량은 일일...",1,0.0
8,2020-01-08,2020 외식 트렌드는 '편리미엄'...배달 서비스 승승장구,"집에서 즐기는 일품요리 신세계푸드 에어프라이어 전용 가정간편식 2종 출시 간단한 조리 방법을 거쳐 일품요리를 즐길 수도 있다. 신세계푸드는 요리연구가 문성실의 레시피와 올반의 제품 개발력을 접목, '올반 에어쿡...",2,0.0
8,2020-01-08,2020 외식 트렌드는 '편리미엄'...배달 서비스 승승장구,"집에서 즐기는 일품요리 신세계푸드 에어프라이어 전용 가정간편식 2종 출시 간단한 조리 방법을 거쳐 일품요리를 즐길 수도 있다. 신세계푸드는 요리연구가 문성실의 레시피와 올반의 제품 개발력을 접목, '올반 에어쿡...",2,0.0
11,2020-01-09,"여성은 고기 썰고 남성은 먹기만… ""홈쇼핑에도 성평등 필요""",서울YWCA가 지난해 10월23일부터 31일까지 주요 홈쇼핑 채널 7개(GS홈쇼핑·CJ오쇼핑·현대홈쇼핑·롯데홈쇼핑·NS홈쇼핑·공영홈쇼핑·홈앤쇼핑)를 합쳐 총 60시간 동안 모니터링한 결과 성차별적 사례는 21건이었다. 성평등...,2,0.0
10,2020-01-09,여성이 요리할 때 남성은 먹기만? 홈쇼핑 속 성차별,"성역할 고정관념 조장하는 사례 다수 발견 서울YWCA는?주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 대상으로 2019년 10월 23일부터 10월 31일까지의 방송분 중...",2,0.0
10,2020-01-09,여성이 요리할 때 남성은 먹기만? 홈쇼핑 속 성차별,"성역할 고정관념 조장하는 사례 다수 발견 서울YWCA는?주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 대상으로 2019년 10월 23일부터 10월 31일까지의 방송분 중...",2,0.0
11,2020-01-09,"여성은 고기 썰고 남성은 먹기만… ""홈쇼핑에도 성평등 필요""",서울YWCA가 지난해 10월23일부터 31일까지 주요 홈쇼핑 채널 7개(GS홈쇼핑·CJ오쇼핑·현대홈쇼핑·롯데홈쇼핑·NS홈쇼핑·공영홈쇼핑·홈앤쇼핑)를 합쳐 총 60시간 동안 모니터링한 결과 성차별적 사례는 21건이었다. 성평등...,2,0.0
9,2020-01-13,"대구신세계百 ""소외이웃에 따뜻한 온정을""",대구신세계백화점(이하 대구신세계)은 지난 10일 동구청에서 제일기독종합사회복지관과 함께 2020년 소외계층 지원을 위한 후원금 전달식을 가졌다. 이번 전달식에는 배기철 동구청장과 봉명훈 제일기독종합사회복지관...,2,1.0
9,2020-01-13,"대구신세계百 ""소외이웃에 따뜻한 온정을""",대구신세계백화점(이하 대구신세계)은 지난 10일 동구청에서 제일기독종합사회복지관과 함께 2020년 소외계층 지원을 위한 후원금 전달식을 가졌다. 이번 전달식에는 배기철 동구청장과 봉명훈 제일기독종합사회복지관...,2,1.0
5,2020-01-14,나인트리 호텔 동대문' 오픈…친환경 등에 업고 '실속형 고객' 유혹,"LG생활건강 드봉의 제품을 사용한다. 나인트리 호텔 관계자는 ""다른 나인트리 호텔 지점에 펌프를 눌러쓰는 커다란 용기 모양의 디스펜서가 있다면 이곳은 벽면 고정 방식의 디스펜서를 갖췄다""며 ""나인트리 호텔이...",1,0.0
12,2020-01-14,"방심위, 마감 앞둔 으뜸효율가전 환급 강조한 현대홈쇼핑 의견진술 결정",환급 신청 가능한 것처럼 시청자 오인케 한 문제 방송통신심의위원회 광고심의소위원회는 14일 회의를 열고 전기밥솥을 판매하면서 시청자를 오인케한 현대홈쇼핑에 의견진술 청취를 결정했다. 의견진술 청취는...,2,0.0
4,2020-01-14,"아름다운가게, 나눔보따리 통해 소외계층 지원","12일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 LG생활건강 박헌영 전무, 동국제강 김지훈 이사가 참석했다. 사회는 아름다운가게 홍보대사인 SBS 손범규 아나운서가 맡았다. 모델 송해나는...",1,1.0
12,2020-01-14,"방심위, 마감 앞둔 으뜸효율가전 환급 강조한 현대홈쇼핑 의견진술 결정",환급 신청 가능한 것처럼 시청자 오인케 한 문제 방송통신심의위원회 광고심의소위원회는 14일 회의를 열고 전기밥솥을 판매하면서 시청자를 오인케한 현대홈쇼핑에 의견진술 청취를 결정했다. 의견진술 청취는...,2,0.0
10,2020-01-15,"최태원 SK그룹 회장, 지난해 사회공헌 온라인 언급량 1위","참고로 신세계그룹의 정용진 부회장 처럼 동일인의 자녀가 실질적으로 그룹을 이끌고 있는 경우에는 그... 정용진 신세계그룹 부회장 435건 등이었다. 이밖에 김승연 한화그룹 회장 395건, 정의선 현대자동차그룹 총괄...",2,1.0
10,2020-01-15,"최태원 SK그룹 회장, 지난해 사회공헌 온라인 언급량 1위","참고로 신세계그룹의 정용진 부회장 처럼 동일인의 자녀가 실질적으로 그룹을 이끌고 있는 경우에는 그... 정용진 신세계그룹 부회장 435건 등이었다. 이밖에 김승연 한화그룹 회장 395건, 정의선 현대자동차그룹 총괄...",2,1.0
13,2020-01-16,"충남도-환경부, 미세먼지 문제 해결 위해 협력한다","［동양일보 정래수 기자］충남도는 16일 천안 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천 다짐대회'를 개최했다. 조명래 환경부 장관과 양승조 충남지사, 산업계 대표, 시민사회단체, 도민 등...",1,1.0
14,2020-01-16,"충남도, 16일 천안서 미세먼지 저감 '범도민 실천다짐대회'","도는 16일 천안 신세계백화점 문화홀에서 도가 주최하고, 충청남도지속가능발전협의회(대표회장 이진헌)가 주관한 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다고 밝혔다.양승조 지사와 조명래 환경부...",1,1.0
13,2020-01-16,"충남도-환경부, 미세먼지 문제 해결 위해 협력한다","［동양일보 정래수 기자］충남도는 16일 천안 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천 다짐대회'를 개최했다. 조명래 환경부 장관과 양승조 충남지사, 산업계 대표, 시민사회단체, 도민 등...",1,1.0
12,2020-01-16,"환경부·충남, 맑은 공기·푸른 하늘 만들기 '맞손'","환경부(장관 조명래)와 충청남도(도지사 양승조)는 16일 천안시 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다. 행사에 앞서 환담을 가진 조명래 장관과 양승조 지사는 충남...",1,1.0
11,2020-01-16,"삼진어묵, 친환경-공정 무역 등 '실용'에 '의미'까지 더한 선물세트 인기","#현대백화점-신세계백화점, 백화점도 착한 소비에 집중 현대백화점은 이번 설부터 과일 선물세트에... 신세계백화점도 착한 소비에 주목한 건 마찬가지다. 신세계백화점은 올해 발행한 설 선물 카탈로그에 처음으로...",1,1.0
14,2020-01-16,"충남도, 16일 천안서 미세먼지 저감 '범도민 실천다짐대회'","도는 16일 천안 신세계백화점 문화홀에서 도가 주최하고, 충청남도지속가능발전협의회(대표회장 이진헌)가 주관한 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다고 밝혔다.양승조 지사와 조명래 환경부...",1,1.0
15,2020-01-16,충남도 - 환경부 미세먼지 저감 `어깨동무',"환경부와 충남도는 16일 오후 충남 천안시 신세계백화점 문화홀에서 `맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 열었다. 이날 행사에는 조명래 환경부 장관과 양승조 충남도지사를 비롯해 산업계·시민단체...",1,1.0
12,2020-01-16,"환경부·충남, 맑은 공기·푸른 하늘 만들기 '맞손'","환경부(장관 조명래)와 충청남도(도지사 양승조)는 16일 천안시 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다. 행사에 앞서 환담을 가진 조명래 장관과 양승조 지사는 충남...",1,1.0
11,2020-01-16,"삼진어묵, 친환경-공정 무역 등 '실용'에 '의미'까지 더한 선물세트 인기","#현대백화점-신세계백화점, 백화점도 착한 소비에 집중 현대백화점은 이번 설부터 과일 선물세트에... 신세계백화점도 착한 소비에 주목한 건 마찬가지다. 신세계백화점은 올해 발행한 설 선물 카탈로그에 처음으로...",1,1.0
15,2020-01-16,충남도 - 환경부 미세먼지 저감 `어깨동무',"환경부와 충남도는 16일 오후 충남 천안시 신세계백화점 문화홀에서 `맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 열었다. 이날 행사에는 조명래 환경부 장관과 양승조 충남도지사를 비롯해 산업계·시민단체...",1,1.0
6,2020-01-17,새해 위문으로 장병들 복무의지 북돋아!,"이번에 증정한 위문품은 ‘(사)희망을 나누는 사람들’이 LG생활건강으로부터 후원받은 샴푸, 바디워시 등의 생활용품으로 ?약 1억 원 상당이다. 2018년 12월에 2작전사와 업무협약을 체결한 ‘(사)희망을 나누는 사람들’...",2,1.0
7,2020-01-20,"자동차 회사도 철강 회사도 ""여성 이사님 모십니다""","LG전자·디스플레이·화학은 물론 화장품·생활용품 회사인 LG생활건강에서도 여성 등기임원은 한 명도 없는 것으로 나타났다. 삼성그룹에서는 삼성물산·생명, SK그룹에서는 SK하이닉스와 SK㈜ 등도 여성 등기임원이...",3,0.0
8,2020-01-20,나누는 정 풍성한 설,"이번에 증정받은 위문품은 (사)희망을나누는사람들이 (주)LG생활건강으로부터 후원받은 샴푸, 보디워시 등 1억 원 상당의 생활용품이다. 지난 2018년 12월 2작전사와 업무협약을 체결한 (사)희망을나누는사람들은...",2,1.0
16,2020-01-20,"이재명 지사 ""공정과 친기업 양립 가능""","이 자리에는 삼성전자㈜ 김종호 사장, 삼성전자 DS부문 강봉용 부사장, SK하이닉스㈜ 김동섭 사장, LG디스플레이㈜ 양재훈 부사장, 기아자동차㈜ 최준영 대표이사, ㈜신세계프라퍼티 이임용 상무, 경기도수출기업협회...",1,1.0
16,2020-01-20,"이재명 지사 ""공정과 친기업 양립 가능""","이 자리에는 삼성전자㈜ 김종호 사장, 삼성전자 DS부문 강봉용 부사장, SK하이닉스㈜ 김동섭 사장, LG디스플레이㈜ 양재훈 부사장, 기아자동차㈜ 최준영 대표이사, ㈜신세계프라퍼티 이임용 상무, 경기도수출기업협회...",1,1.0
10,2020-01-21,"[1/21 모델동향] 슈퍼스타 펭수, 친환경 섬유유연제 모델 되다",이젠 연습생이 아니라 슈퍼스타라고 불러야 할 것 같다.LG생활건강은 미세플라스틱이 없는 섬유유연제 브랜드 '샤프란 아우라'의 모델로 펭수를 선정했다. 미세플라스틱(향기 캡슐)은 해양 생태계를 교란하는 물질로...,1,1.0
12,2020-01-21,文 '90년대생' 포함 신임 공무원과 점심…당부한 말은,"는데, LG생활건강 기술연구소에서 일하다 공직에 입문한 여성 이정현 환경부 연구관은 자신의 딸이 문 대통령에게 편지를 썼다며 건넸다. 편지에는 ""나무가 많아지면 나쁜 공기를 먹고 좋은 공기를 내뿜어줄 수 있지...",2,0.0
13,2020-01-21,"LG생활건강, 미세플라스틱 없는 샤프란 아우라 모델로 '펭수' 기용",LG생활건강(대표?차석용)은?미세?플라스틱(일명 향기캡슐)이?없는?섬유유연제?브랜드?'샤프란?아우라'의?신규?모델로?대세?크리에이터?'펭수'를?발탁했다. LG생활건강은?남극의?청정?바다에서?살다?온...,1,1.0
14,2020-01-21,"LG생활건강, '향기캡슐' 없는 샤프란 아우라 '펭수' 새 모델",LG생활건강(대표 차석용)은 미세 플라스틱(일명: 향기캡슐)이 없는 섬유유연제 브랜드 '샤프란 아우라'의 신규 모델로 대세 크리에이터 '펭수'를 발탁했다고 21일 밝혔다. EBS(한국교육방송공사) 연습생인 펭수는...,1,1.0
11,2020-01-21,"LG생활건강 샤프란 아우라, 대세 '펭수' 모델로 발탁",뉴데일리 김보라 기자 = LG생활건강은 미세 플라스틱(일명 향기캡슐)이 없는 섬유유연제 브랜드 샤프란 아우라의 신규 모델로 대세 크리에이터 펭수를 발탁했다고 21일 밝혔다. EBS(한국교육방송공사) 연습생인 펭수는...,1,1.0
9,2020-01-21,"LG생활건강, 샤프란 아우라 모델로 '펭수' 발탁",LG생활건강이 샤프란 아우라의 모델로 펭수를 발탁했다. LG생활건강은 샤프란 아우라의 신규 모델로 대세 크리에이터 '펭수'를 발탁했다고 21일 밝혔다. EBS 연습생인 펭수는 방탄소년단과 같은 슈퍼스타가 되기 위해...,1,1.0
18,2020-01-22,"초록우산어린이재단 울산지역본부, 신세계이마트희망장난감도서관 운영비 전달","초록우산어린이재단 울산지역본부는 22일 진각복지재단 울산화정종합사회복지관에 신세계이마트희망장난감도서관 운영비 2,200만원을 전달했다. 신세계이마트희망장난감도서관 울산관은 신세계이마트의 지원으로...",2,1.0
