,date,title,contents,label,sentiment,긍부정 라벨 비고,esg 라벨(재진행)
10,2020-01-15,"최태원 SK그룹 회장, 지난해 사회공헌 온라인 언급량 1위","참고로 신세계그룹의 정용진 부회장 처럼 동일인의 자녀가 실질적으로 그룹을 이끌고 있는 경우에는 그... 정용진 신세계그룹 부회장 435건 등이었다. 이밖에 김승연 한화그룹 회장 395건, 정의선 현대자동차그룹 총괄...",2,1,,
11,2020-01-16,"삼진어묵, 친환경-공정 무역 등 '실용'에 '의미'까지 더한 선물세트 인기","#현대백화점-신세계백화점, 백화점도 착한 소비에 집중 현대백화점은 이번 설부터 과일 선물세트에... 신세계백화점도 착한 소비에 주목한 건 마찬가지다. 신세계백화점은 올해 발행한 설 선물 카탈로그에 처음으로...",4,1,,
12,2020-01-16,"환경부·충남, 맑은 공기·푸른 하늘 만들기 '맞손'","환경부(장관 조명래)와 충청남도(도지사 양승조)는 16일 천안시 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다. 행사에 앞서 환담을 가진 조명래 장관과 양승조 지사는 충남...",1,1,,
13,2020-01-16,"충남도-환경부, 미세먼지 문제 해결 위해 협력한다","［동양일보 정래수 기자］충남도는 16일 천안 신세계백화점 문화홀에서 '맑은 공기, 푸른 하늘 만들기 범도민 실천 다짐대회'를 개최했다. 조명래 환경부 장관과 양승조 충남지사, 산업계 대표, 시민사회단체, 도민 등...",1,1,,
14,2020-01-16,"충남도, 16일 천안서 미세먼지 저감 '범도민 실천다짐대회'","도는 16일 천안 신세계백화점 문화홀에서 도가 주최하고, 충청남도지속가능발전협의회(대표회장 이진헌)가 주관한 '맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 개최했다고 밝혔다.양승조 지사와 조명래 환경부...",1,1,,
15,2020-01-16,충남도 - 환경부 미세먼지 저감 `어깨동무',"환경부와 충남도는 16일 오후 충남 천안시 신세계백화점 문화홀에서 `맑은 공기, 푸른 하늘 만들기 범도민 실천다짐대회'를 열었다. 이날 행사에는 조명래 환경부 장관과 양승조 충남도지사를 비롯해 산업계·시민단체...",1,1,,
16,2020-01-20,"이재명 지사 ""공정과 친기업 양립 가능""","이 자리에는 삼성전자㈜ 김종호 사장, 삼성전자 DS부문 강봉용 부사장, SK하이닉스㈜ 김동섭 사장, LG디스플레이㈜ 양재훈 부사장, 기아자동차㈜ 최준영 대표이사, ㈜신세계프라퍼티 이임용 상무, 경기도수출기업협회...",1,1,,
17,2020-01-22,"초록우산, 화정복지관에 신세계 이마트 장난감 도서관 운영비 등 2200만원 지...",초록우산어린이재단 울산지역본부(본부장 배익철)가 22일 진각복지재단 울산화정종합사회복지관(관장 황상선)에 신세계 이마트 희망장난감도서관 운영비를 전달했다. 신세계이마트 지원으로 2011년 6월27일 개관한...,2,1,간접적,
18,2020-01-22,"초록우산어린이재단 울산지역본부, 신세계이마트희망장난감도서관 운영비 전달","초록우산어린이재단 울산지역본부는 22일 진각복지재단 울산화정종합사회복지관에 신세계이마트희망장난감도서관 운영비 2,200만원을 전달했다. 신세계이마트희망장난감도서관 울산관은 신세계이마트의 지원으로...",2,1,간접적,
19,2020-01-27,"대구 신세계 내 러쉬매장, 친환경 고체형 제품 판매","신세계백화점 대구점은 27일 러쉬매장에서 최근 친환경에 관심이 많은 고객의 요구에 맞추어 다양한 고체형 상품이 디스플레이되어 판매되고 있다. &lt;사진&gt; 기존 세안비누뿐만 아니라 샴푸, 린스, 바디워시, 오일...",1,1,,
20,2020-01-27,"현대백화점, 대전에 대규모 아울렛 매장 오픈...충청권 유통시장 지각 변도 예...","여기다 신세계도 2021년 개장을 목표로 대형 복합 쇼핑몰 사이언스 콤플렉스를 건설중에 있어 지역 유통시장의 판도 변화가 예상된다. 청주지역 유통업계 관계자는 ""인근 대전에 현대프리미엄아울렛과 신세계 등 대형...",2,0,,
21,2020-01-28,친환경 고체형 바디케어 제품,"대구신세계백화점은 6층 러쉬매장에서 최근 친환경에 관심이 많은 고객의 요구에 맞춰 다양한 고체형... 솝(핑크) 1만4천 원, 슛팅스타스 솝 1만3천 원, 아웃백 메이트 솝 100g 9천 원 등이 있다. 대구신세계백화점 제공",1,1,,
22,2020-01-28,반여종합복지관 ‘설 선물 나눔’ 저소득·홀로 어르신 가구 전달,"이번 행사는 지역 내 어려운 이웃들을 돕기 위해 국민연금관리공단 동부산지사, 샤롯데 봉사단, 신세계 조선호텔, 한국전력공사 남부산지사, 해양 수산부 동해어업관리단의 후원으로 지역 주민들에게 전달했다....",2,1,,
23,2020-01-28,‘우한 폐렴’ 복병 만난 중국 소비株 어쩌나,"(그래픽=이데일리 이미나 기자) 28일 마켓포인트에 따르면 대표 면세점 및 유통주인 신세계(004170)는 전... 또 토니모리(214420)와 신세계인터내셔날(031430), 한국화장품제조(003350), 리더스코스메틱(016100), 한국콜마...",2,0,,
24,2020-01-28,"증폭되는 ‘우한 공포’, 유통업계의 대응은",업계에 따르면 신세계백화점은 중국인 방문이 많은 본점과 강남점 매장 소독을 강화했다. 주요 출입구에 손 소독제를 비치하고 에스컬레이터 손잡이 소독도 시행 중이다. 안내센터에서 일하는 직원들은 마스크를...,2,,?,
25,2020-02-04,"현대·롯데 등 대구지역 백화점, 신종 코로나 방역 10일 휴점","4일 복수 유통업계 관계자에 따르면 신종코로나 확산을 방지하는 방역작업을 펼치고자 지역 내 대구신세계백화점, 현대백화점 대구점, 롯데백화점 대구·상인점, 대구백화점 프라자점, 동아백화점 쇼핑점 등은 오는 10일...",2,,?,
26,2020-02-05,도내 우수 중기 제품 온라인 몰 입점 지원,"입점 가능한 플랫폼은 ▲경기도주식회사 자사몰 ▲종합몰 7곳(롯데아이몰, GS샵, CJmall, Hmall, 홈앤쇼핑, 신세계몰, 이마트몰) ▲오픈마켓 6곳(쿠팡, 인터파크, 옥션, 11번가, G마켓, G9) ▲소셜커머스 2곳(위메프, 티몬)...",2,1,,
27,2020-02-06,한성숙X백종원 만남에 들썩…정용진 이어 돌풍 만들까,"앞서 백종원은 정용진 신세계 부회장을 키다리로 요청해 성공적인 '콜라보'를 만들어낸 바 있다. 지난해 말 못난이 감자, 그리고 여수 훈연 멸치까지 이마트, SSG몰 등에서 모두 품절 사태를 일으켰다. 한성숙 (사진=SBS...",2,1,,
28,2020-02-06,"'푸드윈도' 네이버 대표 한성숙 , 정용진X백종원 '품절' 이뤄낼까",앞서 백종원은 정용진 신세계 부회장에게 전화해 못난이 감자를 팔아줄 것을 요청했다. 정용진 부회장은 이를 흔쾌히 수락했다. 실제 이마트에서 출시했다. 못난이 감자에 여수 훈연 멸치까지 이마트와 SSG몰에서 판매...,2,1,,
29,2020-02-06,"'맛남의 광장' 네이버 대표 만난 백종원, ""협업으로 소비촉진""…""TV에서 디지...","블로그에 많은 분들이 그걸 놓고 레시피를 올린다. '만들어 보니까 어떻더라'""라고 말했다. 이로써 네이버는 '맛남의 광장'과 협업을 약속, 정용진 신세계 부회장과 하미쉬 총주방장에 이은 세 번째 키다리가 됐다.",2,1,,
30,2020-02-07,시흥시-신세계아울렛-사회적기업 ‘아름다운 동행’,신종 코로나바이러스 감염증 확산에 따른 대응 과정에서 시흥시-신세계배곧아울렛-사회적기업이 연대하는... 이런 과정에서 시흥시 소상공인과는 협력관계를 맺고 있던 신세계배곧아울렛의 CSR(기업사회공헌)팀과...,2,1,,
31,2020-02-10,분주한 백화점 방역,신종 코로나바이러스 감염증 사태가 확산함에 따라 다중이용시설인 광주신세계 등 지역백화점들이 10일 임시 휴점하고 집중적인 방역을 실시했다. 사진은 이날 오전 롯데백화점 광주점에서 방역을 하고 있는 모습.,2,,?,
32,2020-02-11,"JW중외제약, 코로나 살균소독제 ‘릴라이온 버콘’ 다중이용시설로 확대 공급",JW중외제약은 최근 신세계백화점에 ‘릴라이온 버콘(50g)’ 2천 개를 공급했다. 신세계백화점은 지난 10일 전국 11개 지점 모두 임시휴업하고 ‘릴라이온 버콘’을 활용해 대대적인 방역을 했다. 신세계백화점은 이번...,1,1,,
33,2020-02-11,"공정위, 신세계ㆍ우리홈쇼핑의 소비자 청약철회 방해행위 제재",［메디컬투데이 김동주 기자］ 공정거래위원회(이하 공정위)는 온라인쇼핑 사업자인 신세계와 우리홈쇼핑... 신세계는 2017년 4월 20일부터 2017년 6월 30일 까지 11번가를 통해 상품을 판매하면서 ‘상품 구매 후 개봉(BOX...,2,0,,
34,2020-02-11,"JW중외제약, 살균소독제 '릴라이온 버콘' 다중이용시설로 확대 공급",JW중외제약은 최근 신세계백화점에 '릴라이온 버콘(50g)' 2천개를 공급했다. 신세계백화점은 10일 전국 11개 지점 모두 임시휴업을 하고 '릴라이온 버콘'을 활용해 대대적인 방역을 실시했다. 신세계백화점은 이번 신종...,2,1,,
35,2020-02-11,"JW중외제약 ""코로나 살균소독제, 다중이용시설로 공급 확대""",JW중외제약에 따르면 회사는 최근 신세계백화점에 '릴라이온 버콘50g' 2000개를 공급했다. 실제 신세계백화점은 10일 전국 11개 지점 모두 임시휴업을 하고 릴라이온 버콘을 활용해 대대적인 방역을 진행했다....,2,1,,
36,2020-02-12,"""밸런타인 선물도 포장재 없는 친환경으로""","대구신세계백화점은 6층 러쉬매장에서 발렌타인에디션 제품을 판매한다고 12일 밝혔다. 구성된 상품은... 원, 100g)은 렛츠 겟 피지컬 낫랩(재활용 천 포장지, 9천 원)으로 포장해 선물할 수 있다. 신세계백화점 제공",1,1,,
37,2020-02-13,신세계 이어 롯데도 '고강도 구조조정'…오프라인 위기 현실로,- ''대형마트 1위'' 이마트 추락에 ''유통공룡'' 롯데 대규모 매장 감축 - 그나마 선전하던 먹거리마저 온라인서 꿀꺽…경쟁력 하락 - 규제에 코로나19 감염병까지 겹치면서 올해 전망도 ''암울'' [이데일리 이윤화 기자]...,2,,?,
38,2020-02-14,"신세계사이먼, 여주 지역아동시설에 기부금 출연",신세계사이먼 정원철 팀장과 여주 프리미엄 아울렛 도현철 점장(오른쪽 끝)은 14일 여주시청 앞에서 이항진... /신세계사이먼 제공 신세계사이먼(대표 조창현)이 여주 지역 아동시설에 물품지원을 위한 기부금을 출연했다....,2,1,,
39,2020-02-14,"신세계사이먼, 여주 지역 아동시설에 물품지원 기부금 출연","신세계사이먼은 여주 지역 아동시설에 물품지원을 위한 기부금을 출연했다고 14일 밝혔다. 이날 여주시청에서는 이항진 여주시장, 초록우산어린이재단 서울지역본부 이형진 본부장, 신세계사이먼 CSR팀 정원철 팀장, 여주...",2,1,,
40,2020-02-17,'스타필드 창원' 교통영향평가 심의 1년만에 개시될 듯,신세계가 경남 창원시를 상대로 유통 복합단지인 '스타필드 창원'에 대한 교통영향평가 심의를 요청한지 1년만에 심의절차가 개시될 것으로 보인다. 17일 창원시에 따르면 신세계 그룹 부동산개발 업체인 '신세계...,2,1,,
41,2020-02-18,창원 스타필드 교통영향평가 보완서 제출,신세계 그룹 부동산 개발업체인 신세계 프라퍼티가 창원시에 건축허가 신청 전 단계인 교통영향평가 사전검토 보완서를 제출했다. 창원시는 신세계 그룹이 추진하고 있는 대규모 유통시설인 스타필드 입점을 앞두고...,2,1,,
42,2020-02-19,"대구지역 백화점, 코로나19대비 방역 강화",신세계백화점은 밤낮 없이 방역작업을 펼치고 있으며 백화점 출입문에 열화상 카메라를 설치한 것으로 알려졌다. 이마트의 경우 코로나 발생 후 꾸준히 방역 및 마스크 분배작업을 펼치고있다. 추가 대응은 하고 있지...,2,,?,
43,2020-02-20,"이마트, 양식장 통째로 사들였다",이마트는 오는 26일까지 '전복 골라담기' 행사를 열고 정상가 100g 5700원인 전복을 신세계 포인트 회원을 대상으로 34% 저렴한 3762원에 판매한다. KB국민카드로 결제하면 10% 추가 할인된 3386원에 구매할 수 있다. 행사의...,2,1,?,
44,2020-02-24,"스타필드, 고객 참여 캠페인 ‘#별별라이프’ 성료",신세계프라퍼티 관계자는 “이번 #별별라이프 캠페인은 스타필드를 방문한 고객들이 즐겁고 행복했던 순간을 기록하고 함께 공유하는 것 자체로 큰 의미가 있었다”며 “참여해주신 모든 분께 다시 한번 감사드리며...,2,1,,
45,2020-02-26,'코로나 확산 저지' 대처 돋보인 지역백화점,대구신세계백화점과 롯데백화점 대구점이 대표적인 사례다. 대구신세계백화점은 지난 25일 오후 8시께 7층에 근무 중인 협력업체 직원 1명이 코로나19 확진 판정을 받은 것을 파악해 고객 및 직원들을 즉시 내보내고 조기...,2,,?,
46,2020-03-04,창원 스타필드 교통영향평가 심의서 보류,신세계그룹이 추진하는 초대형 복합쇼핑몰 스타필드 창원점에 관한 교통영향평가가 심의위원회에서 보류됐다. 이에따라 재심의가 불가피하게 됐다. 창원시는 4일 오후 창원시청에서 열린 심의위원회에서 신세계가...,2,0,,
47,2020-03-04,조창현 신세계사이먼 대표 '경기도의회의장 표창',"신세계사이먼 조창현(사진 왼쪽) 대표이사가 지역사회 발전 분야 '경기도의회 의장 표창'을 수상했다. 지난 3일 경기도의회 의장실에서 송한준 의장과 황수영 의원, 신세계사이먼 조창현 대표가 참석한 가운데 시상식이...",2,1,,
48,2020-03-05,"신세계, 9천억 지원…협력사 대금 조기지급 총력",신세계그룹이 신종 코로나바이러스 감염증(이하 코로나19) 극복을 위해 9천억 원 규모 자금 지원에 나선다.... 5일 신세계그룹게 따르면 신세계백화점은 2천여 개 중소 협력회사를 대상으로 4천억 원 규모의 상품...,2,1,,
49,2020-03-05,"코로나19 확산에 '집밥'↑… 이마트, 먹거리 행사",행사 카드 구매 시 2천원 할인하고 국내산 봄나물 행사도 연다. 국산 돼지고기와 호주산 소고기도 할인하고 포장김치는 행사 카드 구매 시 20% 할인한다. 또 7일에는 국산 삼치를 신세계 포인트로 구매하면 30% 할인한다.,2,,?,
50,2020-03-05,[에너지경제신문 오프라인] 먼저 만나는 에너지경제신문 헤드라인 - 3월 6일,"힘내요 … 신세계그룹, 코로나 극복 9000억 지원 에쓰오일, 전국재해구호협회에 5억원 기탁 bhc치킨, 코로나19 극복 성금 4억원 기부 JW그룹, 대구에 1억원 상당 의료품 지원 LG, 의료진에 방호복 등 지원 한화, 용인...",2,1,,
51,2020-03-05,"신세계·이마트, 경영난 처한 중소 협력사 상품 결제대금 조기 지급…9000억 ...","신세계 ""앞으로도 지역사회 상생 파트너로서 기업의 사회적 책임 다할 것"" 신세계그룹은 신종 코로나바이러스 감염증(코로나19) 확산으로 인해 경영난을 겪는 중소 협력사에 총 9천억원 규모로 자금을 지원한다고 5일...",2,1,,
52,2020-03-05,신세계그룹 “코로나 극복 동참…협력업체 9000억 자금 지원”,스타필드 임대료 유예·영남대병원에 간식 대구 의료진·봉사자에 ‘힘내라키트’ 지원도 신세계백화점 대구점. 신세계 제공 신세계그룹이 코로나바이러스감염증-19(코로나19) 사태에 어려움을 겪는 중소 협력회사에...,2,1,,
53,2020-03-05,정용진·이만희 지원에 상반 시선…'아래' 쥐어짜기 vs '아래' 보듬기,뷰어스 김현 기­자 신세계 그룹 부회장 정용진과 이만희 신천지 교주가 코로나19 극복을 위해 통큰 지원을 결정했으나 대중들의 반응은 상반된 모양새다. 5일 신세계그룹은 코로나19 극복을 위해 마스크 등 위생용품과...,2,1,,
54,2020-03-06,"[SR사회공헌] 신세계그룹, 코로나19 극복 위해 9,000억 규모 지원","정용진 신세계그룹 부회장 ⓒ신세계그룹 - 구호물품 3,000세트 전달 - 협력사에 8,250억 원 결제금 조기 지급 신세계그룹이 코로나19(우한 폐렴) 극복을 위해 그룹 차원의 적극 지원에 나선다. 신세계그룹은 6일 환자의...",2,1,,
55,2020-03-06,"'코로나19' 확산…유통업계, 영업시간 단축 나서","6일 유통업계에 따르면 롯데백화점과 신세계백화점 현대백화점 등 백화점 3사와 복합쇼핑몰 스타필드, 현대아울렛, 롯데아울렛 등 아울렛 점포, 롯데면세점과 신세계면세점 등 면세업계가 영업시간을 단축하고...",2,,?,
56,2020-03-06,9000억 푸는 신세계... 열악한 스포츠에도 통 큰 후원해 온 그룹,신세계그룹이 신종 코로나바이러스 감염증(코로나19) 극복을 위해 9000억 원 규모의 지원을 결정했다. 신세계그룹은 지난 5일 신세계백화점과 이마트가 5000여 개의 중소 협력회사의 자금 운용을 돕기 위해 8000억 원...,2,1,,
57,2020-03-31,백화점 안심 가림막 설치,"코로나19 확산 방지를 위한 사회적 거리두기 캠페인이 전개되고 있는 가운데 광주신세계가 상담을 주로하는 상품권샵과 고객상담실, 유모차대여소 등 5곳에 투명 아크릴 가림막을 설치·운영하고 있다.&lt;광주신세계 제공&gt;",2,,?,
58,2020-04-06,"신세계푸드, 건강 식재료 활용 식사대용 건강빵 출시",신세계푸드가 건강 식재료를 활용한 식사대용 건강빵을 선보인다고 밝혔다. 신세계푸드는 최근 코로나19의 영향으로 가정에서 식사를 대신해 빵을 즐기는 소비자가 증가하는 것에 주목했다. 실제 신세계푸드가 이마트와...,2,1,,
59,2020-04-10,"신세계조선호텔, 5월까지 직원 유급휴업 실시...평균임금의 70%","서울 웨스틴조선호텔./사진=신세계조선호텔 신세계조선호텔은 오는 13일 부터 5월 31일까지 두달간 직원 유급휴업을 시행한다고 10일 밝혔다. 코로나19의 확산으로 호텔 내 숙박, 식음, 연회 이용률이 급감하는 가운데...",2,1,,
60,2020-04-15,"전남도-광주신세계, ‘농수축산물 상생장터’ 개장","전남도는 코로나19 위기 사태가 장기화됨에 따라, 농수축산물 판로에 어려움을 겪고 있는 농어업인들을 위해 광주 신세계백화점과 손잡고 상생장터를 개최한다. &lt;사진&gt; 15일부터 5일간 열릴 상생장터는 광주 신세계백화점...",2,1,,
61,2020-04-15,전남도-광주신세계 '농수축산물 상생장터' 개장,"전라남도는 코로나19 위기 사태가 장기화됨에 따라, 농수축산물 판로에 어려움을 겪고 있는 농어업인들을 위해 광주 신세계백화점과 손잡고 상생장터를 개최하고 있다. 15일부터 5일간 열릴 상생장터는 광주 신세계백화...",2,1,,
62,2020-04-16,"신세계푸드, 코로나19 극복 위한 '희망 키트' 기부 나서",신세계푸드가 코로나19로 어려움에 놓여 있는 취약계층 아동을 위해 임직원들이 직접 제작한 면 마스크와 올반 가정간편식 등을 담은 '희망 키트' 300개를 초록우산어린이재단에 전달했다고 밝혔다. 신세계푸드의 '희망...,2,1,,
63,2020-04-17,"전남농협, 광주신세계 백화점 `농어가돕기 직거래'",농협전남지역본부는 광주신세계 백화점에서 '코로나19 극복 농어가돕기 직거래장터'를 오는 19일까지 갖습니다. 이번 직거래 장터에서는 전남 각 시군을 대표하는 우수한 농산물들을 시중가 대비 10~50% 저렴한 가격에...,2,1,,
64,2020-04-17,코로나 때문에 쌓인 면세점 명품들 '헐값'에 판매한다,지난 7일 롯데·신라·신세계 등 국내 주요 면세점 사업자와 한국면세점협회·관세청 관계자들은 '보세물품... 면세품들은 롯데·신세계 등 국내 주요 백화점에서 판매되거나 팝업스토어 형식으로 판매를 검토 중이다.,2,,?,
65,2020-04-22,코로나19 확산 속 대기업 총수 사회공헌도 빅데이터 분석결과 발표,"정용진 신세계그룹 부회장 87건, 구광모 LG그룹 회장 65건, 김승연 한화그룹 회장 48건, 최정우 포스코 회장 38건 등으로 조사 됐다. 또 정의선 현대자동차그룹 총괄 수석 부회장이 35건, 구자열 LS그룹 회장 32건, 신동빈...",1,1,,1-->2
66,2020-04-29,아기상어에 화답한 정용진 '덕분에 챌린지' 동참…펭수 지목,"정용진 신세계 부회장이 신종 코로나바이러스 감염증(코로나19)와 사투를 벌이고 있는 의료진들에게... 이어 ""덕분에 저와 제 가족은 물론, 신세계 그룹 임직원이 안전한 일상을 보낼 수 있었다. 우리 모두 조금 더 노력하고...",2,1,,
67,2020-04-29,"코로나19 직격타에 호텔신라, 주4일제 시행","최근 호텔신라뿐 아니라 롯데면세점과 롯데호텔, 신세계조선호텔 등 주요 호텔·면세업체들이 연달아 주 4일제 또는 유급휴직에 돌입하는 등 업계 전반이 위기대응에 나서고 있어서다. 호텔신라는 향후 코로나...",2,1,,
68,2020-04-30,"희망브리지, 코로나19 피해 대구‧경북에 상품권 192억8080만원 지원","이번 상품권 지원에 참여한 후원사는 삼성, 엔씨소프트, 미래에셋, 아산사회복지재단, 신협중앙회, 현대중공업그룹, 현대차그룹, 포스코, 한국투자증권, DB그룹, 새마을금고, 신세계, 메리츠화재, 한국암웨이, CJ...",2,1,,
69,2020-05-04,용인 로컬푸드 신세계 통합 온라인몰 SSG.COM 입점,"▲ 4일 용인로컬푸드 소비촉진 업무협약식[용인=오왕석 기자] 전국 소비자들이 용인에서 생산된 신선한 로컬푸드를 이마트, 신세계백화점 등 신세계 통합 온라인몰인 에스에스지닷컴서 구입할 수 있게 됐다. 백군기...",2,1,,
70,2020-05-05,공효진 ‘덕분에 첼린지’ 참여 “우리 모두 무사히 견뎌내길”,"정용진 신세계그룹 부회장은 캠페인에 참여하며 배우 공효진과 공유, EBS 인기 캐릭터 ‘펭수’, 한국여자축구국가대표팀을 지목했다. 공효진과 공유는 신세계그룹 SSG닷컴 모델로 활동했다.",2,1,,
71,2020-05-05,"김혜수·공효진, '덕분에 챌린지' 동참…송혜교·정려원 등 지목","의미 있는 일에 함께하게 해주신 정용진 (신세계) 부회장님 감사하다""고 전했다. 이어 ""이 의미있는 일을 천사같은 정려원 씨와 용감한 임수미 씨가 함께 해주시길 부탁드린다. 우리 모두 무사히 견뎌내길""이라고...",2,1,,
72,2020-05-05,"용인 로컬푸드, 신세계 쇼핑몰서 판매","용인시에서 생산하는 로컬푸드가 신세계그룹이 운영하는 통합쇼핑몰 SSG닷컴(SSG.COM)에서 판매된다.... 최택원 본부장은 ""용인시 우수 농산물을 360만 신세계 통합 온라인몰 회원에게 제공하게 돼 기쁘다""고 말했고...",2,1,,
73,2020-05-06,"해수부-이마트, 어가돕기 나선다",(3마리)는 기존 11천940원에서 17% 가량 할인한 9천900원에 판매한다. 손질 멍게 역시 7천980원에서 신세계포인트 적립 고객을 대상으로 2천원 할인해 5천980원에 판매한다. 또한 광어물회는 7천980원에 판매한다.,2,1,,
74,2020-05-08,"정용진 신세계그룹 부회장, 화훼농가 돕기 '플라워 버킷 챌린지' 동참","신세계그룹 정용진 부회장이 코로나19로 어려움에 처한 화훼농가를 돕기 위한 '플라워 버킷 챌린지'에... 있도록 신세계그룹의 모든 임직원과 최선을 다할 것""이라고 말했습니다. 정 부회장은 다음 '플라워 버킷 챌린지...",2,1,,
75,2020-05-08,"정용진 신세계 부회장, 플라워 버킷 챌린지 동참",정용진 신세계그룹 부회장이 코로나19로 어려움에 처한 화훼농가를 돕기 위해  ‘플라워 버킷 챌린지’... “위기를 극복해 일상으로 돌아갈 수 있도록 신세계의 모든 임직원들과 노력할 것”이라고 말했습니다./문다애기자,2,1,,
76,2020-05-08,"정용진 신세계그룹 부회장, '플라워 버킷 챌린지' 캠페인 동참","지목 신세계그룹은 정용진 부회장이 코로나19로 어려움에 처한 화훼농가를 돕기 위해 '플라워 버킷 챌린지... 있도록 신세계그룹의 모든 임직원들과 함께 최선의 노력을 다 할 것""이라고 말했다. 이에 앞서 이마트는 지난...",2,1,,
77,2020-05-08,"[조경기술] “미세먼지 없는 보행권, ‘에어돔’으로 만들어 봐”","현재 LH 스마트시티 홍보관에 추천 모델로 설치돼 있으며, 광주송정역, 서울고속버스터미널 신세계... 광주 송정역 KTX광장에 설치된 기본형 에어돔 서울고속버스터미널 신세계 센트럴시티에 설치된 퍼걸러형 에어돔 광주...",1,1,,
78,2020-05-08,맛에 ‘정의’까지 더한 공정무역 먹거리 주목,"벤앤제리스는 전국 주요 GS25와 서울 및 수도권 지역 롯데마트와 홈플러스, 그리고 신세계백화점과 롯데프리미엄푸드마켓 일부 매장에서 만나볼 수 있으며 쿠팡 로켓프레시를 통해 온라인 주문 역시 가능하다. 로켓프레시...",2,1,,
