,date,title,contents,label,sentiment, ,Unnamed: 6
20,2020-01-03,"[CSR NOW] 롯데하이마트·유진그룹·IBK연금보험, “뜻 깊은 새해맞이”",의미있는 발걸음으로 세상에 온기를 전하고 있는 기업들의 모습을 뷰어스가 조명합니다-편집자주롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 ’mom편한 하이드림’을 확대 운영한다.■ 유진그룹...,2,1.0,,
21,2020-01-03,"GS리테일 부회장 허연수, 디지털광고계열사 GS넷비전 대표도 겸직",허연수 GS리테일 대표이사 부회장이 계열사 GS넷비전 대표이사를 겸직한다. GS넷비전은 디지털 광고사업을 하는 회사다. GS넷비전은 허 부회장이 GS넷비전 대표이사를 겸직한다고 3일 밝혔다. 허연수 GS리테일...,3,,,
22,2020-01-03,[2020 재계 영파워]젊어지고 빨라진 성과주의 쇄신인사,2007년 입사해 12년 만에 상무로 승진한 심미진 LG생활건강 상무를 비롯해 임이란 LG생활건강 상무와 김수연 LG전자 상무가 그 주인공이다. 구 회장이 이번 인사에서 새로 뽑은 여성 임원은 8명이다. 이로써 LG그룹...,3,1.0,,
23,2020-01-03,[씨리얼] 이 회사에서는 워라밸이 능력이다,얼마전 LG생활건강에서 30대 여성 임원이 탄생했다는 소식이 화제였죠. 오로지 ‘능력’만 보고 승진시켰더니 이런 결과가 나왔다는 겁니다. 전체 기업 중 여성 임원 비율이 고작 4%인 한국에서는 대단히 고무적인...,3,1.0,,
24,2020-01-03,자연스럽고 화사한 피부를 원하는 이들을 위한 '톤업크림',불균일한 피부톤을 자연스럽게 정리 LG생활건강의 친환경 자연주의 브랜드인 비욘드 더레미디 ‘비타민 톤업 크림’은 자연스러운 톤업으로 원래 내 피부인 듯 뽀얀 찹쌀떡 피부를 완성해주는 수분 미백크림이다....,1,,,
25,2020-01-03,"허연수 부회장, 자회사 GS넷비전 대표 겸직",◆[서울=뉴스핌] 남라다 기자 =?허연수 GS리테일 부회장이 자회사 GS넷비전 대표이사를 겸직한다. GS넷비전은 3일 허연수 부회장이 신임 대표로 선임됐다고 공시했다. 전문경영인인 김종수 GS넷비전 사장은...,3,,,
26,2020-01-03,"허연수 GS리테일 부회장, 자회사 GS넷비전 대표 겸직",허연수 GS리테일 부회장이 콘텐츠 제작 전문 자회사 GS넷비전 대표이사를 겸직한다. 전문경영인이 물러나고 오너가 관련 사업을 직접 챙기면서 디지털 경쟁력을 강화한다는 계산이다. GS넷비전은 3일 김종수 대표가...,3,,,
27,2020-01-03,[단독]허연수 GS리테일 부회장… 5년 만에 GS넷비전 대표 겸직,허연수 GS리테일 부회장이 GS넷비전 대표이사를 겸직한다. GS리테일 100% 자회사인 GS넷비전은 허 부회장이 2009년부터 대표를 맡아오다 2015년 물러선 바 있다. GS넷비전은 3일 김종수 GS넷비전 대표이사가 사임하고...,3,,,
28,2020-01-06,"홈앤쇼핑 상장 앞두고, 중소기업중앙회 회장 일가 주식 취득 '눈길'","소액주주들은 지난 2015년 NS쇼핑(구 농수산홈쇼핑)의 경우 상장 당시 공모가가 23만5000원으로 47배 뛰었고, 2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐던 만큼 홈앤쇼핑이 상장되면 적어도...",2,0.0,2.0,
29,2020-01-06,"롯데하이마트, 어디서도 볼 수 없는 스타트업 제품 선보인다",스타트업·중소 제조사의 제품을 전시하는 전용 코너 ‘메이커스랩 바이 하이마트’(사진=롯데하이마트)[이데일리 함지현 기자]롯데하이마트가 스타트업·중소 제조사의 제품을 전시하는 전용 코너 ‘메이커스랩 바이...,2,1.0,,
30,2020-01-06,"GS리테일-한국조리과학고, 미래세대 식문화 연구 협약",박진서 GS리테일 간편식품부문장과 박동규 한국조리과학고등학교 교장이 6일 진행된 미래세대 식(食)문화 연구' 업무협약에서 기념사진을 촬영하고 있다.사진=GS리테일 제공 ?GS리테일은 명문 조리 특성화고와 손잡고...,2,1.0,,
31,2020-01-06,"GS리테일, 조리과학고와 업무협약…신선식품 역량 강화",GS리테일과 한국조리과학고등학교는 6일 경기도 시흥시에 위치한 한국조리과학고등학교 본관에서 신선식품 개발역량 차별화를 위한 업무협약을 체결했다. 이번 업무협약은 GS리테일의 유통업에 대한 노하우를 바탕으로...,2,1.0,,
32,2020-01-06,"중기중앙회 김기문 회장 일가, ""홈앤쇼핑 13만주 보유""…상장 추진 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 이유 중 가족들의 이득을 노리는 것이 아니냐는 의혹이 제기된다. 홈앤쇼핑의 상장은 김...,2,0.0,1.0,
33,2020-01-06,"GS리테일-한국조리과학고, 미래세대 식문화 연구 협약","GS리테일은 한국조리과학고등학교와 6일 경기도 시흥시 한국조리과학고 본관에서 '미래세대 식(食)문화 연구'를 위한 업무협약을 맺었다. 한국조리과학고 10대 학생들은 GS리테일에 삼각김밥, 도시락, 샌드위치 등...",2,1.0,,
34,2020-01-06,"김기문 中企회장 일가, 홈앤쇼핑 주식 13만주 보유...상장 추진 '논란'",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2,0.0,5.0,
35,2020-01-06,"김기문 중기회장 일가, 보유 홈앤쇼핑 주식 상장 '대박' 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2,0.0,4.0,
36,2020-01-06,김기문 중기중앙회 회장 일가 홈앤쇼핑 주식 보유 논란…중기중앙회 “합법적...,2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 김 회장의 중앙회...,2,0.0,3.0,
37,2020-01-06,"GS리테일-한국조리과학고, ‘미래세대 식(食)문화 연구’ 업무협약 체결",GS리테일과 한국조리과학고등학교는 6일 경기도 시흥시에 위치한 한국조리과학고등학교 본관에서 업무협약식을 진행했다. 이날 협약식에는 박진서 GS리테일 MD본부 간편식품부문장과 박동규 한국조리과학고등학교(이하...,2,1.0,,
38,2020-01-07,[그랜드 CEO in KOREA(11)] 현대家 3세경영 선두주자 정지선 현대백화점그룹 ...,"계열사 현대홈쇼핑은 매달 한 차례 아이스팩을 회수한다. 소비자가 아이스팩을 모아두면 수거한 뒤, 현대백화점그룹멤버십(H포인트)을 증정한다. 아이스팩을 재활용해서 환경 보호에 기여한 공로로 현대백화점그룹은...",1,1.0,7.0,
39,2020-01-07,면세품 에어캡 퇴치 움직임... 인도장 옆 '뽁뽁이' 산 사라지려나,"롯데홈쇼핑은 상품 배송에 사탕수수 추출 원료를 사용한 친환경 비닐 포장재를 사용하고 있으며, 현대홈쇼핑도 비닐 테이프 대신 친환경 접착제로 만든 배송 박스를 도입했다. CJ ENM 오쇼핑부문은 친환경 포장재인...",1,1.0,6.0,
40,2020-01-07,"[현장에서] 메가스토어 잠실점, IT 강조한 최대 가전매장 특장점은?","롯데하이마트가 만반의 준비를 마친 ‘메가스토어’ 잠실점이 오는 9일 공식 오픈하게 된다. 이에 앞서 프레스투어를 진행했는데, 기존 전자매장들과의 차이점을 알아봤다. 7일 롯데하이마트는 서울 송파구 잠실동에...",2,1.0,,
41,2020-01-07,"롯데하이마트, '메가스토어' 잠실점 오픈… 차별화된 라이프스타일 선도","사진=롯데하이마트 롯데하이마트(대표 이동우)가 오는 9일 서울 송파구 잠실동에 '메가스토어' 잠실점을 오픈한다고 밝혔다. 전체 면적 7,431m²(약 2,248평)로 국내 최대 규모다. 기존에 있던 롯데하이마트 잠실점을 대폭...",2,1.0,,
42,2020-01-07,"가전양판업계, 체험형 매장으로 생존 도모",이곳은 롯데하이마트가 오는 9일 서울 송파구 잠실동에 오픈하는 프리미엄 전자제품 체험 매장 ‘롯데하이마트 메가스토어’입니다.메가스토어에서는 단순 상품 구매를 넘어 각종 체험이 가능합니다. 70평 규모의 e...,2,1.0,,
43,2020-01-07,신동빈 회장 ‘깜짝 방문’… 최대 가전매장 ‘메가스토어’ 선택,신동빈 롯데그룹 회장이 새해 첫 현장 경영지로 국내 최대 가전매장인 서울 잠실 롯데하이마트 '메가스토어'를 선택했다. 메가스토어는 '거인 롯데'에 어울리는 거대 가전 매장이다. 전체 면적 7431㎡(약 2248평)로 축구장과...,2,1.0,,
44,2020-01-07,온라인 맞서…유통사 ‘다양한 경험 판매’ 초거대 마트 승부수,"롯데하이마트는 오는 9일 서울 송파구 잠실동에 체험형 가전유통매장인 ‘메가스토어’를 연다고 7일 밝혔다. 1층과 2층을 합치면 국내 가전매장 중 최대 규모(7431㎡, 약 2248평)로 서울월드컵경기장(7140㎡)과 비슷한...",2,1.0,,
45,2020-01-07,"이동우 롯데하이마트 변신 절박함, 고객 체류시간 잡아야 가전도 판다",&lt;롯데하이마트&gt; 이동우 롯데하이마트 대표이사 사장이 롯데하이마트 오프라인 점포에 체험형 콘텐츠를 강화하는데 힘을 쏟는다. 롯데하이마트는 '메가스토어'를 오프라인 점포를 강화하는 핵심으로 삼고 상권에 따라...,2,1.0,,
46,2020-01-07,신동빈도 놀러온 잠실 롯데하이마트…VR요트부터 프리미엄 오디오 체험형 공간...,"신동빈 롯데 회장이 새로 단장한 롯데하이마트 메가스토어 잠실점 오픈을 앞두고 매장을 깜짝 방문했습니다. 신동빈 회장은 매장을 꼼꼼히 둘러보며 ""재미있다""는 소감을 남겼는데요. 온라인으로 떠나는 고객들을 붙잡기...",2,1.0,,
47,2020-01-07,2000여평에 레저·휴식 공간… `메가 스토어` 연 롯데하이마트,잠실동에 국내 최대 매장 개장 라이프스타일로 온라인몰 대항 온라인몰의 공세에 힘겨워하던 롯데하이마트가 2020년 새해를 맞아 반격 카드를 꺼내들었다. 오프라인 매장의 장점을 살린 '메가 스토어'를 앞세워 온...,2,1.0,,
48,2020-01-07,"신동빈 회장, 새해 첫 행보로 '메가스토어' 찾은 이유는",신동빈 롯데그룹 회장이 새해 첫 경영 행보로 계열사인 롯데하이마트가 새롭게 선보이는 '메가스토어' 잠실점을 찾아 주목 받고 있다. 신 회장은 7일 오후 12시 40분쯤 '메가스토어' 잠실점에 예고 없이 방문해 이동우...,2,1.0,,
49,2020-01-07,"신동빈, 해외출장 마치고 7일 새해 첫 출근해 임원들과 정기회의 열어",이후 신 회장은 9일 개장을 앞둔 메가스토어 잠실점을 방문해 이동우 롯데하이마트 대표이사 사장의 설명을 듣고 매장을 꼼꼼히 살펴본 것으로 전해졌다. [비즈니스포스트 ],2,1.0,,
50,2020-01-08,여자는 여전히 요리하고 청소하고…홈쇼핑 속 성차별 심각,"서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 결과 '2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링'을 발표했다. 해당 모니터는...",2,0.0,8.0,
51,2020-01-08,"평균 33.6세 임원직' 대기업 오너家, 임원 승진까지 '4.6년'","0년이 소요됐다. 허명수 GS건설 부회장(15.2년), 허연수 GS리테일 부회장(14.2년), 박석원 두산 부사장(14.0년), 구자은 LS엠트론 회장(14.0년), 구자홍 LS니꼬동제련 회장(13.7년) 등이 뒤를 이었다. 파이낸셜투데이",3,,,
52,2020-01-08,아모레퍼시픽이 한부모 여성을 돕는 방법?,"경쟁사 LG생활건강 또한 여성과 아동, 청소년 삶의 질을 높이기 위한 사회공헌활동에 한창이다. 특히 성인 여성을 대상으로는 1인 미디어 창작자를 키워내는 ‘내추럴 뷰티크리에이터’가 있다. 결혼과 육아 등으로...",2,1.0,,
53,2020-01-08,"대기업 오너일가, 일반 직원보다 19년 빨리 '별' 단다","6년이 걸리며 가장 길었다. 이어 구자용 LS네트웍스 회장 역시 16.0년이 소요됐다. 이어 허명수 GS건설 부회장(15.2년), 허연수 GS리테일 부회장(14.2년), 박석원 두산 부사장(14.0년) 등이 상위 5위권 안에 들었다.",3,,,
54,2020-01-08,[하이마트 메가스토어 잠실점 가보니] 축구장보다 큰 가전 매장…유튜버·VR요...,“재미있습니다” 지난 7일 롯데하이마트 메가스토어 잠실점을 찾은 신동빈 롯데그룹 회장은 매장을 둘러보며 이 같이 말했다. 신 회장의 짧은 언급처럼 직접 가본 메가스토어는 기존 전자제품 매장과 확연히 달랐다....,2,1.0,,
55,2020-01-08,2020 외식 트렌드는 '편리미엄'...배달 서비스 승승장구,"집에서 즐기는 일품요리 신세계푸드 에어프라이어 전용 가정간편식 2종 출시 간단한 조리 방법을 거쳐 일품요리를 즐길 수도 있다. 신세계푸드는 요리연구가 문성실의 레시피와 올반의 제품 개발력을 접목, '올반 에어쿡...",2,0.0,,
56,2020-01-08,롯데하이마트 메가스토어 잠실점 문 열어,"롯데하이마트가 9일 서울 송파구 잠실동에 '메가스토어' 잠실점을 개장했습니다. 축구장 보다 조금 넒은 2,248평으로 국내 최대 규모인데, 기존에 있던 롯데하이마트 잠실점을 대폭 확장 리뉴얼했습니다. 우주여행이나...",2,1.0,,
57,2020-01-08,이동우 롯데하이마트 대표 '메가스토어' 승부수,"""매장을 찾은 고객들이 하루 종일 쉬며 놀 수 있는 공간이 될 것."" 이동우 롯데하이마트 대표가 메가스토어 잠실점에 대해 이 같이 자신했다. 7일 롯데하이마트는 서울 송파구 잠실동 롯데월드 웰빙센터에서...",2,1.0,,
58,2020-01-08,"여자는 손질하고 요리하고, 남자는 먹기만···홈쇼핑 속 성평등 갈 길 멀다","서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 ‘2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링’을 발표했다. 해당 모니터는 2019년...",2,0.0,9.0,
59,2020-01-08,공촌하수처리장 증설 승인… 청라 스타필드 착공 '물꼬',"기호일보, KIHOILBO 청라 신세계 복합쇼핑몰 조감도.2024년 인천 청라국제도시 내 스타필드 개장에 꼬인... 신세계백화점 측이 2011년 12월 26일 청라국제도시 2블록 16만3천362㎡의 터를 매입할 당시 오수분배량은 일일...",1,,,
60,2020-01-09,여성이 요리할 때 남성은 먹기만? 홈쇼핑 속 성차별,"성역할 고정관념 조장하는 사례 다수 발견 서울YWCA는?주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 대상으로 2019년 10월 23일부터 10월 31일까지의 방송분 중...",2,0.0,10.0,
61,2020-01-09,"아름다운웨딩&혼수박람회', 경남지역 대규모 진주웨딩박람회 롯데하이마트 진...",롯데하이마트 진주도동점에서 최대 규모의 진주웨딩박람회 '아름다운웨딩&amp;혼수박람회'가 1월 18일~19일 양일간 개최된다. 대규모로 진행되는 진주결혼박람회에서는 결혼 부담을 느끼는 예비부부들에게 최다 혜택을 제공할...,2,1.0,,
62,2020-01-09,[단독] 서울 강동·강서·은평·중구 대형마트 의무휴업일 설 당일로 변경…전...,"이에 따라 강동구에 위치한 이마트 천호점과 명일점, 홈플러스 강동점 등 3곳의 대형마트와 GS리테일 명일점 등 11곳의 준대규모점포(SSM)는 설 당일 문을 닫는다. 강동구청 측은 “대규모 유통업 종사자의 휴식원을...",2,,,
63,2020-01-09,[종합] 서울 강동·은평 등 대형마트 의무휴업일 ‘설날’로 변경…노조 반발...,"이에 따라 강동구에 위치한 이마트 천호점과 명일점, 홈플러스 강동점 등 3곳의 대형마트와 GS리테일 명일점 등 11곳의 준대규모점포(SSM)는 설 당일 문을 닫는다. 강동구청 측은 “조례로 결정된 사안으로 2013년부터...",2,,,
64,2020-01-09,[여의도에서]일자리 창출 막는 규제,"""올해 11개 점포를 폐점하고, 32개 점포를 통폐합할 예정입니다."" 지난 7일 열린 롯데하이마트 메가스토어 잠실점 오픈 간담회에서 이동우 롯데하이마트 대표가 밝힌 올해 매장 운영계획이다. 롯데하이마트를 비롯해 국내...",2,1.0,,
65,2020-01-09,"""만지고 작동시켜보세요""… 체험형 매장 띄우는 양판 공룡","실적 우울 전자랜드·롯데하이마트 프리미엄매장으로 온라인몰 맞대응 ""휴게공간 만들어 체류시간 늘리고 쇼룸은 보는 즐거움까지 선사"" [디지털타임스 김아름 기자] 지난해 최악의 부진을 겪은 가전 양판점들이 '체험형...",2,1.0,,
66,2020-01-09,"여성은 고기 썰고 남성은 먹기만… ""홈쇼핑에도 성평등 필요""",서울YWCA가 지난해 10월23일부터 31일까지 주요 홈쇼핑 채널 7개(GS홈쇼핑·CJ오쇼핑·현대홈쇼핑·롯데홈쇼핑·NS홈쇼핑·공영홈쇼핑·홈앤쇼핑)를 합쳐 총 60시간 동안 모니터링한 결과 성차별적 사례는 21건이었다. 성평등...,2,0.0,11.0,
67,2020-01-10,바이타믹스 / 롯데하이마트 프리미엄 체험 매장 ‘메가스토어’에 브랜드관 입...,"블렌더 제조 전문 기업 바이타믹스는 금일부터 롯데하이마트 잠실점의 초대형 프리미엄 매장 ‘메가스토어’에 브랜드관을 공식 입점, 이를 기념해 제품 시연 및 할인 프로모션 등 다양한 이벤트를 실시한다. 9일...",2,0.0,,
68,2020-01-10,진주 '기업가정신 수도 구축사업' 본격화,"구철회 LG그룹 창업고문을 비롯해 허정구 삼양통상 명예회장, 구정회 옛 금성사 사장, 허준구 GS건설 명예회장, 구자경 LG그룹 명예회장, 구평회 E1 명예회장, 구두회 예스코 명예회장, 허신구 GS리테일 명예회장 등 국내...",3,,,
69,2020-01-10,[ER 동영상] 축구장보다 큰 체험매장 '메가스토어',"롯데 하이마트가 지난 9일 서울 송파구에 자리한 잠실점을 2배로 확장, 오프라인 매장으로는 국내 최대 규모의 '메가 스토어'로 리뉴얼 오픈했다. '롯데 하이마트 메가스토어'는 기존의 가전제품 전문점의 틀을 깨고...",2,0.0,,
70,2020-01-10,오늘의 런치 & 뉴스,축구장보다 큰 국내 최대 규모의 전자 제품 매장인 '롯데하이마트 메가스토어'를 개점한 것입니다. 전체 면적이 7431㎡(약 2248평)로 입점한 브랜드만도 1400개 가깝다고 합니다. 롯데는 이 곳에 놀이공원이나 복합쇼핑몰...,2,0.0,,
71,2020-01-13,경남의 미래교실은 어떤 모습?,"참여기업은 (주)다산네트워크, GS리테일, LG화학, noom, SK텔레콤, 삼성SDS, 잡코리아, 한국과학기술정보연구원, 한국아이비엠, 한컴MDS 등이다. 이날 심포지엄의 결과물은 경남교육청이 설립을 추진 중인...",2,1.0,,
72,2020-01-13,"대구신세계百 ""소외이웃에 따뜻한 온정을""",대구신세계백화점(이하 대구신세계)은 지난 10일 동구청에서 제일기독종합사회복지관과 함께 2020년 소외계층 지원을 위한 후원금 전달식을 가졌다. 이번 전달식에는 배기철 동구청장과 봉명훈 제일기독종합사회복지관...,2,1.0,,
73,2020-01-13,롯데하이마트 메가스토어' 매출 급증,롯데하이마트(대표 이동우) 메가스토어 잠실점에서 지난 9일 오픈 후 맞이한 첫 주말(1월 11일 토요일 ~ 1월 12일 일요일) 매출이 오픈 직전 주말(1월 4일 토요일 ~ 5일 일요일) 매출보다 세 배(200%) 늘었다. 롯데하이마트...,2,0.0,,
74,2020-01-13,GS25 “하이패스 누적 충전금액 350억원…20일부터 친환경단말기 등 예약 판매...,"이종완 GS리테일은 서비스 상품팀 과장은 “GS25는 그동안 고속도로 영업소, 휴게소 등에서만 제한적으로 이용할 수 있었던 하이패스 서비스를 전국 1만 4000여 GS25 매장에 구축해 고객의 이용 편의성을 개선하고...",1,1.0,,
75,2020-01-13,"롯데하이마트 메가스토어, 오픈 첫 주 '인산인해'",사진=롯데하이마트 롯데하이마트(대표 이동우) 메가스토어 잠실점이 매장을 방문한 고객들로 인산인해를 이루고 있다. 롯데하이마트에 따르면 지난 9일 오픈 후 맞이한 첫 주말(1월 11일 토요일 ~ 1월 12일 일요일)...,2,0.0,,
