 ,date,title,contents,label,sentiment,Unnamed: 6
10,2020-01-09,여성이 요리할 때 남성은 먹기만? 홈쇼핑 속 성차별,"성역할 고정관념 조장하는 사례 다수 발견 서울YWCA는?주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 대상으로 2019년 10월 23일부터 10월 31일까지의 방송분 중...",2,0,
11,2020-01-09,"여성은 고기 썰고 남성은 먹기만… ""홈쇼핑에도 성평등 필요""",서울YWCA가 지난해 10월23일부터 31일까지 주요 홈쇼핑 채널 7개(GS홈쇼핑·CJ오쇼핑·현대홈쇼핑·롯데홈쇼핑·NS홈쇼핑·공영홈쇼핑·홈앤쇼핑)를 합쳐 총 60시간 동안 모니터링한 결과 성차별적 사례는 21건이었다. 성평등...,2,0,
12,2020-01-14,"방심위, 마감 앞둔 으뜸효율가전 환급 강조한 현대홈쇼핑 의견진술 결정",환급 신청 가능한 것처럼 시청자 오인케 한 문제 방송통신심의위원회 광고심의소위원회는 14일 회의를 열고 전기밥솥을 판매하면서 시청자를 오인케한 현대홈쇼핑에 의견진술 청취를 결정했다. 의견진술 청취는...,2,0,
13,2020-01-24,"현대백화점그룹, 사외이사 6년 제한 '무풍지대'","한섬의 박의만 이사를 비롯해 현대그린푸드의 박승준 이사, 현대백화점의 김용진 이사, 현대홈쇼핑의 김영기 이사는 지난 4~5년간 사외이사직을 수행해왔다. 또 박의만 이사는 이번 주총때 재선임되더라도 내년...",3,,
14,2020-01-30,푸른등대 기부장학생' 1307명 모집.. 접수 31일부터 내달 17일까지,지난해 2학기의 경우 국민건강보험공단 국민연금공단 블리자드 사무금융우분투재단 안전보건공단 한국가스공사 한국남부발전 한국인삼공사 현대홈쇼핑 KOSAF기부펀드에서 기부장학금에 참여했다. 2020학년...,2,1,
15,2020-02-06,"신종 코로나 ""홈쇼핑-정부 협력 대응""…마스크 판매방송 긴급편성","이번 간담회에서 홈쇼핑사업자는 마스크 재고 소진 및 물량확보 어려움 등 현실적 제약이 있음에도 불구하고, 마스크 판매방송 긴급편성(NS쇼핑 8일 15:00, 9일 11:20, 현대홈쇼핑 13일 14:00 등) 마스크 판매 확대를 위해 적극...",2,1,
16,2020-02-06,"과기정통부, ‘신종 코로나’에 홈쇼핑 긴급 간담회…마스크 판매 방송 긴급편...","이날 회의에는 이태희 과기정통부 네트워크정책실장과 CJENM, 현대홈쇼핑, 롯데홈쇼핑, NS쇼핑 등 홈쇼핑업계 관계자, 한국TV홈쇼핑협회와 한국티커머스협회 등 관련 협회 등이 참석했다. 홈쇼핑사업자는 마스크 물량을...",2,1,
17,2020-02-06,"마스크, 홈쇼핑 업체들 긴급 판매방송 편성..8일 오후 3시부터 채널별로 판매...","이날 회의는 한국TV홈쇼핑협회 회의실에서 열렸고 이태희 과기정통부 네트워크정책실장을 비롯해 CJENM, 현대홈쇼핑, 롯데홈쇼핑, NS쇼핑 등 홈쇼핑업계 관계자와 한국TV홈쇼핑협회, 한국티커머스협회 등 관련 협회 등이...",2,1,
18,2020-02-07,‘마스크 판매’ 방송 전 매진…새벽잠 설친 소비자 분통,[리포트] 현대홈쇼핑은 오늘 새벽 4시부터 방송을 통해서만 마스크를 판다고 예고했습니다. 국내 제약업체의 KF94 마스크 60개를 3만 9천9백 원에 팔기로 했습니다. 하지만 새벽 3시부터 방송만 기다리던 한 모 씨는...,2,0,
19,2020-02-07,"현대홈쇼핑, 새벽 마스크 판매...생방송 직전 품절 '소비자 기만'",신종 코로나바이러스 감염증이 확산하며 마스크 수요가 급증한 가운데 현대홈쇼핑이 새벽 시간대에 마스크 판매방송을 편성했다가 소비자들의 뭇매를 맞았다. 방송을 앞두고 결제 등을 테스트 하는 과정에서 결제...,2,0,
20,2020-02-10,"현대홈쇼핑, '접착제 없는' 배송 박스 도입한다","현대홈쇼핑이 지난해 유통업계 최초로 테이프를 사용하지 않는 친환경 배송 박스(날개 박스)를 도입한 데 이어, 이번엔 접착제를 사용하지 않는 100% 종이 소재의 배송 박스를 선보인다. 현대홈쇼핑은 접착제 사용 없이...",1,1,
21,2020-02-10,"현대홈쇼핑, 접착제 필요없는 배송 박스 도입",현대홈쇼핑이 접착제를 사용하지 않는 완전한 종이 소재의 배송 박스를 선보인다고 10일 밝혔다.현대홈쇼핑은 접착제 사용 없이 조립형으로 밀봉이 가능한 핑거박스를 도입한다. ‘라씨엔토’ ‘고비’ 등 현대홈쇼핑...,1,1,
22,2020-02-12,"공기업' 공영쇼핑, '1000원 마스크' 논란…""'공영'이라는 말이 무색""","지난 8일 NS홈쇼핑은 KF94 마스크 4000세트(1세트 100매, 총 40만장)를 장당 600원이 되지 않는 가격에 내놨고, 현대홈쇼핑은 지난 9일 한 제약사의 KF94 황사방역용 마스크를 60매에 39900원, 장당 665원꼴에 판매했다....",2,0,
23,2020-02-12,NO마진도 불사…홈쇼핑 품귀 마스크 판매 `비상`,"현대홈쇼핑은 오는 13일 오후 2시40분부터 예고됐던 마스크 4000세트 판매를 TV방송에서 온라인판매로 변경했다. 현대홈쇼핑 관계자는 ""해당 상품의 방송 알림 서비스 신청 고객만 10만 여명에 달한다""며 ""방송을...",2,0,
24,2020-02-17,“비닐에어캡에 접착제까지 퇴출”…유통가에 친환경 포장 확산,현대홈쇼핑은 이달부터 접착제 사용 없이 조립형으로 밀봉이 가능한 친환경 배송 박스인 ‘핑거박스’를 선보였다. 핑거박스는 일체의 접착제 사용 없이 밀봉할 수 있는 100% 종이 소재의 박스다. 종이 접기 방식으로...,1,1,
25,2020-02-18,마스크대란 막는 ‘착한 기업’…제조업체·민간 홈쇼핑 십시일반,"한국TV홈쇼핑 따르면 NS홈쇼핑, GS 홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, 홈&amp;쇼핑 등 6개 업체가 2월 한 달간 판매하거나 판매 예정인 마스크가 400만여장에 달하는 것으로 나타났다. 정부가 마스크 대란의 대책으로...",2,1,
26,2020-02-18,"현대백화점그룹, 협력사 대금 결제 10일→5일 앞당겨",현대홈쇼핑은 업계에서 처음으로 2019년 1월부터 모든 중소협력사를 대상으로 판매 대금을 앞당겨 지급하고 있다. TV·데이터방송(플러스샵)·온라인몰(현대H몰)과 거래하고 있는 4250개 중소협력사의 판매대금 지급...,2,1,
27,2020-02-19,유통업계에 부는 필(必)환경 바람…포장재 개선 박차,현대홈쇼핑은 테이프를 사용하지 않는 친환경 배송박스(날개박스)에 이어 접착제를 사용하지 않는 100% 종이 소재의 배송박스를 선보였다. 현대백화점은 단독 패션브랜드 배송에 우선 적용한 후 점차 적용 상품을...,1,1,
28,2020-02-19,홈쇼핑 업계에 분 '친환경' 바람,현대홈쇼핑 지난 10일 접착제 사용 없이 조립형으로 밀봉이 가능한 친환경 배송 박스인 '핑거박스'를 선보였다. ⓒ현대홈쇼핑 19일 관련 업계에 따르면 현대홈쇼핑 지난 10일 접착제 사용 없이 조립형으로 밀봉이 가능한...,1,1,
29,2020-02-21,"[진단] 코로나19, 라이브 홈쇼핑 콜센터 이원화로 ‘위기극복’",있는지 △공영홈쇼핑 △롯데홈쇼핑 △CJ오쇼핑 △NS홈쇼핑 △GS홈쇼핑 △현대홈쇼핑 △홈앤쇼핑 등을 조사했다. 조사 결과 홈쇼핑 업계 콜센터 종사자는 4200여 명으로 나타났으며 운영현황은 1개 센터를 운영하는 곳은...,2,1,
30,2020-02-21,"현대홈쇼핑, 내달 24일 강찬석 재선임 주총 개최","현대홈쇼핑(057050)은 다음달 24일 오전 10시 서울 강동구 현대홈쇼핑 본사 1층 로비에서 정기주주총회를 개최한다고 21일 공시했다. 주주총회에서 사내이사에 강찬석 현대홈쇼핑 대표이사 사장을 재선임하고, 임대규...",3,,
31,2020-02-21,‘연합군’ 기업거버넌스포럼 움직임에 재계 촉각,다음 타깃으로 예측되는 곳은 현대홈쇼핑과 KISCO홀딩스다. 한국투자밸류자산운용은 현대홈쇼핑을 상대로 VIP자산운용과 힘을 합치고 KISCO홀딩스를 상대로는 밸류파트너스자산운용과 연대할 가능성이 있다. 최준철...,3,,
32,2020-02-25,"현대백화점그룹, 모든 상장 계열사에 전자투표제 도입",현대백화점그룹은 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에 전자투표제도를 도입하기로 했다고 25일 밝혔다. 전자투표제도는...,3,1,
33,2020-02-25,"현대백화점그룹, 모든 상장 계열사에 ‘전자투표제’ 도입",현대백화점그룹이 주주 친화 정책 중 하나인 전자투표제를 도입하기로 했다.현대백화점그룹은 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장...,3,1,
34,2020-02-25,"현대백화점그룹, 7개 계열사에 전자투표제 도입",[다음달 15일부터 24일까지 한국예탁결제원 홈페이지에서 의결권 행사 가능] 현대백화점그룹이 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장...,3,1,
35,2020-02-25,"현대百그룹, 모든 상장 계열사에 전자투표제 도입",현대백화점그룹은 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에 전자투표제도를 도입하기로 했다고 25일 밝혔다. 전자투표제도는 주주들이...,3,1,
36,2020-02-25,"현대홈쇼핑, 다음 달 24일 정기주총 개최","이투데이=박기영 기자 | 현대홈쇼핑은 다음 달 24일 서울시 강동구에 있는 본사에서 정기주주총회를 연다고 25일 공시했다. 논의 안건은 재무제표 승인과 정관 일부 변경, 이사 선임 건 등이다.",3,1,
37,2020-02-25,"현대백화점그룹, 7개 모든 상장 계열사 '전자투표제도' 도입",사진=현대백화점그룹 현대백화점그룹이 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에 전자투표제도를 도입하기로 했다고 25일 밝혔다....,3,1,
38,2020-02-26,[코로나19] GS홈쇼핑 결국 재택근무 돌입...홈쇼핑사 생방송 차질없나,개학 연기로 육아에 어려움을 겪는 직원들을 대상으로 재택근무를 할 수 있도록 허용했다. 임산부도 대상에 포함된다. 현재 현대홈쇼핑만 재택에 관한 공지사항이나 별다른 움직임은 보이지 않는 것으로 파악됐다.,3,1,
39,2020-02-26,"현대백화점그룹, 모든 상장 계열사에 전자투표제 도입",현대백화점그룹이 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에 전자투표제도를 도입키로 했다. 전자투표제도는 주주들이 주총장에 가지...,3,1,
40,2020-02-27,"[코로나19] ""직원을 지켜라""…기업들 '컨틴전시플랜' 살펴보니","반면 GS홈쇼핑·현대홈쇼핑·롯데홈쇼핑 등 다른 홈쇼핑 업체는 아직까지 특별한 움직임을 보이지 않고 있는 상태다. NS홈쇼핑 관계자는 ""지난 주말 정부가 코로나19 위기 경보를 최고 단계로 상향해 대응체계를 대폭...",3,,
41,2020-02-27,"현대백화점·면세점·홈쇼핑, 재택근무","현대백화점 본사와 현대백화점면세점, 현대홈쇼핑이 재택근무에 나선다. 현대백화점그룹은 현대백화점과 현대백화점면세점이 다음달 2일부터 15일까지 2주간 2교대로 재택근무를 실시한다고 27일 밝혔다. 팀별로...",3,1,
42,2020-02-27,"현대백화점그룹, 현대백화점과 면세점 직원도 1주일씩 재택근무 시행",현대백화점그룹이 코로나19 확산과 직원들 감염을 막기 위해 현대홈쇼핑에 이어 현대백화점과 현대백화점면세점에서도 임직원들을 대상으로 재택근무를 실시한다. 현대백화점은 현대백화점 본사와...,3,1,
43,2020-02-27,[코로나19] 공영홈쇼핑도 '재택근무' 돌입…홈앤쇼핑만 '늦장',"NS홈쇼핑, CJ ENM 오쇼핑 부문, 롯데홈쇼핑, GS홈쇼핑, 현대홈쇼핑에 이어 공영홈쇼핑도 재택근무에 돌입한다. 27일 업계에 따르면 공영홈쇼핑은 오는 28일부터 부서에 따라 재택근무를 실시한다. 2개조 형태로 나눠 재택...",3,1,
44,2020-02-27,[코로나19 패션업계 실시간 상황],*현대홈쇼핑은 2월 28일부터 방송 제작을 위한 필수 인원 제외하고 전 직원 재택 근무. *롯데면세점 2월 28일부터 3월 6일까지 재택 근무. *‘루이까또즈’를 전개 중인 태진인터내셔날 임산부부터 재택 근무 실시....,3,1,
45,2020-02-27,코로나19 확산방지' 현대백화점·면세점·홈쇼핑도 재택근무,"팀별로 직원을 2개 조로 나눠 1개 조는 재택근무를, 나머지 1개 조는 출근하는 형태로 운영된다. 현대홈쇼핑은 오는 28일부터 방송 제작을 위한 필수 인원을 제외하고 전 직원 재택 근무를 시행한다. 사진=현대백화점그룹",3,1,
46,2020-02-27,"현대백화점그룹 재택근무 시행...면세점, 홈쇼핑 포함",팀별로 직원을 2개 조로 나눠 1개 조는 재택근무를 하고 나머지 1개 조는 출근하는 형태다. 현대홈쇼핑도 오는 28일부터 방송 제작을 위한 필수 인원을 제외하고 전 직원 재택 근무를 시행한다.,3,1,
47,2020-02-28,"현대백화점과 현대백화점면세점, 현대홈쇼핑 재택근무",팀별로 직원을 2개 조로 나눠 1개 조는 재택근무를 하고 나머지 1개 조는 출근하는 형태다. 현대홈쇼핑도 오는 28일부터 방송 제작을 위한 필수 인원을 제외하고 전 직원 재택 근무를 시행한다. 황상석,3,1,
48,2020-02-28,"재택근무 돌입 홈쇼핑, 봄 대목 앞두고 '찬물'","28일 홈쇼핑 업계에 따르면 NS홈쇼핑, CJ ENM 오쇼핑 부문(이하 CJ오쇼핑), GS홈쇼핑, 롯데홈쇼핑, 현대홈쇼핑, 공영홈쇼핑 등 대부분의 홈쇼핑사들이 재택근무를 시행 중이다. 이러한 업계의 조치는 코로나19 감염 우려가...",3,1,
49,2020-02-28,"코로나19' 전쟁 방불...유통가 ""매장 닫아도...잇단 '지원' 행렬""","홈쇼핑업계 CJ ENM에 이어 롯데홈쇼핑, 현대홈쇼핑 등이 28일 재택근무에 들어갔고 현대백화점과 현대백화점면세점도 내달 2일부터 교대로 재택근무를 시행한다. 면세업계 롯데면세점도 28일부터 재택근무에 돌입했다....",3,1,
50,2020-03-02,[이슈] 유통가 올해 주총 화두는 '전자투표제',"이에 지난해 롯데그룹, 신세계그룹, CJ그룹이 전자투표제도를 도입한 데 이어 올해는 현대백화점그룹이 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에...",3,1,
51,2020-03-03,콜센터 코로나19 확진에 '콜센터 이원화'로 위기타파,지난 25일 청주에 위치한 현대홈쇼핑 콜센터 한직원이 코로나19 확진 판정을 받았다. 이로인해 지난 한주간 콜센터가 폐쇄됐지만 콜센터 이원화를 통해 고객불편을 최소화 했다. 현대홈쇼핑 콜센터는 서울센터에 500명...,3,1,
52,2020-03-04,[팩트체크] '마스크 끼워팔기' 성행…공정위 제재 받을까?,"지난 2일에는 이베이코리아와 11번가, 3일에는 우리홈쇼핑과 현대홈쇼핑을 현장 점검차 방문했다. 공정위 관계자는 ""온·오프라인 마켓 전체를 대상으로 마스크 수급에 영향을 줄 수 있는 무리한 판촉행위를 지속적으로...",2,,
53,2020-03-05,유통가도 '사회적 거리두기' 동참,현대홈쇼핑도 지난달 28일부터 방송 제작을 위한 필수 인원을 제외하고 전 직원 재택근무를 하고 있다. 앞서 CJENM 오쇼핑부문도 지난달 27일부터 재택근무에 들어갔다. 재택근무 기간은 8일까지다. 이 기간 동안 TV 홈쇼핑...,3,1,
54,2020-03-05,코로나 악재에 빠진 유통가…주총서 변화 바람 예고,"롯데그룹, 신세계그룹, CJ 계열사에 이어 올해는 현대백화점그룹이 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 7개 모든 상장 계열사에 전자투표제도를 확대 적용한다. 전자투표제...",3,1,
55,2020-03-05,[단독] CJㆍ현대ㆍ롯데 등 홈쇼핑업계 재택근무 일주일 연장,"5일 홈쇼핑업계에 따르면 CJ오쇼핑과 현대홈쇼핑, 롯데홈쇼핑 등 주요 홈쇼핑사들이 오늘(5일)부로 종료 예정이던 재택근무를 다음주 13일까지 일주일 연장하기로 결정했다. GS홈쇼핑도 일주일 연장안을 유력하게 검토...",3,1,
56,2020-03-09,사회적 거리두기' 동참하는 유통家,현대홈쇼핑도 지난달 28일부터 방송 제작을 위한 필수 인원을 제외하고 전 직원 재택근무를 시행했다. 복합쇼핑몰 스타필드도 지난 5일부터 단축 영업에 돌입했다. 스타필드(하남·코엑스몰·고양)와 스타필드 시티(위례...,3,1,
57,2020-03-10,현대백화점 사회공헌 UN서 공식 인증,"공식 의견서에는 현대홈쇼핑이 업계 최초로 진행 중인 여성 생애주기별 지원 프로그램 '하이(H!) 캠페인'을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 현대어린이책미술관 운영을 통한...",2,1,
58,2020-03-10,유엔이 인정한 현대百 사회공헌,현대홈쇼핑은 2017년부터 ‘하이 캠페인’을 시작했다. 여성 청소년에게 자궁경부암 백신을 무료로 맞혀 주고 여성용품도 나눠줬다. 20~30대 출산 여성을 위한 육아용품 지원 사업도 했다. 현대백화점면세점은 2018년부터...,2,1,
59,2020-03-10,"현대백화점그룹의 사회공헌사업, UN '공식 의견서'로 채택","금번 채택된 공식 의견서에는 현대홈쇼핑이 업계 최초로 진행하고 있는 여성 생애주기별 지원 프로그램인 ‘하이(H!) 캠페인’을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 그리고...",2,1,
60,2020-03-10,"현대백화점그룹 ""여성·아동 사회공헌사업, 유엔 공식 의견서로 채택""","공식 의견서에는 현대홈쇼핑의 여성 생애주기별 지원 프로그램 ‘하이(H!) 캠페인’을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 현대어린이책미술관 운영을 통한 창의적 아동 교육...",2,1,
61,2020-03-10,"현대백화점그룹, ‘여성·아동 사회공헌사업’ 유엔(UN) 인정","공식 의견서에는 현대홈쇼핑이 업계 최초로 진행하고 있는 여성 생애주기별 지원 프로그램인 ‘하이(H!) 캠페인’을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 현대어린이책미술관 운영을...",2,1,
62,2020-03-10,"현대백화점그룹, 여성·아동 대상 사회공헌사업 유엔(UN) 공식 의견서로 채택","공식 의견서에는 현대홈쇼핑이 업계 최초로 진행하고 있는 여성 생애주기별 지원 프로그램인 '하이(H!) 캠페인'을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 그리고...",2,1,
63,2020-03-10,"현대백화점그룹 여성·아동 사회공헌사업, UN 공식의견서 채택","공식?의견서에는?현대홈쇼핑이?업계?최초로?진행하고?있는?여성?생애주기별?지원?프로그램인?'하이(H!)?캠페인'을?비롯해?저소득층?아동을?위한?공부방?개소와?청각장애아동?수술비?지원,?그리고...",2,1,
64,2020-03-10,"현대百그룹, 유엔 공식 의견서 채택","공식 의견서에는 현대홈쇼핑이 진행하고 있는 여성 생애주기별 지원 프로그램인 '하이(H!) 캠페인'을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 그리고 현대어린이책미술관 운영을 통한...",2,1,
65,2020-03-10,현대백화점그룹 여성·아동 사회공헌 모델 UN 공식의견서로 채택,"공식 의견서에는 현대홈쇼핑이 업계 최초로 진행 중인 여성 생애주기별 지원 프로그램 '하이(H!) 캠페인'을 비롯해 저소득층 아동을 위한 공부방 개소, 청각장애아동 수술비 지원, 현대어린이책미술관 운영을...",2,1,
66,2020-03-11,"삼성, 대구 콜센터 코로나19 '음성' 직원만 출근지침…LG는 재택 전환(종합)","현대홈쇼핑은 교대 근무를 하고 있고, 지난 2일부터는 일부 인원에 대해 재택근무를 도입했다. 출근하는 직원에 대해서는 발열 검사와 마스크 착용을 의무화하고, 개인별 좌석을 최대한 떨어뜨리기 위해 교육장·회의실...",3,1,
67,2020-03-11,"‘코로나19 비상’ 이통 3사, 콜센터 재택·분산근무 확대","현대홈쇼핑은 교대 근무를 하고 있고, 지난 2일부터는 일부 인원에 대해 재택근무를 도입했다. 출근하는 직원에 대해서는 발열 검사와 마스크 착용을 의무화하고, 개인별 좌석을 최대한 떨어뜨리기 위해 교육장·회의실...",3,1,
68,2020-03-11,“집단 감염 안된다“ 콜센터 집단확진에 유통가도 ‘발등에 불’,현대홈쇼핑 콜센터는 근무 인원을 분산하기 위해 일부 인원에 대해 재택근무도 시행하고 있다. 출근하는 직원을 대상으로 발열 검사 및 마스크 착용을 의무화했다. 또한 개인별 좌석을 최대한 떨어뜨리기 위해 콜센터...,3,1,
69,2020-03-11,현대백화점 '여성·아동 사회공헌' UN도 인정…공식의견서로 채택,"공식 의견서에는 현대홈쇼핑이 업계 최초로 진행하고 있는 여성 생애주기별 지원 프로그램인 '하이(H!) 캠페인'을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 그리고 현대어린이책미술관...",2,1,
70,2020-03-12,친환경 그린테일 시대 움직임 확산,현대홈쇼핑은 2월부터 접착제를 전혀 사용하지 않고 종이로만 만든 친환경 배송 박스를 도입했다. 현대홈쇼핑이 직접 개발한 '핑거박스'는 접착제 없이 조립만으로 밀봉할 수 있다.,1,1,
71,2020-03-12,"현대백화점그룹 여성·아동 사회공헌 모델, ‘유엔 여성지위위원회’ 공식 의...","공식 의견서에는 현대홈쇼핑이 업계 최초로 진행하고 있는 여성 생애주기별 지원 프로그램인 ‘하이(H!) 캠페인’을 비롯해 저소득층 아동을 위한 공부방 개소와 청각장애아동 수술비 지원, 그리고...",2,1,
72,2020-03-13,홈앤쇼핑 콜센터 인력 분산 배치…코로나19 선제 조치,"GS홈쇼핑(경기도 부천 2곳·부산), CJ오쇼핑(서울·부산), 롯데홈쇼핑(서울·대구·부산), 현대홈쇼핑(서울·청주) NS홈쇼핑(서울·경기도 판교)은 각각 2~3곳의 콜센터를 운영 중이다. 한편 비상이 걸린 홈쇼핑 업계는...",3,1,
73,2020-03-13,"유통업계, 재택·비상 근무 연장… ""코로나19 막아라""","CJ오쇼핑과 GS홈쇼핑, 롯데홈쇼핑은 당초 13일까지 예정됐던 비상근무를 오는 20일로 연장했고 현대홈쇼핑은 31일까지로 연장했다. 편의점업계에서는 세븐일레븐이 이번 주부터 도입된 2교대 격일 재택근무 방식을 오는...",3,1,
74,2020-03-16,"코로나19 '핫스팟' 될라...유통업계, 소비 이어 근무도 '언택트'","CJ오쇼핑과 GS홈쇼핑, 롯데홈쇼핑은 애초 13일까지 예정됐던 비상근무를 오는 20일로 연장했고 현대홈쇼핑은 31일까지 연장했다. 유통업계 관계자는 ""최근 콜센터 집단 감염 사건으로 근로자가 장시간 밀집해있는...",3,1,
75,2020-03-16,코로나19에 '홈 콜센터' 확산... 통신·홈쇼핑·보험 등 재택근무,"현대홈쇼핑은 약 20% 가량의 콜센터 근무자가, GS홈쇼핑은 약 15%가 이 달부터?재택근무에 들어갔다. 외주 위탁 형태의 롯데홈쇼핑은 약 600명의 근무자 중 5%가 재택근무 중이며 앞으로 확대할 계획이다. 온라인 쇼핑몰...",3,1,
76,2020-03-17,롯데가 전자투표 도입에 소극적인 까닭은?,현대백화점은 올해 주주총회부터 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대HCN·에버다임 등 상장한 계열사 7곳 모두 전자투표를 실시하기로 했다. CJ는 이번 주주총회부터 CJ ENM·CJ프레시웨이...,3,1,
