,date,title,contents,label
12,2020-01-02,"뮤지컬 ‘맘마미아!’, 앵콜 공연 예매권 4일 현대홈쇼핑서 판매",3월 8일 서울 구로구 디큐브아트센터에서 앵콜 공연을 갖는 뮤지컬 ‘맘마미아!’ 공연 예매권이 오는 4일 오전 1시 10분 현대홈쇼핑에서 판매된다. 현대홈쇼핑에서 판매되는 티켓은 VIP석과 R석을 화요일부터...,0
13,2020-01-02,"현대홈쇼핑, '청송백자 달항아리' 업계 최초 판매",현대홈쇼핑은 오는 4일 오전 8시 20분부터 '청송백자 달항아리' 론칭 방송을 진행한다고 2일 밝혔다. 홈쇼핑 업계에서 '청송백자'를 판매하는 것은 이번이 처음이다. '청송백자'는 경북 청송군의 대표적인...,0
14,2020-01-02,"유통업종 매출 회복 움직임, 백화점·면세점 개선 기대-유진證",BGF리테일은 무난한 4분기 실적이 예상된다. 롯데하이마트는 아직 회복세가 감지되지 않고 있다. GS홈쇼핑은 일회성 기저로 인해 증익이 어려운 구조로 보인다. 현대홈쇼핑은 절대적 저평가 영역에 해당한다. 황국상 기자,0
15,2020-01-03,"[홈쇼핑 열전(40)] “패션·화장품, 지난해 이어 올해도 인기 이어갈 것”","이어 5위는 공영쇼핑의 ‘[M9] 보아퍼 본딩 데님’, 7위는 현대홈쇼핑의 ‘NEW 피지오겔 크림’ 순이다. 또 8위와 9위는 모두 GS샵이 차지했다. 상품은 각각 ‘에이지투웨니스 에센스커버팩트 최신상 XF’, ‘[헤드스파7]...",0
16,2020-01-03,"청송백자, 이제는 홈쇼핑에서 만난다",3일 청송군에 따르면 청송문화관광재단은 오는 4일 지역 대표적인 문화유산인 ‘청송백자 달항아리’를 공예미술계 최초로 현대홈쇼핑을 통해 런칭한다. 이번 런칭은 새해를 맞아 지역의 우수한 전통문화유산인...,0
17,2020-01-03,"자연으로 빚은 '청송백자 달항아리', 홈쇼핑에서 만난다","경북 청송문화관광재단은 지역 대표 문화유산인 '청송백자 달항아리'를 공예미술계 최초로 오는 4일 현대홈쇼핑을 통해 런칭한다. 자연으로 빚은 청송백자,달항아리[사진=청송군] 3일 청송문화관광재단에 따르면 이번...",0
18,2020-01-03,"""홈쇼핑에서 뮤지컬을?"" 현대홈쇼핑, '맘마미아!' 티켓 50% 할인판매","현대홈쇼핑은 오는 4일 뮤지컬 '맘마미아!' 티켓 판매 방송을 업계 단독으로 판매한다고 3일 밝혔다. '맘마미아!'는 스웨덴 출신의 전설적인 혼성 팝 그룹 아바(ABBA)의 히트곡을 배경으로 한 뮤지컬로, 국내에서도...",0
19,2020-01-03,"현대홈쇼핑, 뮤지컬 '맘마미아' 티켓 판매",4일 오전 1시10분부터 현대홈쇼핑에서 티켓을 파는 뮤지컬 '맘마미아'의 한 장면. (사진=현대홈쇼핑) 현대홈쇼핑은 4일 오전 1시10분부터 뮤지컬 '맘마미아' 티켓을 방송한다. 맘마미아는 스웨덴 출신 혼성 그룹 아바...,0
20,2020-01-03,"글로벌 뷰티&헬스기업 ‘에스디 생명공학’, 수입 프리미엄 코스메틱 사업 전...",글로벌 뷰티&amp;헬스 기업 에스디 생명공학은 지난 2019년 12월 현대홈쇼핑을 통해 ‘골드 인퓨전 유스 포션’을 필두로 국내 론칭에 성공한 이탈리아 메이크업 아티스트 브랜드 디에고 달라 팔마(Diego Dalla Palma)를...,0
21,2020-01-03,"에스디 생명공학, 수입 프리미엄 코스메틱 브랜드 전개로 국내 사업 영역 확장",글로벌 뷰티&amp;헬스 기업 에스디 생명공학(대표 박설웅)이 수입 프리미엄 코스메틱 브랜드 사업 전개를 통해 SNP 등 제조 브랜드로 다져진 기존 소비자층을 확대한다는 전략을 밝혔다.2019년 12월 현대홈쇼핑...,0
22,2020-01-03,"""정가보다 50%싸다""…현대홈쇼핑, 뮤지컬 '맘마미아!' 티켓 판매",현대홈쇼핑은 오는 4일부터 뮤지컬 '맘마미아!' 티켓 판매을 업계 단독으로 판매한다고 3일 밝혔다. '맘마미아!'는 스웨덴 출신의 전설적인 혼성 팝 그룹 아바(ABBA)의 히트곡을 배경으로 제작된 뮤지컬이다. 이번...,0
23,2020-01-06,"중기중앙회 김기문 회장 일가, ""홈앤쇼핑 13만주 보유""…상장 추진 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 이유 중 가족들의 이득을 노리는 것이 아니냐는 의혹이 제기된다. 홈앤쇼핑의 상장은 김...,2
24,2020-01-06,"홈앤쇼핑 상장 앞두고, 중소기업중앙회 회장 일가 주식 취득 '눈길'","소액주주들은 지난 2015년 NS쇼핑(구 농수산홈쇼핑)의 경우 상장 당시 공모가가 23만5000원으로 47배 뛰었고, 2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐던 만큼 홈앤쇼핑이 상장되면 적어도...",2
25,2020-01-06,김기문 중기중앙회 회장 일가 홈앤쇼핑 주식 보유 논란…중기중앙회 “합법적...,2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 김 회장의 중앙회...,2
26,2020-01-06,"종근당건강, 7일 오전 현대홈쇼핑서 프로메가 알티지 오메가3 선보여","종근당건강은 오는 7일 오전 8시 15분 현대홈쇼핑 방송에서 프로메가 알티지 오메가3를 선보인다. 이번 기획전은 2020년 경자년 새해를 맞아 소비자들의 혈행 건강 관리를 독려하기 위해 마련됐으며, '프로메가 알티지...",0
27,2020-01-06,끌레드벨 ‘글로우 파워 리프트 V 쿠션’ 현대홈쇼핑 첫방송,"끌레드벨(Cledbel)이 7일 현대홈쇼핑을 통해 ‘글로우 파워 리프트 V 쿠션' 신제품을 론칭한다. 끌레드벨 쿠션은 2018년 1월 론칭 이래로 580만개의 놀라운 기록을 갱신하며, 930억 매출을 달성한 제품이다. 이 신화를...",0
28,2020-01-06,"끌레드벨 '글로우파워리프트 V쿠션', 현대홈쇼핑 첫방송","끌레드벨이 오는 7일 현대홈쇼핑을 통해 '글로우파워리프트 V쿠션' 신제품을 론칭한다. 끌레드벨은 6일 ""기록적인 판매 신화를 이어온 끌레드벨이 리프팅 성분이 대폭 강화된 2020년 시즌3 '글로우파워리프트 V쿠션'을...",0
29,2020-01-06,"김기문 중기회장 일가, 보유 홈앤쇼핑 주식 상장 '대박' 논란",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2
30,2020-01-06,"김기문 中企회장 일가, 홈앤쇼핑 주식 13만주 보유...상장 추진 '논란'",2010년 현대홈쇼핑 역시 공모가가 9만원으로 액면가(5000원)보다 18배 올랐다. 이 때문에 일각에서는 김 회장이 홈앤쇼핑 상장을 추진하는 배경에 자신 가족들의 이득을 노리는 것이 아니냐는 의혹이 있다. 홈앤쇼핑...,2
31,2020-01-06,"[더벨][2020 승부수]현대백화점그룹, '디지털' 기반 변화 불어올까","이미 그룹 차원에서 현대백화점, 현대홈쇼핑 등 그룹 시너지 효과를 낼 수 있는 온라인 전략을 세우고 있다. 한섬의 경우 더한섬닷컴의 성장세를 바탕으로 젊은 세대를 겨냥한 신규 플랫폼 제작에 돌입한 상태다. 한편...",0
32,2020-01-07,면세품 에어캡 퇴치 움직임... 인도장 옆 '뽁뽁이' 산 사라지려나,"롯데홈쇼핑은 상품 배송에 사탕수수 추출 원료를 사용한 친환경 비닐 포장재를 사용하고 있으며, 현대홈쇼핑도 비닐 테이프 대신 친환경 접착제로 만든 배송 박스를 도입했다. CJ ENM 오쇼핑부문은 친환경 포장재인...",1
33,2020-01-07,"다가오는 설, ‘TS샴푸 선물세트’로 명절 선물 더욱 풍성하게…주요 홈쇼핑 ...","민족 최대 명절인 설을 맞이해 지인에게 감사의 마음으로 설 선물을 전하려는 사람들을 위해 NS홈쇼핑(9일), 홈앤쇼핑(12일), 롯데홈쇼핑(14일), CJ오쇼핑(16일), GS홈쇼핑(18일), 현대홈쇼핑(21일) 등 주요 홈쇼핑 채널에서...",0
34,2020-01-07,"과점된 유료방송, 송출수수료 폭증…""정부는 방관""","실제로 최근 T커머스 업체 'SK스토아'는 LG유플러스와 송출수수료 협상에서 기존 28번에서 12번?채널로 앞당긴 반면, 현대홈쇼핑은 10번에서 28번으로 채널이 밀렸다. 또 IPTV 3사는 최근 5G 개발을 본격화하면서 투자비가...",0
35,2020-01-07,"TS트릴리온, 홈쇼핑서 ‘TS샴푸 설 선물세트’ 판매","(18일), 현대홈쇼핑(21일) 등 주요 채널에서 방송 당일만 판매한다고 한다. 설 선물 패키지는 기본 2박스로 박스당 샴푸 500g 2개, 샴푸 100g 2개, 파우치 6g 2개에 체험분 파우치 6g 4개가 더 포함되며, 더블구성(4박스)과...",0
36,2020-01-07,[그랜드 CEO in KOREA(11)] 현대家 3세경영 선두주자 정지선 현대백화점그룹 ...,"계열사 현대홈쇼핑은 매달 한 차례 아이스팩을 회수한다. 소비자가 아이스팩을 모아두면 수거한 뒤, 현대백화점그룹멤버십(H포인트)을 증정한다. 아이스팩을 재활용해서 환경 보호에 기여한 공로로 현대백화점그룹은...",1
37,2020-01-07,경북 청송군 ‘자연으로 빚은 청송백자’ 청송백자 현대홈쇼핑 설특집 방송에...,경북 청송군 ‘자연으로 빚은 청송백자’ 청송백자 현대홈쇼핑 설특집 방송에서 전량 매진 청송군(윤경희 군수)은 지난 4일 현대홈쇼핑을 통해 설특집 방송으로 진행한 ‘청송백자 달항아리 런칭’ 행사에서...,0
38,2020-01-07,1월 7일 현대홈쇼핑 증권매매 0.13% 78400원,"●7일 현대홈쇼핑 주가 현황7일 현재 오전 11시 07분 현대홈쇼핑(057050) 주가가 전일대비 0.13% 변동된 78,400원에 거래되며 투자자들의 귀추를 주목시키고 있다. 현대홈쇼핑 등락률 변동치를 알아보자면...",0
39,2020-01-08,"폴리스, 현대홈쇼핑서 캐리어 런칭",제공|폴리스[스포츠서울 양미정 기자] 이탈리아 라이프스타일 브랜드 폴리스(POLICE)가 오는 10일 22시 40분 현대홈쇼핑에서 캐리어 런칭 방송을 진행한다. 폴리스는 홈쇼핑 첫 런칭인 만큼 다양한 구성과 혜택으로...,0
40,2020-01-08,여자는 여전히 요리하고 청소하고…홈쇼핑 속 성차별 심각,"서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 결과 '2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링'을 발표했다. 해당 모니터는...",2
41,2020-01-08,"청송백자, 방송에서 전량 판매 기록세워!",지난 4일 현대홈쇼핑을 통해 설 특집 방송으로 진행한 '청송백자 달항아리 런칭' 행사에서 한정수량으로 출품한 150점이 전량 판매됐다. 새해 특집으로 기획된 이번 방송에서 선보인 '청송백자 달항아리'는 5백년 전통의...,0
42,2020-01-08,"여자는 손질하고 요리하고, 남자는 먹기만···홈쇼핑 속 성평등 갈 길 멀다","서울YWCA는 8일 주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 모니터링한 ‘2019 대중매체 양성평등 내용분석-홈쇼핑 모니터링’을 발표했다. 해당 모니터는 2019년...",2
43,2020-01-08,"""제대로 된 한 벌이 대세""… 홈쇼핑 럭셔리 패션 격돌",현대홈쇼핑 또한 유명 디자이너와 협업을 통해 단독 패션 브랜드 개발에 한창이다. 현대홈쇼핑은 올해 디자이너 패션 브랜드 연간 주문금액 2000억원 이상을 달성하겠다는 목표를 세웠다. 지난해에는 디자이너 브랜드...,0
44,2020-01-08,"GC녹십자, ‘마이크로바이옴 포스트바이오틱스’ 출시",GC녹십자는 장 건강기능식품 ‘GC녹십자 마이크로바이옴 포스트바이오틱스’를 현대홈쇼핑을 통해 출시한다고 8일 밝혔다. '포스트바이오틱스'란 유산균(프로바이오틱스)이 먹이(프리바이오틱스)를 먹고 만들어낸...,0
45,2020-01-08,이커머스發 구독경제…유통업계 속속 진출,"CJ오쇼핑은 지난해 5월 홈쇼핑업계 최초로 생리대 정기배송을 시작했고, 현대홈쇼핑도 실내 인테리어 그림 정기배송 서비스인 핀즐을 선보였다. 또 롯데는 쿠팡·티몬 등과 같이 월회비를 내면 계열사 상품 구매시...",0
46,2020-01-08,"홈쇼핑 ""`3벌에 9만9000원`은 잊어라""…달아오른 럭셔리 단독 브랜드 경쟁",현대홈쇼핑 또한 유명 디자이너와 협업을 통해 단독 패션 브랜드 개발에 한창이다. 현대홈쇼핑은 올해 디자이너 패션 브랜드 연간 주문금액 2000억원 이상을 달성하겠다는 목표를 세웠다. 지난해에는 디자이너 브랜드...,0
47,2020-01-09,여성이 요리할 때 남성은 먹기만? 홈쇼핑 속 성차별,"성역할 고정관념 조장하는 사례 다수 발견 서울YWCA는?주요 홈쇼핑 채널 7개(GS홈쇼핑, CJ오쇼핑, 현대홈쇼핑, 롯데홈쇼핑, NS홈쇼핑, 공영홈쇼핑, 홈앤쇼핑)를 대상으로 2019년 10월 23일부터 10월 31일까지의 방송분 중...",2
48,2020-01-09,"[오늘Who] 현대백화점그룹 몸집 키운 정지선, 디지털 더 절박해졌다","이에따라 현대백화점의 더현대닷컴, 현대홈쇼핑의 현대H몰, 한섬의 더한섬닷컴, 현대리바트의 리바트몰 등에서 각각 종합쇼핑몰 및 전문몰로서 적합한 새 서비스를 제공하는 방식일 것으로 점쳐진다. 판매채널뿐 아니라...",0
49,2020-01-09,"스마트한 여행의 동반자, 폴리스 캐리어 현대홈쇼핑 런칭","오는 1월 10일 22시 40분, 현대홈쇼핑에서 이탈리아 라이프스타일 브랜드 폴리스(POLICE)의 스마트 프라임 캐리어 런칭 방송을 진행한다. 홈쇼핑 첫 런칭인 만큼 다양한 구성과 혜택을 준비했으며,스마트 프라임 캐리어...",0
50,2020-01-09,"[단독] CJ, 베트남·태국 해외 홈쇼핑 사업 줄줄이 철수","한편, 최근 3년 새 롯데홈쇼핑, 현대홈쇼핑 등 주요 국내 홈쇼핑사들의 해외 사업 철수가 잇따랐다. 이와 관련, 업계 관계자는 ""특히 동남아는 홈쇼핑을 건너 뛰고 모바일로 가고 있는데 한국 TV홈쇼핑 모델을 그대로...",0
51,2020-01-09,"여성은 고기 썰고 남성은 먹기만… ""홈쇼핑에도 성평등 필요""",서울YWCA가 지난해 10월23일부터 31일까지 주요 홈쇼핑 채널 7개(GS홈쇼핑·CJ오쇼핑·현대홈쇼핑·롯데홈쇼핑·NS홈쇼핑·공영홈쇼핑·홈앤쇼핑)를 합쳐 총 60시간 동안 모니터링한 결과 성차별적 사례는 21건이었다. 성평등...,2
52,2020-01-10,"헉슬리, ‘마스크팩 특별 패키지’ 11일 현대홈쇼핑 4차 방송 확정",듀얼 파우치 형태로 특별함을 더해 많은 주목을 받고 있다. 겨울 시즌 눈부신 광채 피부를 위한 헉슬리의 마스크팩 특별 패키지는 11일(토) 오전 11시 20분분부터 약 85분 간 현대홈쇼핑을 통해 단독으로 만나볼 수 있다.,0
53,2020-01-10,"[뉴스투데이 E] 헉슬리 ‘마스크팩 특별패키지’, 11일 현대홈쇼핑 4차 앵콜 ...",[뉴스투데이=] 오는 11일 현대홈쇼핑에서 헉슬리(Huxley)의 인기제품 ‘마스크팩 특별패키지’ 4차 앵콜 방송을 진행한다.지난해 10월 26일 현대홈쇼핑을 통해 단독 론칭 한 ‘마스크팩 특별패키지’는 청담 메이크업...,0
54,2020-01-10,롯데·CJ 잇단 발 뺀 베트남시장…韓 홈쇼핑업계 '무덤' 전락,"아직까지 현지 사업을 유지하고 있는 GS홈쇼핑과 현대홈쇼핑도 베트남에서 적자 행진을 면치 못하고 있다. GS홈쇼핑은 지난 2012년 베트남 손킴그룹과 합작한 '비비 홈쇼핑'에 350만 달러를 투자, 'VGS SHOP'을 개국한 후...",0
55,2020-01-10,"CJ오쇼핑, 베트남 진출 10년 만에 철수…지분 50% 전량 매각 추진","국내 홈쇼핑업체들은 홈쇼핑 방송에 엔터테인먼트 요소를 더한 ‘한국식 쇼퍼테인먼트(쇼핑+엔터테인먼트)’로 해외시장을 공략했지만 롯데홈쇼핑이 중국과 베트남 사업을, 현대홈쇼핑이 중국 사업을...",0
56,2020-01-10,'반품의 경제학'…반품 줄이기 고민 나선 유통업계,"GS홈쇼핑과 롯데홈쇼핑, 현대홈쇼핑 등은 옴니채널을 활용한 '편의점 반품 서비스'를 제공하고 있다. GS홈쇼핑과 현대홈쇼핑은 전국에 위치한 편의점 'GS25' 'CU' 등 단말기 설치점에서 반품 서비스를 시행 중이다....",0
57,2020-01-10,"헉슬리, 현대홈쇼핑서 마스크팩 특별패키지 4차 앵콜 방송","헉슬리, 현대홈쇼핑서 마스크팩 특별패키지 4차 앵콜 방송 헉슬리가 마스크팩 특별패키지 4차 앵콜 방송을 확정했다고 10일 밝혔다. 지난 10월 현대 홈쇼핑을 통해 단독 론칭한 마스크팩 특별패키지는 청담 메이크업...",0
58,2020-01-10,"헉슬리, '마스크팩 특별 패키지' 11일 현대홈쇼핑 4차 방송 확정","""고 전했다. 겨울 시즌 눈부신 광채 피부를 위한 헉슬리의 마스크팩 특별 패키지는 11일(토) 오전 11시 20분분부터 약 85분 간 현대홈쇼핑을 통해 단독으로 만나볼 수 있다.",0
59,2020-01-10,"헉슬리, 오는 11일 현대홈쇼핑서 ‘마스크팩 특별 패키지’ 4차 앵콜 방송","지난해 10월 26일 현대홈쇼핑을 통해 단독 론칭한 ‘마스크팩 특별패키지’는 청담 메이크업 살롱의 아티스트 및 스타들이 애정하는 마스크팩으로 알려지며 1회 방송 만에 약 23만장 판매, 매출 약 10억원(주문금액기준)...",0
60,2020-01-10,[홈쇼핑 열전(41)] 다양한 상품군 인기… “설 선물 준비하는 고객 덕분”,남은 8위 자리는 현대홈쇼핑의 ‘옥주부 제주돼지 통까스’가 차지했다. 업계 관계자는 CNB에 “여전히 패션과 화장품 상품군이 인기이지만 이 사이에서 생활·주방을 비롯해 다른 상품군들이 눈에 보인다”며...,0
61,2020-01-13,"현대백화점, 온라인몰서 '2020년 설 선물세트' 판매...오는 24일까지","현대백화점과 현대홈쇼핑이 더현대닷컴, 현대H몰을 통해 본격적인 설 선물세트 판매에 돌입한다. 현대백화점은 오는 24일까지 더현대닷컴과 현대H몰에서 '2020년 설 선물세트 판매전'을 진행한다고 13일 밝혔다....",0
62,2020-01-13,"현대홈쇼핑, 13일 0.00%변동폭 보여","▲생활주가정보 현대홈쇼핑 흐름▲현대홈쇼핑 지난 한달간 흐름 ●차트 분석 현재 시간 차트의 흐름은 단기적으로 보합 하며, 전일대비 0만큼 보합한 모습을 나타내주고 있다. ●현대홈쇼핑...",0
63,2020-01-13,해외사업 늪에 빠진 홈쇼핑…호주 진출 현대도 '고전',현대홈쇼핑이 지난해 야심차게 진출한 호주에서 적자상태를 이어가며 부진을 면치 못하고 있다. 현대홈쇼핑은 태국과 베트남 등 다른 해외 진출 국가에서도 흑자를 내지 못하고 있어 CJ오쇼핑에 이어 해외사업...,0
64,2020-01-13,필리핀 가도 될까…보라카이·세부 '안전'·괌 '예의주시',"CJ오쇼핑과 현대홈쇼핑, GS홈쇼핑은 현재 세부 여행 상품만 판매 중이다. 롯데홈쇼핑도 마닐라를 제외한 세부, 팔라완, 보홀 지역 상품만 판매할 예정이다. 현재 세부와 보라카이 등의 여행은 정상적으로 이뤄지고 있는...",0
65,2020-01-13,"현대백화점, 온라인몰서 '2020년 설 선물세트' 판매",현대홈쇼핑이 운영하는 현대H몰은 신선·건강·가공식품 등을 비롯해 현대백화점 설 선물세트 등 총 5000여 품목을 선보인다. 먼저 현대H몰 단독 브랜드인 '현대명가' 정육 선물세트 40종을 내놓는다. 국내산 1...,0
66,2020-01-13,"현대백화점, 온라인몰서 '2020년 설 선물세트' 판매","현대백화점과 현대홈쇼핑이 더현대닷컴, 현대H몰을 통해 본격적인 설 선물세트 판매에 돌입한다. 현대백화점은 오는 24일까지 더현대닷컴과 현대H몰에서 '2020년 설 선물세트 판매전'을 진행한다고 13일 밝혔다....",0
67,2020-01-13,"현대백화점, 24일까지 '설 선물세트' 판매...기업고객 맞춤세트도",현대백화점과 현대홈쇼핑이 본격적인 설 선물세트 판매에 돌입한다. 또한 기업 고객 선호도가 가장 높은 10만~30만원대 명절 선물세트도 대거 선보이며 전국 15개 점포에서 설 상품권 패키지도 판매한다. 특히...,0
68,2020-01-14,홈쇼핑에서 ‘TS샴푸 선물세트’로 설 선물을 넉넉하게 준비하세요!,"오는 21일까지 홈쇼핑 방송에서 ‘TS샴푸’와 ‘TS비디샴푸’로 구성된 설 선물 특집방송을 진행할 예정으로, 설 선물 패키지는 홈쇼핑 채널인 롯데홈쇼핑(14일), CJ오쇼핑(16일), GS홈쇼핑(22일), 현대홈쇼핑(21일) 등...",0
69,2020-01-14,TS샴푸 센스 있는 설 선물로 인기,"민족 최대 명절인 설을 맞이해 주변 사람들에게 감사의 표시로 명절 선물을 준비하는 소비자들을 위한 설 선물 패키지를 롯데홈쇼핑(14일), CJ오쇼핑(16일), GS홈쇼핑(18일), 현대홈쇼핑(21일) 등 주요 홈쇼핑 채널에서...",0
70,2020-01-14,"피쉬콜라겐 뷰티석류, 2020년 경자년 맞아 새 디자인 출시",2020년 경자년을 맞아 새콤달콤한 빨강 젤리 스틱 ‘피쉬콜라겐 뷰티석류’의 변신이 화제다.내츄럴사이언스가 출시한 ‘피쉬콜라겐 뷰티석류’는 국내 다른 제품과 비교해도 높은 석류 함량을 자랑하며 현대홈쇼핑에...,0
71,2020-01-14,"홈쇼핑 해외 사업 줄줄이 좌절…업계 ""철수 이어질 것""","롯데홈쇼핑과 GS홈쇼핑, 현대홈쇼핑 등 국내 주요 홈쇼핑사들도 글로벌 시장에서 쓴 맛을 봤다. 대부분 현지 기업과 손잡는 합작사 형태로 진출했다 수익성 문제와 더불어 파트너사와의 운영상의 문제로 지분을...",0
72,2020-01-14,TS샴푸 오늘 14일 롯데홈쇼핑 설 선물세트 방송,"우리 민족 최대 명절인 설을 맞이해 소중한 사람에게 감사의 마음을 전하고자 설 선물을 준비하는 사람을 위해 마련된 특집방송으로, 홈쇼핑 채널인 롯데홈쇼핑(14일), CJ오쇼핑(16일), GS홈쇼핑(22일), 현대홈쇼핑(21일)...",0
73,2020-01-14,"현대백화점, 온라인몰서 오는 24일까지 '2020년 설 선물세트' 판매","더현대닷컴, 현대H몰에서 총 6,000여 품목 선봬 … 구매금액의 10% 적립 등 프로모션도 진행 현대백화점과 현대홈쇼핑이 더현대닷컴, 현대H몰을 통해 본격적인 설 선물세트 판매에 돌입한다. 현대백화점은 오는...",0
