,date,title,contents,label
45,2020-01-07,[에너지경제신문 오프라인] 먼저 만나는 에너지경제신문 헤드라인 - 1월 8일,"106억원 신세계百 강남점, 국내 첫 매출 2조 돌파 레모나, 베트남에 이어 캐나다 진출 ◇금융/증권 키코부터 DLF사태, 라임운용 논란까지 칼가는 금융당국…숨죽인 은행권 한화손보 원톱 바뀌나 박윤식 사장 용퇴 결정...",0
46,2020-01-07,한한령 완화 기대...아모레퍼시픽-LG생활건강 등 '주가 주목',"신세계 주가는 지난달 26일 27만7500원, 30일 28만9000원, 이달 2일 29만2500원, 3일 29만2500원, 6일 29만원 등으로 30만원선 회복을 눈앞에 두고 있다. 호텔신라와 신세계, 현대백화점의 올해 영업이익 추정치는...",0
47,2020-01-07,"[7일 외국인 순매수 Top 10] TIGER 200TR 1971억, 호텔신라 142억, 한국콜마 ...","FINTECHPOST TIGER 200TR 1971억, 호텔신라 142억, 한국콜마 75억, 신세계 66억 외국인 순매수 나서…코스닥... 67억원), 신세계 (22천주,  약 66억원), 신한지주 (147천주,  약 62억원), 휠라코리아 (104천주,  약...",0
48,2020-01-07,"[7일 기관 순매수 Top 10] TIGER 200 2042억, KODEX 레버리지 98억, NAVER 57...","328천주, 신세계인터내셔날 24천주를 순매수했다. 기관 순매수,순매도 상위 종목은 주가(주식가격)... 63억원, 신세계인터내셔날 약 59억원 순으로 높았다. 이 밖에 10위에서 20위 기관 순매수 종목으로는...",0
49,2020-01-07,신세계백화점 강남점 2조클럽,신세계백화점 강남점이 지난해 누적 매출 2조원을 돌파하며 국내 백화점 최초로 단일 점포 연매출 2조원을 달성했다. 7일 신세계에 따르면 2010년 개점 10년만에 매출 1조를 돌파한 강남점은 업계 최단기간 1조...,0
50,2020-01-08,[에너지경제신문 오프라인] 먼저 만나는 에너지경제신문 헤드라인 - 1월 9일,"최태원 신세계면세점 서울영상광고제 금상 수상 설 앞두고 파트너사에 8200억 조기지급 신세계 중화권 톱스타 왕대륙 모델 발탁 농어촌학생에 창의적 기획, 색다른 수업 선물 정관장 광고 펭수의 귀환 KCG인삼公, 5일만...",0
51,2020-01-08,"[호텔 단신] 웨스틴조선, 켄싱턴 평창, 신라호텔","◎신세계조선호텔, 설 맞이 4색 설 패키지 선봬 서울 웨스틴조선호텔이 다가오는 설을 맞아 ‘스파클링 홀리데이’ 패키지를 오는 24일부터 26일까지 선보인다. 본 패키지는 조식 또는 다양한 스파클링 와인과...",0
52,2020-01-08,공촌하수처리장 증설 승인… 청라 스타필드 착공 '물꼬',"기호일보, KIHOILBO 청라 신세계 복합쇼핑몰 조감도.2024년 인천 청라국제도시 내 스타필드 개장에 꼬인... 신세계백화점 측이 2011년 12월 26일 청라국제도시 2블록 16만3천362㎡의 터를 매입할 당시 오수분배량은 일일...",1
53,2020-01-08,"[8일 기관 순매수 Top 10] SK하이닉스 942억, TIGER 200 43억, 한화케미칼 33...","23억원), 신세계인터내셔날 (8천주,  약 19억원), NHN (25천주,  약 16억원), KODEX 은선물(H) (395천주,  약... 63억원), 신세계인터내셔날 (24천주,  약 59억원)이다. 이어 NAVER (31천주,  약 57억원), LG디스플레이...",0
54,2020-01-08,"이랜드월드 여성복 W9(더블유나인), 코엑스몰에 1호점 오픈",‘W9’은 지난해 10월 이랜드월드가 10년 만에 내놓은 신규 여성복 브랜드로 신세계 강남점 팝업스토어에서 2주간 1억 3천만 원대 매출을 올리며 주요 백화점과 다양한 채널에서 러브콜을 받아왔다. 이번에 W9이 1호점으로...,0
55,2020-01-08,2020 외식 트렌드는 '편리미엄'...배달 서비스 승승장구,"집에서 즐기는 일품요리 신세계푸드 에어프라이어 전용 가정간편식 2종 출시 간단한 조리 방법을 거쳐 일품요리를 즐길 수도 있다. 신세계푸드는 요리연구가 문성실의 레시피와 올반의 제품 개발력을 접목, '올반 에어쿡...",2
56,2020-01-08,대기업 오너일가 입사 5년도 안돼 임원 승진,"30대 그룹 내 사주 일가 중에서는 김승연 한화그룹 회장과 이명희 신세계 회장, 정유경 신세계(백화점 부문) 총괄사장, 최창영 고려아연 명예회장 등 7명이 해당한다. ‘30대 이하 그룹’에서는 정몽진 KCC 회장과...",0
57,2020-01-08,"[8일 외국인 순매수 Top 10] 삼성전자 2427억, 셀트리온 158억, 삼성화재 84억...","50억원), 신세계 (16천주,  약 50억원) 종목이 상위에 올랐다. 코스닥 시장에서 외국인 순매수 상위... 67억원), 신세계 (22천주,  약 66억원), 신한지주 (147천주,  약 62억원), 휠라코리아 (104천주,  약 54억원)...",0
58,2020-01-08,"[8일 외국인 순매도 Top 10] LG화학 202억, 한화케미칼 65억, LG디스플레이 4...","이 밖에 10위에서 20위 외국인 순매도 종목으로는 LG디스플레이 (-277천주,  약 45억원), 롯데케미칼 (-19천주,  약 39억원), 한국항공우주 (-109천주,  약 37억원), 신세계인터내셔날 (-14천주,  약 34억원)...",0
59,2020-01-08,이랜드월드 여성복 W9 코엑스몰에 1호점 오픈,W9은 작년 10월 이랜드월드가 10년 만에 내놓은 신규 여성복 브랜드로 신세계 강남점 팝업스토어에서 2주간 1억3천만원대 매출을 올리며 주요 백화점과 다양한 채널에서 러브콜을 받아왔다. 이번에 W9이 1호점으로 선택한...,0
60,2020-01-09,"중고나라 사기꾼에서 유튜버로?…""여자친구도 유명 유튜버""","해당 글의 작성자는 2012년 신세계 상품권 15만원권을 현금 10만원에 판매한다고 한 뒤 돈만 받고 상품권을 보내지 않은 남성이 유튜버로 성공했다고 주장했다. 그는 ""당시 판매자가 초등학교 졸업선물로 받은 건데 안 써서...",0
61,2020-01-09,앞으로의 전망과 청주시민의 바람,［동양일보 한종수 기자］현재 인근 대전시에는 대형 아울렛과 신세계백화점 등이 속속 오픈을 준비하면서... 또 신세계백화점은 엑스포공원 일원에서 2021년 준공을 목표로 백화점과 아쿠아리움 등의 건립사업을 추진...,0
62,2020-01-09,세계사를 '뒤집다',"'서양중심론'에 기댄 기존 인류사4대 문명 기원론등 제국주의 잔재'글로벌 사관' 바탕으로 다시 조사대담한 가설, 독자 사유영역 확장■ 신세계사1┃쑨룽지 지음. 이유진 옮김. 흐름출판 펴냄. 632쪽. 4만2천원지금, 우리가...",0
63,2020-01-09,수준높은 레퍼토리 '유튜브 라이브 중계' 자신감,드보르자크 교향곡 9번 '신세계로부터'는 슬라브 색채와 인디언 민요 등이 접목된 곡으로 조국에 대한 그리움과 당시 신세계인 미국의 역동적인 에너지를 담고 있다. 이외에도 경기필은 이번 신년음악회에서 레하르의 '내...,0
64,2020-01-09,일제히 '변화' 강조한 신동빈·정용진·정지선...백화점 매출경쟁 '점화' 앞뒀...,이에 따라 '유통 빅3'로 불리는 롯데ㆍ신세계ㆍ현대백화점은 연말 임원 인사에서 일제히 수장을 교체했다.... 일제히 '변화' 강조 올해 신년사에서 롯데ㆍ신세계ㆍ현대백화점 유통 3사를 이끄는 총수들은 일제히 '변화...,0
65,2020-01-09,"갤러리일호, 2020 신진작가 공모전 ‘꿈과 마주치다’展","garden/Play-ground(신세계갤러리,광주) 2013 Play-ground (중 아트 갤러리, 용인/부천) (단체전) 2019 아시아프 (DDP, 서울) 2018 신년기획전 ‘복 받으시개(犬) (신세계갤러리, 광주) 2017 꿈나무 울타리...",0
66,2020-01-09,"KB증권 ""신세계인터내셔날, 판매 채널 다각화 등 화장품 매출 증가·자회사 손...","KB증권은 9일 신세계인터내셔날(031430)에 대해 ""지난해 4분기 실적은 매출액 4048억원(+11.5%), 영업이익 274억원(+52.6%), 순이익 256억원(-8.0%)을 기록할 것으로 예상된다. 4분기 실적의 주요 포인트는 화장품 매출...",0
67,2020-01-09,대구 작년 APT 분양 '역대 최다',4만6천292명이 청약해 작년 최다 청약건수 단지 1위를 차지한 신세계 '빌리브 스카이' 투시도. 신세계건설 제공 작년 대구 아파트 분양 물량이 역대 최다인 것으로 나타났다. 분양전문 광고대행사...,0
68,2020-01-09,"[리포트] ""현대아웃렛·골든하이 올해 개장"" 유통업계 춘추전국시대","'현대프리미엄아웃렛'을 비롯해 중부권 최대 도심형 쇼핑몰 '골든하이'가 잇따라 문을 여는 가운데, 신세계사... "" 내년 완공되는 신세계사이언스콤플렉스 등 대전의 유통 지도를 바꿀 매머드급 유통 시설 건립이...",0
69,2020-01-09,[라임라이트]쉰여덟 최민식 童心을 좇다,"그래서 질투하는 얼굴까지 필요하다고 생각했죠."" -'넘버 3'의 마동팔, '쉬리'의 박무영, '취화선'의 장승업, '올드보이'의 오대수, '범죄와의 전쟁: 나쁜놈들 전성시대'의 최익현, '신세계'의 강과장, '명량'의 이순신, '대호'의...",0
70,2020-01-10,"[스페셜 리포트] 10년 표류하던 화성국제테마파크, 신세계 매직 통할까?","화성 송산그린시티에 418만㎡ 부지 개발…아시아 대표 테마파크로 조성 정용진 부회장, “신세계그룹 전 역량 쏟겠다” 자신감 5조 가까운 투자금… 그룹 전체 부담 우려도 [WM국 김민정 기자] 지난해 말, 정용진 신세계그...",0
71,2020-01-10,"[미술전시] ‘격자 사이의 미학’ 중견작가 허훈, 로쉬갤러리서 특별展","현재, 한국미협, 광화문아트포럼, 세계미술연맹회원, KAMA운영위원, 분당작가회, 신세계아카데미 강사를 맡고 있다. 관람객들은 이번 전시에서 천을 토대로 아름다움을 표현한 각 작품마다 다른 감성으로 자신만의 색을...",0
72,2020-01-10,"[종합] '슈가맨3' 유재석X하성운 벌칙무대, 글루미써티스 신용남 ""예능 BGM 그...","김이나는 ""신세계다!""라며 감탄을 금치 못했고 유재석도 ""너무 멋있다""며 감탄했다. 유희열은 ""이 노래, 어디선가 다들 들어보셨죠?""라고 방청객들에 물었고 ""저도 여기에 노래가 붙어있는지는 잘 몰랐었어요""라고...",0
73,2020-01-10,"아크네 스튜디오, 비주류 고스문화 옷으로...'프로파간다 컬렉션' 선봬","블랙, 화이트부터 은은한 파스텔톤까지 컬러를 다양화해 선택의 폭도 넓혔다. 해당 컬렉션은 전국 아크네 스튜디오 매장에서 만나볼 수 있다. 사진=신세계 인터내셔날 제공",0
74,2020-01-10,'빠른 배송이냐 가격 경쟁력이냐' 새해 이커머스 업계 키워드는?,"롯데 신세계 등 유통 대기업들이 조직개편까지 단행하며 온라인 전환에 사활을 걸었고, 쿠팡 위메프 같은... 신세계 통합 온라인몰 쓱닷컴은 지난 12월 김포에 온라인 물류센터 네오 3호기를 가동하는 등 물류에 꾸준히...",0
75,2020-01-10,"'배캠' 최민식X한석규 ""좋은 작품 끝까지, 제 몫 닿는 데까지 연기하고파""[종...","어렸을 때부터 어머니와 극장에 다니며 무수하게 영화를 봤는데 신세계였다""고 말했다. 그러면서 ""그 때 그 영화들을 보며서 느꼈던 상상력, 극장의 냄새, 화장실 암모니아 냄새, 벽에 숱하게 그려져있는 낙서와 스토리들...",0
76,2020-01-10,"'음악캠프' 최민식X한석규 대배우의 입담 ""죽는 날까지 배우 하고파"" [종합]","어린이 눈에 비친 스크린은 신세계다. 그때 무수한 영화를 보면서 상상력을 느꼈다""라고 회상했다. 이어 ""중고등학교 때는 음악 선생님이 성악가를 하라고 해서 중창 합창단 생활을 하다가 고등학교 2학년 때 뮤지컬...",0
77,2020-01-10,"[10일 기관 순매수 Top 10] KODEX 200 1231억, NHN 112억, 현대미포조선 57억...","이 밖에 10위에서 20위 기관 순매수 종목으로는 현대미포조선 (124천주,  약 57억원), 아모레퍼시픽 (25천주,  약 55억원), 일진머티리얼즈 (124천주,  약 55억원), 신세계인터내셔날 (18천주,  약 46억원)...",0
78,2020-01-10,"비바웨이브, 50억원 규모 시리즈A 라운드 투자 유치 성공","힌스(hince)는 지난해 1월 론칭 이후 차별화된 브랜드 비주얼과 제품력을 바탕으로 롯데면세점, 신세계 시코르 전국 주요 매장 등에 입점했고, 최근 일본, 중국 등의 해외 매출액이 상승하면서 가파른 실적 상승을 보이고...",0
79,2020-01-10,"'배틀트립' 화롄 동대문 야시장 이영은, 곱창국수 먹고 갑분싸! 이채영에 ""이...","하지만 곱창 국수를 입에 넣은 이영은은 경험해 본 적 없는 맛의 신세계에 ""곱창이 나를 울려""라며 소리치는가 하면 ""이건 먹어봐야 알아""라며 이채영에게 곱창 국수를 적극 권장(?)해 스튜디오를 웃음바다로 만들었다는...",0
