date,title,contents,label
2020-01-02,LG생건 차석용 부회장 “아시아 넘어 진정한 글로벌 회사로 도약” 강조,"LG생활건강 차석용 부회장은 2일 신년사를 통해 “지난해는 녹록지 않은 대내외 사업환경에서도 화장품, 생활용품, 음료 전 사업부에서 사상 최대 실적을 경신하는 등 모든 사업에서 의미 있는 성장을 이루었으며, 130년...",0
2020-01-02,"차석용 LG생활건강 부회장 ""진정한 글로벌 회사로 도약하자""","LG생활건강 차석용 부회장은 2일 신년사를 통해 ""지속적으로 사업구조를 고도화하고 글로벌 경쟁력 확보에 만전을 기해 아시아를 뛰어넘어 글로벌 회사로 도약하자""고 강조했다. 이를 위해 차석용 부회장은 △ 진정한...",0
2020-01-02,"""변화하는 고객 가치 맞춰… 사업방식도 싹 바꿔야""","LG생활건강 차석용 부회장은 진정한 글로벌 기업으로 발돋움과 전 밸류체인의 글로벌 최고 경쟁력 확보를 강조했다. 또한 그는 ""작은 일도 경솔하게 처리하지 않는 물경소사(勿輕小事)의 마음가짐으로 새로운 것에 과감히...",0
2020-01-02,"'사활 건' LG생활건강의 에이본 진출... 차석용의 미주시장 진출 젊은피, 임이...",차석용 LG생활건강 부회장이 신년사에서 미주시장 진출을 목표로 제시했다. 지난해 북미지역 화장품 방문판매 기업 '에이본'을 인수한 LG생활건강은 한 해 동안 미주시장 진출을 중점적으로 추진할 것으로 보인다....,0
2020-01-02,"[신년사] 차석용 LG생건 부회장 ""물경소사 마음가짐으로 도전하자""","차석용?LG생활건강 부회장 (사진=LG생활건강) ?차석용 LG생활건강 부회장이 진정한 글로벌 회사로?도약하자며 임직원들의 힘을 북돋웠다. 2일 차 부회장은 신년사를 통해 ""지난해 녹록지 않은 대내외 사업환경에서도 모든…",0
2020-01-02,차석용 LG생활건강 부회장 “아시아 넘어 글로벌 회사 도약”,차석용 LG생활건강 부회장이 2일 신년사를 통해 “올해는 아시아를 뛰어넘는 진정한 의미의 글로벌 회사로 도약할 것”을 강조했다. 차석용 LG생활건강 부회장 그는 “지난해는 녹록치 않은 대내외 사업환경에서도...,0
2020-01-02,신년사로 본 올해 식품·생활업계의 청사진은? “뚝심있게 글로벌”,농심과 LG생활건강은 올해 긴 호흡으로 해외 시장 개척에 집중하기로 방향을 잡았다. 농심은 신제품인 건면류를 포함한 주요 제품을 해외 시장에 지난해보다 증대된 규모로 출시할 계획이다. 박준 농심...,0
2020-01-03,1월 3일 LG생활건강우주식시황 0.00% 변동,"▲생활주가정보 LG생활건강우 흐름▲LG생활건강우 지난 한달간 흐름 ●종목시황 차트해설 이 시간 차트의 흐름은 단기적으로 보합 하며, 전일대비 0만큼 보합한 모습을 나타내주고 있다. 이 종목의...",0
2020-01-03,[2020 재계 영파워]젊어지고 빨라진 성과주의 쇄신인사,2007년 입사해 12년 만에 상무로 승진한 심미진 LG생활건강 상무를 비롯해 임이란 LG생활건강 상무와 김수연 LG전자 상무가 그 주인공이다. 구 회장이 이번 인사에서 새로 뽑은 여성 임원은 8명이다. 이로써 LG그룹...,3
2020-01-03,"고운세상코스메틱 닥터지, 듀이트리, LG생활건강 CNP... 40대가 지나면 남성이...",LG생활건강 CNP의 옴므 랩 안티에이징 솔루션 더마 코스메틱을 선호하는 남성이라면 LG생활건강의 CNP이 선보이는 ‘옴므 랩 안티에이징 솔루션’이 제격이다. 이 제품은 남성의 건조하고 칙칙한 피부를 부드럽고 편안하게...,0
2020-01-03,[씨리얼] 이 회사에서는 워라밸이 능력이다,얼마전 LG생활건강에서 30대 여성 임원이 탄생했다는 소식이 화제였죠. 오로지 ‘능력’만 보고 승진시켰더니 이런 결과가 나왔다는 겁니다. 전체 기업 중 여성 임원 비율이 고작 4%인 한국에서는 대단히 고무적인...,3
2020-01-03,"[2020 유통·식품업계 신년사로 본 키워드] ""비상이 일상"" … 변화·디지털 강...","차석용 LG생활건강 부회장은 ""각 사의 사업 특성에 맞게 디지털 트랜스포메이션 전략을 추진해 나가야 한다""고 밝혔다. 차 부회장은 ""사람이 사람에게 기적이 될 수 있을까""라는 드라마 대사도 소개했다. 최근 감명 깊게...",0
2020-01-03,자연스럽고 화사한 피부를 원하는 이들을 위한 '톤업크림',불균일한 피부톤을 자연스럽게 정리 LG생활건강의 친환경 자연주의 브랜드인 비욘드 더레미디 ‘비타민 톤업 크림’은 자연스러운 톤업으로 원래 내 피부인 듯 뽀얀 찹쌀떡 피부를 완성해주는 수분 미백크림이다....,1
2020-01-03,[인터뷰] 변화를 주저하면 1등은 없다,"LG생활건강 권혁경 상무 이야기다. '경영에 있어서는 영원한 1등도, 100% 정답도 없기에 늘 배우는 자세로 오늘을 산다'는 그를 만났다. 겨울이 성큼 다가온 12월 초, 권혁경 상무를 만나러 경기도 안양의 코카콜라...",0
2020-01-03,"이영애, LG생활건강 ‘후’와 15년째 모델로 활약하는 특별한 이유? | 우량 중...",자신이 모델로 활약할 제품을 선택하는데 확고한 기준이 있는 이영애는 예외적으로 LG생활건강‘후’와는 15년째 인연을 맺고 있다. 배우 이영애가 찍는 광고는 늘 화제가 된다. ‘이영애가 광고하는 제품’의 매출...,0
2020-01-03,"아모레퍼시픽 '홀리추얼'&'필보이드', 신세계인터내셔날 '가란시아' 뉴 브랜드...","한편, LG생활건강은 아직까지 올해 새 브랜드 론칭 계획은 없은 것으로 알려졌다. 아모레퍼시픽과 신세계인터내셔날이 새해를 맞아 새로운 브랜드를 선보이며 여심을 공략할 예정이다. 아모레퍼시픽은 홈에스테틱...",0
2020-01-06,"LG생활건강, CNP ‘프로폴리스 앰플 액티브 크림’ 선봬",(사진=LG생활건강)[이데일리 이윤화 기자] LG생활건강은 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는 ‘프로폴리스 앰플 액티브...,0
2020-01-06,[뷰티 단신] 아이오페·LG생활건강·청호나이스뷰티 外,"LG생활건강, CNP 차앤박화장품 '프로폴리스 앰플 액티브 크림' 출시 LG생활건강은 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는...",0
2020-01-06,"LG생건, 'CNP 프로폴리스 앰플 액티브 크림' 출시",LG생활건강은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드 성분을 담은 '프로폴리스 앰플 액티브 크림'을 출시했다고 6일 밝혔다. CNP의 대표 상품인 프로폴리스 라인 신제품으로 유효 성분을 함유한...,0
2020-01-06,LG생건'CNP 프로폴리스 앰플크림’[새 상품],LG생활건강은 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는 '프로폴리스 앰플 액티브 크림'(사진)을 출시했다고 6일 밝혔다....,0
2020-01-06,[조현미의 뷰티잇템] 클라뷰 ‘여배우크림’ 리패키지 한정판 출시 外,"●LG생활건강(대표 차석용)의 CNP가 ‘프로폴리스 앰플 액티브 크림’을 선보인다. 이 제품은?CNP를 대표하는 프로폴리스 라인으로, 프로폴리스 유효 성분이 피부에 건강한 생기와 윤기를 준다. 세라마이드 성분은...",0
2020-01-06,"LG생활건강, CNP '프로폴리스 앰플 액티브 크림' 출시",포쓰저널 성은숙 [포쓰저널=] LG생활건강은 더마코스메틱 브랜드 CNP에서 ‘프로폴리스 앰플 액티브 크림’을 출시했다고 6일 밝혔다.프로폴리스 앰플 액티브 크림은 CNP의 대표 라인인 프로폴리스 라인의 신제품이다....,0
2020-01-06,"[SR새상품] LG생활건강, CNP 차앤박화장품 '프로폴리스 앰플 액티브 크림' 출...",ⓒLG생활건강 [SR(에스알)타임스 조인숙 기자] LG생활건강(대표 차석용)은 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는...,0
2020-01-06,"LG생활건강·차앤박화장품, '프로폴리스 앰플 액티브 크림' 출시",데일리포스트=이미지 제공 / LG생활건강 LG생활건강이 CNP와 함께 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는 '프로폴리스 앰플 액티브 크림'을 출시했다. 이번에 출시한 프로폴리스 앰플...,0
2020-01-06,"[#신상이요] LG생활건강 프로폴리스 크림, 오뚜기×텐바이텐 화끈팩","◆LG생활건강, CNP '프로폴리스 앰플 액티브 크림' LG생활건강이 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는 '프로폴리스 앰플...",0
2020-01-06,"中 업체 공세에…화장품 ODM株, 새해 들어도 부진","같은 기간 아모레퍼시픽은 11.29%, LG생활건강은 13.13% 올랐다. 박종대 하나금융투자 연구원은 “아모레퍼시픽은 중저가와 오프라인에서 럭셔리·온라인으로 중심축을 옮기고 있어 수익성 개선 기대가 크다”며...",0
2020-01-07,"신세계인터내셔날, +10.38% VI 발동","신세계인터내셔날 연관 테마아모레퍼시픽(090430), LG생활건강(051900), 잇츠한불, 클리오(237880), 토니모리(214420), 에이블씨엔씨(078520), 아모레G(002790), 네오팜(092730), 한국화장품(123690), 세화피앤씨...",0
2020-01-07,"[화장품 업종 오후 시황] 상승률 상위 종목, MP한강 +19.55%·클리오 +8.99%·...","55% 상승한 가격이다. 같은 기간 클리오 종목은 +8.99%로 상승세를 보이고 있다. 이어 코리아나 종목은 +7.92%로 상승하고 있으며 본느 종목은 +7.18%로 상승, LG생활건강 종목은 +6.89%로 상승세를 보이고 있다.",0
2020-01-07,건조-미세먼지-나이까지 버금은 피부를 위한 PICK8,CNP 차앤박화장품 '프로폴리스 앰플 액티브 크림' LG생활건강은 피부 전문가의 노하우를 담은 더마코스메틱 브랜드 CNP에서 프로폴리스와 세라마이드를 담은 처방이 피부에 영양과 보습감을 채워주는 '프로폴리스 앰플...,0
2020-01-07,"코리아나, +11.08% VI 발동","코리아나 연관 테마아모레퍼시픽(090430), LG생활건강(051900), 잇츠한불, 클리오(237880), 토니모리(214420), 에이블씨엔씨(078520), 아모레G(002790), 네오팜(092730), 한국화장품(123690), 세화피앤씨(252500)...",0
2020-01-07,"[화장품 테마 13시 현재 주식 시황] 상승률 상위 종목, MP한강 215원(+24.02%...","▲사진=ⓒ픽사베이화장품 테마 13시 상위 종목 한국거래소(krx)에 따르면 1월 7일 13시 31분 현재 화장품 테마에서는 MP한강, 클리오, 본느, 신세계인터내셔날, LG생활건강 순으로 높은 상승률을 기록하고...",0
2020-01-07,"LG생활건강, '오휘 아이크림 에디션' 출시",[현대경제신문 주샛별 기자 LG생활건강이 '오휘 아이크림 에디션'을 출시했다. LG생활건강은 오휘의 2020 타임포러브컬렉션 첫 번째 에디션인 '오휘 더 퍼스트 제너츄어 아이크림 그랜드 블루 에디션'을?선보인다고 7일...,0
2020-01-07,"LG생활건강, 오휘 신제품 출시",LG생활건강이 프레스티지 코스메틱 브랜드 오휘의 ‘2020 Time for Love Collection’의 첫 번째 에디션으로 ‘더 퍼스트 제너츄어 아이크림 그랜드 블루 에디션’을 출시했다고 7일 밝혔다. 오휘의 ‘2020 Time for Love...,0
2020-01-07,LG생건·애경 이어 아모레도 펫사업 뛰어들었다,"애경 LG생활건강 마녀공장 등이 잇달아 반려동물용 샴푸, 사료, 위생용품 같은 제품을 내놓기 시작했는데요, 7일에는 아모레퍼시픽그룹 계열사인 이니스프리도 반려동물용 ‘디어펫 샴푸’ 2종을 내놓고 본격적으로...",0
2020-01-07,"추봉세 회장 ""복지·신뢰 높이면 좋은 직원·성과 저절로 따라오죠""","씨엔에프는 로레알, LG생활건강, 토니모리 등의 마스크팩을 수탁생산하는 국내 1위 마스크팩 제조 업체다. 1년에 찍어내는 마스크팩만 7억5000만 장. 이곳 직원들은 사내복지가 대기업 부럽지 않다고 자랑한다. 전체 직원...",0
2020-01-07,"LG생활건강, 오휘 '더 퍼스트 제너츄어 아이크림 그랜드 블루 에디션' 출시",LG생활건강이?프레스티지?코스메틱?브랜드?오휘의?'2020?Time?for?Love?Collection'의?첫?번째?에디션으로?'더?퍼스트?제너츄어?아이크림?그랜드?블루?에디션'을?출시했다. 오휘의?'2020?Time?for?Love?Collection'은...,0
2020-01-08,LG생활건강 '후 비첩 예찬세트' 발매,LG생활건강(대표 차석용)은 왕후를 향한 존경과 사랑의 의미를 제품에 담은 한정판 에디션 ‘후 비첩 예찬세트’를 8일 출시했다. ‘비첩 예찬세트’는 더 히스토리 오브 후 브랜드가 받아온 사랑에 보답하는 마음을 담아...,0
2020-01-08,"“LG생활건강, 프리미엄 매출 비중 70%. 중국 시장 프리미엄화 최대 수혜”",하나금융투자는 8일 LG생활건강에 대해 국내외 높은 브랜드력을 기반으로 생활용품과 음료 사업에서 고른 실적 개선세를 지속하고 있다고 전했다.박종대 하나금융투자 연구원은 “4분기 연결 매출과 영업이익은 각각...,0
2020-01-08,"“LG생활건강, 강한 브랜드력 확보하며 이익 개선 지속”",케이프투자증권은 8일 LG생활건강에 대해 럭셔리 스킨케어 산업 성장세에 힘입어 글로벌 메이저로 도약이 가능할 것이라고 평가했다.김혜미 케이프투자증권 연구원은 “LG생활건강의 지난해 4분기 매출액은 전년...,0
2020-01-08,"LG생활건강, 존경과 사랑의 의미 담은 한정판 '후 비첩 예찬세트' 선보여",LG생활건강(대표 차석용)이 왕후를 향한 존경과 사랑의 의미를 제품에 담은 한정판 에디션 '후 비첩 예찬세트'를 선보였다. '비첩 예찬세트'는 더 히스토리 오브 후 브랜드가 받아온 사랑에 보답하는 마음을 담아 선보인...,0
2020-01-08,LG생활건강 ‘후 비첩 예찬세트’ 한정판 에디션,LG생활건강이 왕후를 향한 존경과 사랑의 의미를 제품에 담은 한정판 에디션 '후 비첩 예찬세트'(사진)를 선보였다. '비첩 예찬세트'는 '비첩 자생 에센스' 25㎖ 세 병이 하나의 세트로 구성했다. '비첩 자생 에센스'는 피부...,0
2020-01-08,"[뉴스투데이 L] LG생활건강, ‘후 비첩 예찬세트’ 한정판 출시",[뉴스투데이=] LG생활건강(대표 차석용)이 왕후를 향한 존경과 사랑의 의미를 제품에 담은 한정판 에디션 ‘후 비첩 예찬세트’를 출시했다고 8일 밝혔다.‘비첩 예찬세트’는 더 히스토리 오브 후 브랜드가 받아온 사랑에...,0
2020-01-08,아모레퍼시픽이 한부모 여성을 돕는 방법?,"경쟁사 LG생활건강 또한 여성과 아동, 청소년 삶의 질을 높이기 위한 사회공헌활동에 한창이다. 특히 성인 여성을 대상으로는 1인 미디어 창작자를 키워내는 ‘내추럴 뷰티크리에이터’가 있다. 결혼과 육아 등으로...",2
2020-01-08,"LG생활건강, ‘후 비첩 예찬세트’ 출시",LG생활건강은 한정판 에디션 ‘후 비첩 예찬세트’를 선보였다고 8일 밝혔다. 비첩 예찬세트는 더 히스토리 오브 후 브랜드가 받아온 사랑에 보답하는 마음을 담아 선보인 제품이다. 후의 대표 제품 ‘비첩 자생 에센스’에...,0
2020-01-08,"LG생활건강, ‘후 비첩 예찬세트’ 선보여",LG생활건강이 왕후를 향한 존경과 사랑의 의미를 제품에 담은 한정판 에디션 ‘후 비첩 예찬세트’를 선보였다고 8일 밝혔다. ‘비첩 예찬세트’는 더 히스토리 오브 후 브랜드가 받아온 사랑에 보답하는 마음을...,0
2020-01-08,잘나가던 삼다수마저 할인행사… 생수 시장이 요동치고 있다,"LG생활건강도 생수시장 진출을 앞두고 난항을 겪고 있다. 이 회사는 지난해 1월 울릉군과 합작해 생수판매법인 울릉샘물을 설립하고, 올해 안으로 먹는 샘물을 선보이려고 했다. 하지만 환경부가 상수원 보호구역에...",0
2020-01-09,LG U+멤버십 포인트 제한 없어진다,"LG생활건강샵, LG전자샵은 각각 1000원씩 추가 할인돼 총 5000원을 할인 받을 수 있다. 상반기 및 하반기 1회씩 연간 총 2회 영화콕과 라이프콕 간의 변경도 가능하다. 예를 들어 상반기에 블록버스터 영화가 대거 개봉을...",0
2020-01-09,2020년 변경된 통신사 멤버십 혜택은?,"이외에 LG생활건강샵과 LG전자샵은 각각 1,000원씩 추가 할인돼 총 5,000원을 할인 받을 수 있다. 영화콕은 기존과 같이 CGV, 메가박스 영화 무료 예매를 월 1회 제공한다. LG유플러스 멤버십 등급 및 나만의 콕 혜택에...",0
2020-01-09,"09일, 기관 거래소에서 KODEX 코스닥150 레버리지(+8.44%), KODEX 레버리지(+...","KODEX 코스닥150 레버리지, KODEX 레버리지, SK하이닉스 등은 전일 대비 주가가 상승했고, KODEX 인버스, LG생활건강 등은 주가가 하락했다. [01월09일]거래소 기관 순매수 상위 종목 한경로보뉴스 이 기사는...",0
2020-01-09,"클래식 블루, 2020년을 파랗게 물들이다",화장품 업계에서는 2015년부터 팬톤과 공동 작업을 해온 LG생활건강의 ‘VDL’이 클래식 블루의 에너지가 강하게 느껴지는 제품을 새해 초부터 속속 선보일 예정이다. LG생활건강 관계자는 “VDL은 팬톤이 매년 발표하는...,0
2020-01-09,대세 캐릭터 ‘펭수’ 모셔라,"화장품 업계에서는 LG생활건강이 펭수가 출연한 유튜브 영상으로 주목받았다. ‘네이처컬렉션’ 매장을 방문한 펭수가 교육을 받은 뒤 직접 판매에 나서는 내용이다. 인사, 제품 추천 등의 요령을 배웠지만 실제 판매...",0
2020-01-09,"LG유플러스, '포인트 무제한' U+멤버십 개편","LG생활건강샵, LG전자샵은 각각 1000원씩 추가 할인이 가능해 총 5000원까지?할인 받을 수 있다. 콕 변경도 가능하다. 상반기와 하반기에 1회씩 영화콕과 라이프콕 간 변경이?가능해졌다. 예를 들어 상반기에 블록버스터...",0
2020-01-09,"LG생활건강 숨37°, 로시크숨마 쉬어 커버 메탈쿠션 & 골든 피니싱 팩트 출시",LG생활건강(대표: 차석용)은 자연?발효 뷰티 브랜드 ‘숨37°’(이하 숨)에서 절정의 피부 빛을 완성하는 베이스 메이크업 제품인 로시크숨마 쉬어 커버 메탈쿠션과 골든 피니싱 팩트를 출시하며 럭셔리 색조 화장품의...,0
2020-01-09,"LG생활건강 숨37°, 로시크숨마 럭셔리 메이크업 완성",LG생활건강 숨37의 로시크숨마 메탈쿠션과 피니싱팩트 LG생활건강(대표 차석용) 숨37°이 베이스 메이크업 제품인 로시크숨마 쉬어 커버 메탈쿠션과 골든 피니싱 팩트를 출시하며 럭셔리 색조 화장품의 라인업을 견고히...,0
2020-01-09,"LG생활건강 숨37°, 로시크숨마 럭셔리 메이크업 완성",LG생활건강(대표: 차석용)은 자연?발효 뷰티 브랜드 '숨37°'(이하 숨)에서 절정의 피부 빛을 완성하는 베이스 메이크업 제품인 로시크숨마 쉬어 커버 메탈쿠션과 골든 피니싱 팩트를 출시하며 럭셔리 색조 화장품의...,0
2020-01-09,LG생건 '숨37°' 메탈쿠션·팩트,LG생활건강은 자연발효 뷰티 브랜드 '숨37°'에서 절정의 피부 빛을 완성하는 베이스 메이크업 제품인 ‘로시크숨마 쉬어 커버 메탈쿠션’과 ‘골든 피니싱 팩트’(사진)를 출시한다고 9일 밝혔다.,0
2020-01-10,"지주사, 올해 브랜드 사용료 LG 2231억·CJ 936억 전망",계열사로는 ▲LG전자 1천37억원 ▲LG화학 543억원 ▲LG디스플레이 449억원 ▲LG유플러스 253억원 ▲LG이노텍 164억원 ▲LG생활건강 93억원 ▲LG CNS 58억원 ▲LG하우시스 62억원 ▲LG상사 21억원의 브랜드 사용료를 낸다....,0
2020-01-10,"뷰웍스, +3.49% 52주 신고가","(049960), LG생활건강(051900), 리노공업(058470), 컴투스(078340), 메디톡스(086900), 고영(098460), 뷰웍스(100120), 덴티움(145720), 슈피겐코리아(192440) 뷰웍스의 최근 1주일간 외국인/기관 매매내역을...",0
2020-01-10,"10일 데일리 증권 LG생활건강( 051900 ) , 오후 12시 32분 기준 및 증권정보와...","10일 오후 12시 32분 기준 LG생활건강(051900) 주가가 전일대비 1.81% 변동된 1,348,000원에 거래되고 있다. 코스피 상장기업 LG생활건강의 오늘 시가는 1,348,000원이고, 고가는 1355000원, 저가는...",0
2020-01-10,"“LG생활건강, 對중국 시장 성장에 대한 높은 가시성”","2020년 영업이익도 전년대비 14% 증가 전망 미래에셋대우는 10일 LG생활건강에 대한 연결 매출 1조8700억원, 영업이익 2280억원의 실적을 거둘 것이라고 전망했다. 매출 전년대비 10%, 영업이익 8.3%증가한 수치다. 정우창...",0
2020-01-10,[경제] 1월에 펼쳐지는 깜짝 色상술?,"2015년부터 팬톤과 콜래보레이션을 진행 중인 LG생활건강의 뷰티 브랜드 VDL은 지난해 ‘리빙 코랄’ 화장품 9종을 출시했으며, 대표 제품인 ‘VDL 엑스퍼트 컬러 아이북 6.4’는 출시 이후 2주 만에 초도 물량이 완판 되는...",0
2020-01-10,LG생활건강 편집숍 '네이처컬렉션' 확장 주력,LG생활건강이 화장품 편집숍 브랜드 '네이처컬렉션' 확장에 집중한다. 로드숍 브랜드 '더페이스샵' 부진에 대한 대책으로 더페이스샵 매장을 네이처컬렉션으로 전환하는 방식이다. 10일 관련 업계에 따르면...,0
2020-01-10,베스트셀러 뷰티 제품 ‘대용량’ 출시로 만족도↑,LG생활건강 오휘의 ‘2020 Time for Love Collection’의 첫 번째 에디션으로 ‘더 퍼스트 제너츄어 아이크림 그랜드 블루 에디션’을 출시했다. ‘더 퍼스트 제너츄어 아이크림’은 피부에 활력을 주는 오휘만의 독자적...,0
2020-01-13,"LG생건, CNP ‘프로폴리스 앰플 인 쿠션’ 리미티드 에디션 출시",LG생활건강(대표:차석용)의 더마코스메틱 브랜드 CNP에서 출시된 ‘프로폴리스 앰플 인 쿠션’이 누적 매출액 100억원(출하기준)을 돌파했다고 13일 밝혔다. 2018년 1월 출시 이후 2019년 12월까지 약 2년 만에 거둔 성과다....,0
2020-01-13,"13일, 기관 거래소에서 KODEX 레버리지(+2.18%), LG생활건강(+4.54%) 등 순매...","기관 투자자는 13일 거래소에서 KODEX 레버리지, LG생활건강, KODEX 코스닥150 레버리지 등을 중점적으로 사들인 것으로 나타났다. 기관 투자자의 순매수 상위 20개 종목은 KODEX 레버리지, LG생활건강, KODEX 코스닥150...",0
2020-01-13,“플렉스~비싸니까 사는거야”,"LG생활건강의 경우 화장품 부문에서 프리미엄 매출 비중이 70% 이상을 차지한다. 전략적으로 육성해 온 ‘후’, ‘숨’, ‘오휘’ 등 럭셔리 화장품 매출은 지난해 3분기 누적 매출 2조 1789억원을 달성하며 전년 대비 30....",0
2020-01-13,"LG생활건강, CNP '프로폴리스 앰플 인 쿠션' 매출 100억원 기념 리미티드 에디...",LG생활건강(대표 차석용)은 더마코스메틱 브랜드 CNP에서 출시된 ‘프로폴리스 앰플 인 쿠션’이 누적 매출액 100억원(출하기준)을 돌파했다고 13일 밝혔다. 이번 성과는 2018년 1월 출시 이후 2019년 12월까지 약 2년...,0
2020-01-13,"LG생활건강, CNP 차앤박화장품 '프로폴리스 앰플 인 쿠션' 매출 100억 돌파",LG생활건강의?더마코스메틱 브랜드?CNP에서 출시된?'프로폴리스 앰플 인 쿠션'이 누적 매출액?100억원(출하기준)을 돌파했다. 2018년?1월 출시 이후?2019년?12월까지 약?2년 만에 거둔 성과다. 프로폴리스 앰플 인...,0
2020-01-13,"LG생활건강, CNP '프로폴리스 앰플 인 쿠션' 매출 100억원 돌파 기념 리미티드...",LG생활건강(대표:차석용)의 더마코스메틱 브랜드 CNP 차앤박화장품에서 출시된 '프로폴리스 앰플 인 쿠션'이 누적 매출액 100억원(출하기준)을 돌파했다고 13일 밝혔다. 2018년 1월 출시 이후 2019년 12월까지 약 2년 만에...,0
2020-01-13,'반도체 투톱' 심리 저항선 뚫고 새역사..배터리·中소비주로 순환매 펼쳐지나,"LG생활건강(051900)(4.54%)과 아모레퍼시픽(090430)(5.22%) 외에 한국화장품(123690)도 23.48% 뛰며 장을 마쳤다. 토니모리(214420)(13.84%), 한국콜마(161890)(8.61%), 제이준코스메틱(7.74%) 등도 주가가 올랐다. 이외에...",0
