date,abstract,pre_label,sentiment,score,sent_range,model_keyword,corpus_keyword
2022-01-03,"넷플릭스 예능 '솔로지옥', '고요의 바다' 제치고 1위 ●'마트 방역패스' 앞두고 하소연 창구된 정용진 SNS 정부가 오는 10일부터 대형마트 및 백화점 등 면적 3000㎡ 이상 대규모 점포에 방역패스를 확대하기로 하자, 정용진 신세계 부회장의 소셜네트워크서비스(SNS)의 댓글...",0,1,2.0506375,중립,0,0
2022-01-03,"정용진 신세계그룹 부회장, ""머리 아닌 심장으로 생각하라""....'제2의 월마트... 신세계그룹 정용진 부회장 ""우리가 결국 도달해야 할 목표는 '제2의 월마트'도, '제2의 아마존'도 아닌 '제1의 신세계'다"" 정용진 신세계그룹 부회장은 3일 2022년 신년사를 통해 세계그룹이 지향해야 할 새로운 목표를...",0,1,1.9312532,중립,0,0
2022-01-03,"롯데하이마트 주엽점, ‘일산자이 3차’ 입주박람회 개최 사진=롯데하이마트 주엽점 [세계비즈=박혜선 기자] 롯데하이마트 주엽점이 일산자이 3차 입주고객을 위해 14일부터 16일까지 사흘간 입주박람회를 개최한다고 3일 밝혔다. 이번 박람회는 롯데하이마트 주엽점이...",0,0,4.0462165,보통부정,0,0
2022-01-03,"유통·소비 트렌드 ‘MADE UP’, 실시간 초개인화 시대 온다 롯데하이마트도 ‘하이마트 점프맵’을 오픈하며 메타버스에 뛰어들었고, 배스킨라빈스는 국내 식음료 업계 최초로 메타버스 플랫폼 제페토(ZEPETO)에 단독 공식 맵 ‘배라 팩토리’를 론칭했다. 스타벅스도 제페토...",0,0,2.6670952,약한부정,0,0
2022-01-03,"롯데하이마트 장림점, 1월 7일 그랜드 오픈 세일 부산 사하구에 위치한 하이마트 장림점이 오는 1월 7일(금) 그랜드 오픈을 맞이하여 특별한 행사를 진행한다고 밝혔다. 필수 가전제품으로 자리 잡은 TV, 세탁기, 건조기, 의류관리기 등 브랜드별 다양한 제품군을...",0,1,2.2214768,약한긍정,0,0
2022-01-03,"허민호 CJ ENM 대표, 홈쇼핑에 '예능' 입혀 재미를 더하다 2021년 3분기 CJ온스타일, GS홈쇼핑, 현대홈쇼핑, 롯데홈쇼핑 등 주요 홈쇼핑 기업의 영업이익은 전년동기 대비 평균 28.2% 하락한 것으로 나타났다. TV홈쇼핑 시장이 침체기를 겪는 가운데 CJ온스타일은 홈쇼핑이 아닌...",0,1,2.15818,약한긍정,0,0
2022-01-03,"[유통가 이모저모] 신세계 정용진 부회장 ""우리 목표는 '제1의 신세계'"" ▲GS리테일 허연수 CEO(부회장)는 3일 오전, GS타워 25층에서 열린 'GS리테일의 새로운 비전 선포식'에서 '고객의 모든 경험을 연결하고 데이터로 공감하며 상품과 서비스로 신뢰 받는 플랫폼' 기업으로 거듭나겠다는...",1,0,3.644483,보통부정,한국외식산업연구원, 
2022-01-03,"허연수 GS리테일 대표 ""유통 절대 강자로 도약"" GS리테일이 통합법인의 새로운 비전(New Vision) 선포와 함께 새해 경영 전략을 발표했다. 허연수 GS리테일 대표이사(부회장)는 3일 서울 역삼동 GS타워에서 열린 'GS리테일의 새로운 비전 선포식'에서 '고객의 모든 경험을...",0,0,3.644483,보통부정,0,0
2022-01-03,"GS리테일, 통합 법인의 새로운 비전 선포·2022년 경연전략 발표 새로운 조직가치(GS Value)·일 하는 방식(GS Way) 내재화 주문 GS리테일이 통합 법인의 새로운 비전 선포와 함께 2022년 임인년 경영전략을 발표했다. 허연수 GS리테일 CEO가 3일 오전 GS타워 25층에서 열린 ‘GS리테일의...",0,0,2.5513985,약한부정,0,0
2022-01-03,"'물어보살' 임성민, 스승 제이블랙 전화에 붉어진 눈시울 ""잘 지내고 있어"" 24살에 나이트클럽에 갔는데 신세계더라. 여러 지역 클럽을 다니다가 안양에 정착했다. 여자들의 반응이 난리 나는 편이다""라고 이야기했다. 임성민은 ""댄스 뮤지컬 동아리 하다가 클럽에서 홀로 실력을 연마했다. 이후...",1,1,2.0506375,중립,김승준 김주엽, 
2022-01-03,"'물어보살' 클럽에 진심인 의뢰인..이수근 ""춤을 전문가처럼 추네""[별별TV] 의뢰인은 ""처음으로 24살 때 클럽에 갔는데 신세계더라""고 하자, 서장훈은 ""여자친구는 없냐""라고 물었다. 의뢰인은 ""여자친구 안 사귄 지 13년째다""고 말하며 클럽에 대한 애정을 보였다. 이에 이수근은 의뢰인이 춤을 출...",1,1,1.9801323,중립,김승준 김주엽, 
2022-01-03,"“시도하지 않은 슛은 100% 빗나간 것” 롯데·신세계 총수의 ‘그레츠키’ 인... (You miss 100% of the shots you don‘t take)” 유통업계 최대 맞수인 롯데와 신세계가 3일 신년사에서 캐나다... 우리의 목표는 ‘제2의 월마트’, ‘제2의 아마존’이 아닌 제1의 신세계”라고 임직원을 독려했다. 업계 관계자는...",1,1,1.9312532,중립,신세계그룹 스타벅스, 
2022-01-03,"'유통 절대강자' 포부 밝힌 허연수…""2022년, GS리테일 도약의 원년"" 지난해 GS그룹 유통 부문 통합법인으로 거듭난 GS리테일이 '고객의 모든 경험을 연결하고 데이터로 공감하며 상품과 서비스로 신뢰 받는 플랫폼’으로 거듭나겠다는 청사진을 제시했다. 허연수 GS리테일 부회장(사진)은...",1,0,2.2064836,약한부정,한국외식산업연구원, 
2022-01-03,"[신년사] 허연수 GS리테일 부회장 ""유통 절대 강자로 도약"" 허연수 GS리테일 CEO가 3일 열린 비전 선포식에서 GS리테일의 비전을 발표하고 있다. [사진=GS리테일]  허연수 GS리테일 대표이사(부회장)는 3일 ""임인년은 진정한 통합 GS리테일로 거듭나 유통시장의 절대 강자로...",1,1,1.9312532,중립,한국외식산업연구원, 
2022-01-03,"홈파티 완성하는 ‘잇(eat)템’ 열전 … 멘보샤·피쉬앤칩스 등 세계요리 간편... GS리테일이 운영하는 편의점 GS25는 세계적 스트리트 패션 브랜드 '베이프(BAPE)', 수제맥주 명가 '제주맥주'와 협업해 '베이프비어'를 선보였다. 유럽산 고품질 맥아와 고가의 시트라 홉을 사용해 만든 에일 맥주로, 깔끔한...",0,0,3.644483,보통부정,0,0
2022-01-03,"새벽배송도 느리다…유통업계 ‘퀵커머스’ 배송전쟁 격화 GS홈쇼핑과 합병한 GS리테일은 퀵커머스 확대를 위해 배달 앱 2위 요기요와 부릉을 운영하는 메쉬코리아 지분을 인수하고, 전국 1만6000개에 달하는 오프라인 매장을 물류 거점으로 활용한다는 계획이다. 이와 함께...",0,1,2.0506375,중립,0,0
2022-01-03,유통업계 총알 배송에 사활… ‘풀필먼트 전쟁’ 불붙었다 GS리테일도 지난해 12월 말 3번째 온라인 전용 물류센터를 가동하며 배송 경쟁력 강화를 노렸다. GS리테일은 경기 김포에 ‘프라임센터’를 열었다. GS리테일 프라임 센터 이는 1만6528㎡ 규모로 서울·경기 등 수도권...,0,0,2.6670952,보통부정,0,0
2022-01-03,"GS리테일 신뢰받는 플랫폼기업으로 도약, 허연수 ""유통시장 절대강자"" 허연수 GS리테일 대표이사 부회장이 3일 열린 'GS리테일 비전선포식'에서 GS리테일의 약속을 언급하고 있다. 지난해 GS홈쇼핑을 합병한 GS리테일이 통합법인의 새로운 비전을 선포하고 2022년 경영전략을 발표했다. 허연수...",0,0,4.235497,강한부정,0,0
2022-01-04,"[여행&여가] 쉐라톤그랜드호텔·제주맥주·CGV·부영그룹 外 박진감 넘치는 리듬으로 전 세계적으로 사랑받는 레퍼토리 중 하나인 안토닌 드보르작의 교향곡 제9번 e단조 '신세계로부터'가 연주된다. 또한, 영화 '오케스트라 리허설'의 OST와 발레 모음곡 '길(La Strada)'이 서거...",1,0,2.8659575,보통부정,롯데콘서트홀 토요타, 
2022-01-04,[뭐라노]수상해야 생존한다 유통 라이벌인 신동빈 롯데그룹 회장과 정용진 신세계그룹 부회장은 ‘시도조차 하지 않는 샷은 100% 빗나간다’는 아이스하키 전설 웨인 그레츠키의 말을 동시에 인용. 정의선 현대차그룹 회장은 메타버스 플랫폼에...,1,1,2.0506375,중립,허니버터칩 브랜드,플라스틱
2022-01-04,"[커머스BN] 아마존·징둥을 추격하려는 미·중 풀필먼트 홈플러스, GS리테일, 롯데온도 풀필먼트 서비스에 팔을 걷고 나서고 있습니다. 풀필먼트 서비스란 물류 업체가 제품 선택부터 포장, 배송까지 모두 한 번에 담당하는 것을 말합니다. 풀필먼트 서비스에는 포장, 마케팅...",1,0,2.6670952,보통부정,광주시립미술관 청년작가초대전, 
2022-01-04,"롯데하이마트, 'mom편한 하이드림(Hi Dream)' 올해 첫 진행 롯데하이마트(대표 황영근)가 1월 한 달간, 'mom편한 하이드림(Hi-Dream)'를 진행한다. 엄마를 응원하는 자녀의 사연을 받아, 가정에 도움을 주는 가전제품을 선물하는 사회공헌 활동이다. 롯데하이마트는 각 테마별...",0,1,2.0506375,중립,0,0
2022-01-04,롯데하이마트 '맘편한 하이드림' 사연 응모 롯데하이마트는 1월 한 달간 엄마를 응원하는 자녀의 사연을 받아 가정에 도움을 주는 가전제품을 선물하는 사회공헌 활동 ‘맘(Mom)편한 하이드림(Hi-Dream)’를 진행한다고 4일 밝혔다. 롯데하이마트가 1월 한 달간 ‘맘...,0,1,2.0506375,중립,0,0
2022-01-04,"""신성장 동력 찾아라""…유통가, 벤처 투자 열풍 GS리테일은 지난해 GS홈쇼핑을 흡수 합병하며 미래성장 동력을 발굴하는 신사업 조직을 전략본부 산하로 통합했다. 또 GS그룹은 지난달 단행한 2022년 임원인사에서 이성화 GS리테일 신사업부문장을 상무로 승진시키며...",1,0,2.5478475,약한부정,한국외식산업연구원, 
2022-01-04,"롯데하이마트 '맘편한 하이드림' 사연 응모 롯데하이마트가 1월 한 달간, 'mom편한 하이드림(Hi-Dream)'를 진행한다. 엄마를 응원하는 자녀의 사연을 받아, 가정에 도움을 주는 가전제품을 선물하는 사회공헌 활동이다. 롯데하이마트는 각 테마별 사연을 격월로...",0,0,4.0462165,보통부정,0,0
2022-01-04,'한정'이라는 유혹 정용진 신세계 그룹 부회장 또한 라플의 유혹을 피해갈 수 없었나 보다. 지난해 8월 인스타그램 게시글에 '돌아올 수 없는 다리를 건너벼렸슴'이란 글과 함께 나이키와 미국 가수 트래비스 스캇이 협업한 한정판 운동화...,1,1,1.9312532,중립,이야기 한국의, 
2022-01-04,"롯데면세점-롯데하이마트, 메타버스 쇼핑 콘텐츠로 승부 [사진: 롯데면세점] 롯데그룹 계열사인 롯데면세점과 롯데하이마트가 미국 라스베이거스에서 열리는 글로벌 IT전시회인 CES2022에 참가해 메타버스 솔루션을 선보였다. 롯데면세점은 롯데그룹 CES 전시 부스를 통해...",0,1,2.0506375,중립,0,0
2022-01-04,"롯데하이마트, 사회공헌활동 '맘편한 하이드림' 진행 롯데하이마트는 이달 한 달간 ‘mom편한 하이드림(Hi-Dream)’를 진행한다고 4일 밝혔다. 엄마를 응원하는 자녀의 사연을 받아, 가정에 도움을 주는 가전제품을 선물하는 사회공헌 활동이다. 롯데하이마트는 각 테마별...",0,0,4.0462165,보통부정,0,0
2022-01-04,[편의점 24시] 편의점 빵 새 지평 연 GS리테일과 딸기 디저트 확대하는 세븐일... GS리테일이 운영하는 편의점 GS25는 프리미엄 베이커리 ‘브레디크(BREADIQUE)’가 출시 1주년 만에 전체 빵 카테고리 매출 구성비의 31.5%를 차지하게 됐다고 밝혔다. GS25는 밥 대신 빵으로 식사를 해결하는 고객이...,1,1,2.1691642,약한긍정,신제품 신세계까사, 
2022-01-04,"롯데하이마트, 'mom편한 하이드림' 올해 첫 개시 롯데하이마트가 1월 한 달간, 'mom편한 하이드림(Hi-Dream)'를 진행한다. [사진=롯데하이마트] 롯데하이마트가 1월 한 달간, 'mom편한 하이드림'을 진행한다고 4일 밝혔다. 'mom편한 하이드림'은 엄마를 응원하는 자녀의...",0,0,4.0462165,보통부정,0,0
2022-01-04,"올해 뷰티 빅2 전략...LG생활건강 '명품' 아모레퍼시픽 '라이프뷰티' 신년 키워드 '고객 중심' '디지털 역량 강화' 제시 LG생활건강, 글로벌 최대 시장 '북미 시장' 공략 아모레, 더마?웰니스 등 일상 전반으로 사업 확장 차석용 LG생활건강 부회장(왼쪽)과 서경배 아모레퍼시픽그룹 회장...",0,1,2.0506375,중립,0,0
2022-01-04,"LG생활건강, 'VDL X 파버카스텔 콜라보레이션 에디션'출시 ⓒ 데일리포스트=VDL X 파버카스텔 콜라보레이션 에디션 / LG생활건강제공 LG생활건강이 색조 전문 브랜드 VDL의 아이 메이크업 제품에 독일 필기구 브랜드 파버카스텔 디자인을 적용한 'VDL X 파버카스텔 콜라보레이션...",0,0,3.3612044,보통부정,0,0
2022-01-04,미니스톱 매각전에 이마트24 등 참여…이르면 이달 중 우협 선정 만일 4위 이마트24가 미니스톱을 인수하면 BGF리테일이 운영하는 CU와 GS리테일이 운영한 GS25로 양대 산맥을 이루고 있는 편의점 시장 판도를 바꿀 수 있을 것으로 예상된다. 지난해 말 기준 CU의 매장 수는...,0,0,2.5513985,약한부정,0,0
2022-01-04,"GS25, 프리미엄 베이커리 '브레디크' 1년 만에 1400만개 판매 GS리테일이 운영하는 편의점 GS25에 따르면 브레디크는 전체 빵 카테고리 매출 구성비의 31.5%를 차지하고 있다. 지난해 12월에는 누적 1400만개의 판매고를 달성했다. GS25는 소비자들이 가까운 편의점에서...",0,0,3.644483,보통부정,0,0
2022-01-04,"허연수 GS리테일 대표 ""유통시장 절대 강자 도약의 원년 될 것"" GS리테일이 고객 중심 데이터 경영, 상품력 강화 역량 결집, 통합 시너지 인프라 구축 등의 내용이 담긴 경영전략을 3일 오전 GS타워 25층에서 발표했다. 이날 허연수 GS리테일 CEO(부회장)는 새로운 비전으로 'GS리테일의...",0,1,2.0506375,중립,0,0
2022-01-04,"GS25, '브레디크' 출시 1주년... 전체 빵 매출 구성비 中 31.5% 사진=GS25 GS리테일이 운영하는 편의점 GS25는 프리미엄 베이커리 '브레디크(BREADIQUE)'가 출시 1주년 만에 전체 빵 카테고리 매출 구성비의 31.5%를 차지하게 됐다고 4일 밝혔다. GS25는 밥 대신 빵으로 식사를 해결하는...",0,1,2.1691642,약한긍정,0,0
2022-01-04,CU의 맛에 반했다…1등 편의점 레시피 만든 '센트럴 키친' 경쟁사인 GS리테일을 점포 수에서 앞선 데 이어 영업이익마저 1위로 올라설 기세다. 편의점의 본질에 집중하며 핵심 경쟁력을 내재화한 전략이 먹혀들고 있다는 분석 속에 홍석조 회장이 300억원을 투자해 만든...,0,0,3.644483,보통부정,0,0
2022-01-04,"유통가 신년사 휩쓴 '연결' 올해 키워드도 '온·오프라인 융합' 신동빈 롯데 성과주의 재차 언급 정용진 신세계 ""우리 목표는 제1의 신세계"" 강조 허연수 GS리테일 전 채널에서 수집되는 빅데이터 활용 당부 유통업계 신년사 화두는 디지털과 도전이었다. 3일 유통 대기업 수장들은...",0,1,2.0506375,중립,0,0
2022-01-04,"입점업체 울린 온라인·TV홈쇼핑…이제 '갑질' 못한다 GS홈쇼핑, NS홈쇼핑, CJ온스타일, 현대홈쇼핑, 홈앤쇼핑, 공영쇼핑 등 홈쇼핑 7개사도 지난달 납품업체에 떠넘겨 공정위에 적발돼 약 41억원의 과징금을 부과받았다. 이에 따라 공정위는 온라인쇼핑에 대해선 경영간섭...",0,1,2.1691642,약한긍정,0,0
2022-01-04,"홈쇼핑 2022년 1월 브랜드평판 순위…현대홈쇼핑, 롯데홈쇼핑, GS홈쇼핑 順 한국기업평판연구소, 홈쇼핑 브랜드평판 빅데이터 분석 결과 홈쇼핑 브랜드평판 2022년 1월 빅데이터 분석결과 1위는 현대홈쇼핑이 차지한 가운데 롯데홈쇼핑과 GS홈쇼핑이 각각 2위와 3위를 기록했다....",0,1,2.0506375,중립,0,0
2022-01-04,유통사 실적 희비…신세계·현대 '쾌조' 반면 롯데 '일보후퇴' 재편되는 현상이 더욱 강화될 것”이라고 예상했다. 이밖에 마트업계 1위인 이마트는 전년보다 63% 오른 영업이익 3881억원을 이룰 것으로 전망됐고 현대홈쇼핑은 전년과 같은 1549억원에 머물 것으로 관측됐다. [EBN ()],0,0,2.6670952,보통부정,0,0
2022-01-04,"위비스 지센, 유튜브 ‘센언니 쇼타임’ 콘텐츠 공개 현대홈쇼핑 출신의 오하나 쇼호스트를 기용해 제품의 품질과 스타일에 대한 정보를 제공, 홈쇼핑 방송을 모티브로 하고 있다. 유튜브 채널 뿐만 아니라 매장 DID에 업로드 되어 매장에서도 상품의 디테일과 소재 정보에...",0,0,4.0462165,강한부정,0,0
2022-01-04,아미 S/S컬렉션 선보여 대구신세계백화점은 2층 남성장르 편집샵 '비이커'에서 프랑스 컨템포러리 브랜드 '아미'의 2022년 봄... 편안하면서도 멋스럽게 입을 수 있는 신상품 회색 맨투맨은 35만5천원에 판매한다. 대구신세계백화점 제공,0,0,3.047834,강한부정,0,0
2022-01-04,"1월 5일 알림 UCLG총회 개최 및 재단 10주년 기념 특별전으로, 이응노의 대표작들을 총망라하는 ‘이응노 하이라이트전’과 신세계 갤러리와 협업으로 대전 신세계 아트 앤 사이언스에서의 과학예술 융복합 전시를 추진하기로 했다.",0,0,3.554902,강한부정,0,0
2022-01-04,"대전신세계, 임인년 새해 호랑이 입은 출산선물 준비하세요 대전신세계 Art &amp; Science는 2022년 임인년 호랑이해를 맞아 호랑이 모양이 담긴 다양한 아동패션 아이템을 선보인다. 대전신세계 4층에 위치한 프리미엄 유아동 브랜드 '에뜨와' 는 호랑이 일러스트 브랜드...",0,0,2.998608,보통부정,0,0
2022-01-04,"롯데·신세계·현대, 신년사로 본 '유통 빅3' 올해 사업 전략 현대백화점그룹도 주요 계열사 온라인몰의 리뉴얼을 강화하고, 현대홈쇼핑의 온라인 판매채널을 보완하는 등 적극적으로 나서고 있다. 현대의 여행전문 계열사인 현대드림투어에서는 기존 B2B 중심에서 B2C 및 B2E로의...",0,0,4.235497,강한부정,0,0
2022-01-04,"국내 10대 그룹 신년사 키워드는 '미래·투자' LG그룹(13회)과 신세계그룹(10회), 현대차그룹(7회), 삼성그룹(4회)이 핵심 키워드로 고객을 제시했다. 이 중 LG그룹은 4년 연속으로 고객을 가장 많이 언급했다. 특히 올해 신년사에서는 '미래'와 '투자'가 주요...",0,0,2.432928,보통부정,0,0
2022-01-04,"갤러리 팔조, 신상원 '허의 공간'展… 시간과 행위를 겹겹이 쌓아올린 점 ◇서예 해체로 예술적 자유 추구 기존의 질서를 끝간데 없이 내몰면 천길 낭떠러지 아니면 신세계다. 예술가는 신세계를 여는 데 평생을 고군분투하는 사람들이다. 걸림 없는 자유를 갈망하며 기존의 질서에 의문을...",0,0,3.4750957,강한부정,0,0
2022-01-04,"음식물처리기 브랜드 푸드타파, 14일까지 새해 소원…덕담말하기 이벤트 진행 해당 이벤트는 인스타그램에 소원과 덕담을 기재하고 푸드타파 관련 해시태그를 추가 이후 업로드 후 캡처해 인증 시 참여가 가능하며 참가한 모든 인원은 구매하는 음식물처리기 제품종류에 따라 신세계상품권을 증정...",0,1,2.0506375,중립,0,0
2022-01-04,"LG생건, 2022년 경영 전략은 어떻게? 화이트페이퍼, WHITEPAPER차석용 LG생활건강 부회장. (사진=LG생활건강)  차석용 LG생활건강 부회장이 2022년 신년사에서 '세계적인 명품 뷰티 회사'로의 도약을 다짐했다. 글로벌 최대 시장인 북미 시장에서 럭셔리...",0,1,2.0506375,중립,0,0
2022-01-04,"LG생활건강, ‘VDL X 파버카스텔 콜라보레이션 에디션’ 출시 LG생활건강(대표: 차석용)이 색조 전문 브랜드 VDL의 대표 아이 메이크업 제품에 독일 유명 필기구 브랜드 ‘파버카스텔(FABER-CASTELL)’ 디자인을 적용한 ‘VDL X 파버카스텔 콜라보레이션 에디션’을 출시했다. ‘VDL X...",0,0,3.5844693,강한부정,0,0
2022-01-04,"LG생활건강, 'VDL X 파버카스텔 콜라보레이션 에디션' 출시 LG생활건강이 색조 전문 브랜드 VDL의 대표 아이 메이크업 제품에 독일 유명 필기구 브랜드 '파버카스텔(FABER-CASTELL)' 디자인을 적용한 'VDL X 파버카스텔 콜라보레이션 에디션'을 출시했다고 4일 밝혔다. VDL X 파버카스텔...",0,0,2.8659575,보통부정,0,0
2022-01-04,"LG생활건강, VDL X 파버카스텔 콜라보 에디션 선봬 파버카스텔의 아날로그적인 가치 반영아이섀도우 팔레트와 스틱 타입의 아이섀도우, 한정 출시 LG생활건강이 VDL의 대표 아이 메이크업 제품에 독일 유명 필기구 브랜드 ‘파버카스텔’ 디자인을 적용한 ‘VDL X...",0,0,3.3612044,보통부정,0,0
2022-01-04,"아모레 ‘뉴 뷰티’ vs LG생건 ‘명품 뷰티’..뷰티업계 ‘맞수’, 신년 핵심... 한국정경신문 김제영 기­자 [한국정경신문=] 국내 뷰티업계 양대 산맥인 아모레퍼시픽과 LG생활건강이 새해를 맞아 ‘고객 맞춤형’ 신년 전략을 내세웠다. 유망 브랜드 강화와 디지털 전환에 대한 관심은 공통되지만...",0,1,2.0506375,중립,0,0
2022-01-04,"배우 박성웅, 영화 ‘웅남이’ 촬영 현장 스틸컷공개 영화 ‘신세계’ 속 이중구 캐릭터를 연상케 하는 배우 박성웅의 영화 ‘웅남이’ 스틸컷이 공개됐다. 4일... 박성웅이 마치 ‘신세계’ 이중구를 보는 듯한 압도적인 카리스마를 풍기고 있는 가운데 맨몸 격투부터 쇠...",0,0,2.9799285,보통부정,0,0
2022-01-04,"""변해야 산다""…홈쇼핑 수장, 도전·혁신 강조 GS샵을 운영하고 있는 GS리테일은 신년사에서 새로운 비전 선포와 함께 ▲데이터 중심의 고객만족 최우선 경영 ▲상품력 강화를 위한 전사 역량 결집 ▲통합 시너지 창출을 위한 성장 인프라 구축을 주요 골자로 한 2022년...",1,0,3.4152212,보통부정,울산종합운동장 동천국민체육센터, 
2022-01-05,"이불 속 숨겨놓은 모험 열정… 동서양 보물 찾아 집 나서자 이와 함께 영화 '베놈'의 감독 루벤 플레셔가 연출을 맡아 특유의 유쾌함을 가미할 것으로 기대되며, '신세계', '아가씨' 등에 참여한 월드클래스 정정훈 촬영감독이 함께해 눈길을 끈다. 영화는 2월 개봉 예정. / 2022년...",0,0,2.648233,보통부정,0,0
2022-01-05,"[단독]롯데·신세계, 미니스톱 두고 재격돌 GS25를 운영하는 GS리테일이 지난해 배달앱 요기요를 인수하는 등 편의점 ‘빅3’가 모두 배달 서비스에 사활을 걸고 있지만 미니스톱은 이에 대한 전략을 내놓치 못했다. ‘곰표 밀맥주’ 이후 편의점업계에 확산한...",1,1,2.0506375,중립,주요기사 신세계그룹, 
2022-01-05,"현대백화점그룹, 명절 앞두고 중소 협력사 결제대금 조기 지급 현대백화점그룹은 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대백화점면세점·현대L&amp;C·현대렌탈케어 등 12개 계열사와 거래하는 중소 협력사의 결제대금 5,400억원을 당초 지급일보다 앞당겨 설 연휴...",0,0,2.9232354,보통부정,0,0
2022-01-05,"현대백화점그룹, 설 앞두고 중소협력사 결제대금 5400억 조기 지급 현대백화점·현대홈쇼핑·현대그린푸드·한섬·현대리바트·현대백화점면세점·현대L&amp;C·현대렌탈케어 등 12개 계열사와 거래하는 중소 협력업체 7300여 곳이 대상이다. 현대백화점그룹 관계자는 ""설 명절을 앞두고 직원...",0,0,2.9232354,보통부정,0,0
